INST_ID,INST_NAME,STATE_INST,HDG_ID,TOC_ID,PROG_TYPE,HBCU_FLAG,EPSCOR_FLAG,IDEA_FLAG,REGION,BIO_KIND,S_STATUS_ID,L1400_tot,Total_number,Total_Amount,occ,P1Q1A,P1Q1B,P1Q1C,P1Q1D,P1Q1E,P1Q1F,P1Q1G,P1Q1H,P1Q1J,P1Q2AGS,P1Q2BIO,P1Q2COS,P1Q2ENS,P1Q2ENG,P1Q2MAT,P1Q2MED,P1Q2PHS,P1Q2PSY,P1Q2SOS,P1Q2OS,P1Q4,P1Q5,P1Q6BX,P1Q6,P1Q10BX,P1Q10AGS,P1Q10BIO,P1Q10COS,P1Q10ENS,P1Q10ENG,P1Q10MAT,P1Q10MED,P1Q10PHS,P1Q10PSY,P1Q10SOS,P1Q10OS,P1Q12BX,P1Q12,P1Q13BX,P1Q13,P1Q14FED1,P1Q14FED2,P1Q14STA1,P1Q14STA2,P1Q14OS1,P1Q14OS2,P1Q14T1,P1Q14T2,P1Q15BX,P1Q15AGS,P1Q15BIO,P1Q15COS,P1Q15ENS,P1Q15ENG,P1Q15MAT,P1Q15MED,P1Q15PHS,P1Q15PSY,P1Q15SOS,P1Q15OS,P1Q17BX,P1Q17,P1Q18BX,P1Q18AGS1,P1Q18AGS2,P1Q18BIO1,P1Q18BIO2,P1Q18COS1,P1Q18COS2,P1Q18ENS1,P1Q18ENS2,P1Q18ENG1,P1Q18ENG2,P1Q18MAT1,P1Q18MAT2,P1Q18MED1,P1Q18MED2,P1Q18PHS1,P1Q18PHS2,P1Q18PSY1,P1Q18PSY2,P1Q18SOS1,P1Q18SOS2,P1Q18OS1,P1Q18OS2,P1Q20BX,P1Q20_1,P1Q20_2,P1Q21BX,P1Q21AGS1,P1Q21AGS2,P1Q21BIO1,P1Q21BIO2,P1Q21COS1,P1Q21COS2,P1Q21ENS1,P1Q21ENS2,P1Q21ENG1,P1Q21ENG2,P1Q21MAT1,P1Q21MAT2,P1Q21MED1,P1Q21MED2,P1Q21PHS1,P1Q21PHS2,P1Q21PSY1,P1Q21PSY2,P1Q21SOS1,P1Q21SOS2,P1Q21OS1,P1Q21OS2,P1Q23BX,P1Q23_1,P1Q23_2,P1Q24BX,P1Q24AGS1,P1Q24AGS2,P1Q24BIO1,P1Q24BIO2,P1Q24COS1,P1Q24COS2,P1Q24ENS1,P1Q24ENS2,P1Q24ENG1,P1Q24ENG2,P1Q24MAT1,P1Q24MAT2,P1Q24MED1,P1Q24MED2,P1Q24PHS1,P1Q24PHS2,P1Q24PSY1,P1Q24PSY2,P1Q24SOS1,P1Q24SOS2,P1Q24OS1,P1Q24OS2,P1Q26BX,P1Q26_1,P1Q26_2
3371,Temple University,PA,1,1,1,0,0,0,1,,1,76055,0,0,,1,1,1,1,1,1,1,1,1,0,74086,25518,10326,4500,4500,166250,49300,16500,3500,0,2500,3000,0,173000,0,0,4000000,0,0,0,0,13465172,11300000,250000,0,0,0,9765172,1,0,M,S,M,S,M,S,M,S,0,0,1200000,0,0,0,0,15000000,3700000,0,0,0,0,0,0,0,0,1200000,6000,0,0,0,0,0,0,0,0,150000000,385000,3700000,50000,0,0,0,0,0,0,0,150000000,385000,0,0,0,1219000,0,0,0,0,0,0,0,0,0,2880000,0,8595000,0,0,0,0,0,0,0,0,2880000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,University of Pennsylvania,PA,1,2,1,0,0,0,1,,1,596756,0,0,,1,1,1,1,1,1,1,1,1,50583,413005,21834,4484,93351,1968,626086,137661,24176,60899,3997,91959,223670,0,875247,0,0,0,2714762,0,0,0,45041817,1055686,0,0,0,0,40556226,0,3,0,30340000,0,18000000,48812265,103340000,48812265,151680000,0,0,0,0,0,3027619,0,41068876,0,0,0,0,0,29953863,0,0,0,0,0,0,0,1000000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,0,575000,0,0,0,0,0,0,0,0,925000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,The University of Scranton,PA,2,2,1,0,0,0,1,,2,1528,0,0,,1,1,1,2,0,1,0,0,0,0,4404,1281,0,1256,987,0,5618,987,1313,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3388,Villanova University,PA,2,2,1,0,0,0,1,,,6455,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,Brown University,RI,1,2,1,0,0,1,1,,1,130741,0,0,,1,1,1,1,1,1,1,1,1,0,106820,27100,41200,52100,15050,90600,97406,17100,43000,0,10000,20200,0,189000,0,0,776000,250000,0,1285000,0,0,0,0,763000,0,0,0,0,2,0,10070000,0,0,3074000,85350000,3074000,95420000,0,0,0,0,0,0,0,2000000,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,11000,0,0,0,0,7500000,11000,0,0,0,7500000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,University of Rhode Island,RI,1,1,1,0,0,1,1,,1,60947,0,0,,1,1,1,1,1,1,0,0,0,74078,42775,1043,103927,35009,28,3612,12843,20909,6836,5868,0,881,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,325500,0,0,0,0,0,0,0,0,0,1,S,0,0,0,9768000,26400,0,0,740000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,50000,0,0,0,0,0,188000,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,13040000,0,21221024,0,0,0,0,0,0,0,1,S,S
3420,Benedict College,SC,3,2,1,1,1,1,3,,1,1035,0,0,,1,1,1,1,0,1,0,0,0,0,8000,0,0,1100,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3425,Clemson University,SC,1,1,1,0,1,1,3,,1,158585,0,0,,1,1,2,1,0,1,2,0,0,148013,88983,14959,29935,252014,10888,0,78352,9090,3622,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3428,College of Charleston,SC,2,1,1,0,1,1,3,,9,4875,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,Furman University,SC,2,2,1,0,1,1,3,,9,1556,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,Medical University of South Carolina,SC,1,1,1,0,1,1,3,,1,163179,0,0,,1,1,1,1,1,1,0,1,1,0,194948,0,0,0,0,274949,0,0,0,51525,20648,41494,0,521422,0,0,670497,0,0,0,0,1610910,0,0,0,0,0,2281407,0,2,405595,800000,93204,0,1782608,1680000,2281407,2480000,0,0,4038880,0,0,0,0,673120,0,0,0,2494000,0,7206000,0,0,0,47430000,74945,0,0,0,0,0,0,0,0,22185000,32045,0,0,0,0,0,0,10136250,15081,0,79751250,122071,0,0,0,8387000,0,0,0,0,0,0,0,0,0,8926500,0,0,0,0,0,0,0,878000,0,0,18191500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,South Carolina State University,SC,3,1,1,1,1,1,3,,1,3548,0,0,,1,1,1,1,0,1,0,0,0,0,3500,2500,1000,5500,500,0,6000,800,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,7000000,S,0,S,0,S,7000000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,1000000,30000,1600000,24000,2000000,3000,4000000,20000,1000000,24000,0,0,1000000,30000,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3451,Coastal Carolina University,SC,2,1,1,0,1,1,3,,2,1260,0,0,,1,1,1,0,0,0,0,0,0,0,3237,1876,34980,0,0,0,1154,1182,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3459,Black Hills State University,SD,3,1,1,0,1,1,2,,1,1184,0,0,,1,1,1,1,0,1,0,0,0,0,8421,0,1653,0,1467,0,5642,2902,504,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3470,South Dakota School of Mines and Technology,SD,1,1,1,0,1,1,2,,1,10626,0,0,,1,1,1,1,0,1,1,0,0,0,1999,2279,3760,42941,0,0,18150,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,2,S,3235459,S,0,S,0,S,3235459,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3471,South Dakota State University,SD,1,1,1,0,1,1,2,,1,29564,0,0,,1,1,1,1,0,1,0,0,0,124704,23304,0,1894,33454,0,43596,30456,859,0,0,0,0,1,S,0,0,0,0,0,980229,0,0,373000,0,0,0,1,S,0,1,0,0,0,0,1353229,2785668,1353229,2785668,0,0,0,0,825000,0,0,2000000,0,0,0,0,1,S,0,1000000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,1228000,0,0,0,0,0,0,0,498900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,1,S,S
3474,The University of South Dakota,SD,1,1,1,0,1,1,2,,1,15523,0,0,,1,1,1,1,1,1,0,1,0,0,45640,1003,3589,0,621,704,11106,5378,3991,0,0,11615,0,36810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,5200000,S,9725000,S,10075000,S,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,East Tennessee State University,TN,1,1,1,0,1,0,3,,1,7788,0,0,,1,1,1,1,0,1,0,1,1,0,7200,2500,2600,876,1600,71400,2380,4200,4800,0,1200,0,0,71400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,300000,0,0,0,0,0,0,1200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,Fisk University,TN,2,2,1,1,1,0,3,,1,5000,0,0,,1,1,1,0,0,1,0,0,0,0,3200,800,0,0,0,0,4800,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3506,Meharry Medical College,TN,1,2,1,1,1,0,3,,1,27507,0,0,,1,1,1,1,0,1,0,1,1,0,111704,0,0,0,0,9821,0,0,0,0,2000,0,0,111704,0,0,8000000,0,0,0,0,4000000,0,0,0,0,0,12000000,1,0,12000000,S,0,S,0,S,12000000,S,0,0,4000000,0,0,0,0,0,0,0,0,0,0,4000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39700000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,The University of Memphis,TN,1,1,1,0,1,0,3,,1,44120,0,0,,1,1,1,1,0,1,0,0,1,0,63206,58929,23653,24662,1019,5232,30616,29396,31393,1759,22002,0,1,S,0,0,2139000,0,0,0,0,0,1086960,621120,0,0,1,S,0,1,0,0,0,0,3847080,13800000,3847080,13800000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3510,Middle Tennessee State University,TN,1,1,1,0,1,0,3,,1,2421,0,0,,1,1,1,0,0,1,0,0,0,441,1869,110,259,1398,0,0,4245,385,0,2660,0,0,1,S,0,0,11623000,362000,0,0,0,0,0,0,0,0,1,S,1,0,0,S,11985000,S,0,S,11985000,S,0,0,942630,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3522,Tennessee State University,TN,1,1,1,1,1,0,3,,1,15255,0,0,,1,1,1,0,0,1,0,0,0,51350,8480,1300,0,17000,515,0,10436,0,2566,11743,0,0,1,S,0,0,483000,0,0,0,0,0,0,0,0,0,1,S,0,1,483000,0,0,0,0,3750000,483000,3750000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3523,Tennessee Technological University,TN,1,1,1,0,1,0,3,,1,8779,0,0,,1,1,1,1,0,1,0,0,0,0,7919,1015,5469,53533,0,0,800,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3529,University of Tennessee at Chattanooga,TN,1,1,1,0,1,0,3,,2,6629,0,0,,1,1,1,1,0,1,0,0,0,0,7818,1800,1253,35598,1236,600,4962,775,2014,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,6000000,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3531,University of Tennessee at Martin,TN,3,1,1,0,1,0,3,,1,2021,0,0,,1,1,1,1,1,1,0,0,0,0,14250,0,1480,3900,1200,0,2070,0,0,0,0,450,1,S,0,0,0,0,0,0,0,0,900000,0,0,0,1,S,1,0,0,S,900000,S,0,S,900000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3535,Vanderbilt University,TN,1,2,1,0,1,0,3,,9,318335,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,Baylor University,TX,1,2,1,0,0,0,3,,1,5242,0,0,,1,1,1,1,0,1,0,0,0,0,31640,1445,17050,3700,5000,0,36245,12410,5000,14400,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3581,Lamar University,TX,1,1,1,0,0,0,3,,1,3365,0,0,,1,1,2,1,2,1,0,0,0,0,2677,0,0,6392,0,0,4469,235,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3594,University of North Texas,TX,1,1,1,0,0,0,3,,1,11958,0,0,,1,1,1,1,0,1,1,0,0,0,M,M,0,M,M,0,M,M,M,0,0,0,1,S,0,0,0,0,0,8588737,0,0,0,0,0,0,1,S,0,1,0,M,0,M,8588737,M,8588737,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S
3599,University of Texas - Pan American,TX,2,1,1,0,0,0,3,,1,3747,0,0,,1,1,1,1,0,1,0,0,0,0,26420,1613,695,7954,456,6190,1632,600,600,1549,0,0,1,S,0,0,275000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,S,0,S,275000,S,275000,S,0,0,300000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3604,Rice University,TX,1,2,1,0,0,0,3,,1,60872,0,0,,1,1,0,1,0,1,0,0,0,0,44198,8266,9623,77818,6947,0,70261,3079,1712,0,0,0,1,S,0,0,6833600,0,1850000,730000,0,0,430000,0,0,0,1,S,1,0,0,S,0,S,9843600,S,9843600,S,0,0,11441333,0,0,681818,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3606,Sam Houston State University,TX,1,1,1,0,0,0,3,,1,3487,0,0,,1,1,1,1,0,1,0,0,0,1419,9987,547,1860,0,0,0,11648,1755,0,0,0,0,1,S,0,0,1125000,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,1125000,3937500,1125000,3937500,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3613,Southern Methodist University,TX,1,2,1,0,0,0,3,,1,10432,0,0,,1,1,0,1,1,1,0,0,0,0,24770,0,21468,26591,3663,0,21802,9194,15094,0,0,7923,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,0,0,0,1640000,0,0,6000000,0,0,0,1,S,0,0,0,0,0,0,0,0,0,5500000,11524,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3615,Texas State University-San Marcos,TX,1,1,1,0,0,0,3,,1,9130,0,0,,1,1,1,2,0,1,0,0,2,1266,17207,0,9144,0,946,0,26074,164,8631,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3624,Stephen F. Austin State University,TX,1,1,1,0,0,0,3,,1,3663,0,0,,1,1,1,1,0,1,0,0,0,126345,9900,638,7720,0,240,1320,2584,6249,2192,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,500000,0,0,50000,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,1750000,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,1,S,S
3625,Sul Ross State University,TX,2,1,1,0,0,0,3,,1,1058,0,0,,1,1,1,0,0,1,0,0,0,305,5996,0,2109,0,0,0,0,0,716,0,0,0,1,S,0,1000000,700000,0,700000,0,0,0,0,0,0,0,1,S,1,0,0,S,0,S,2400000,S,2400000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3630,Prairie View A & M University,TX,1,1,1,1,0,0,3,,1,10989,0,0,,1,1,1,0,1,1,0,0,0,31946,3922,709,9569,13304,311,96,6255,0,0,0,0,96,1,S,0,1812401,252000,0,0,0,0,0,0,0,0,0,1,S,1,0,1812401,S,252000,S,0,S,2064401,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,1200000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3631,Tarleton State University,TX,2,1,1,0,0,0,3,,1,7194,0,0,,1,1,1,1,1,1,0,0,0,1500,3649,0,2273,2054,189,2718,10771,0,728,0,0,2436,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
