INST_ID,INST_NAME,STATE_INST,HDG_ID,TOC_ID,PROG_TYPE,HBCU_FLAG,EPSCOR_FLAG,IDEA_FLAG,REGION,BIO_KIND,S_STATUS_ID,L1400_tot,Total_number,Total_Amount,occ,P1Q1A,P1Q1B,P1Q1C,P1Q1D,P1Q1E,P1Q1F,P1Q1G,P1Q1H,P1Q1J,P1Q2AGS,P1Q2BIO,P1Q2COS,P1Q2ENS,P1Q2ENG,P1Q2MAT,P1Q2MED,P1Q2PHS,P1Q2PSY,P1Q2SOS,P1Q2OS,P1Q4,P1Q5,P1Q6BX,P1Q6,P1Q10BX,P1Q10AGS,P1Q10BIO,P1Q10COS,P1Q10ENS,P1Q10ENG,P1Q10MAT,P1Q10MED,P1Q10PHS,P1Q10PSY,P1Q10SOS,P1Q10OS,P1Q12BX,P1Q12,P1Q13BX,P1Q13,P1Q14FED1,P1Q14FED2,P1Q14STA1,P1Q14STA2,P1Q14OS1,P1Q14OS2,P1Q14T1,P1Q14T2,P1Q15BX,P1Q15AGS,P1Q15BIO,P1Q15COS,P1Q15ENS,P1Q15ENG,P1Q15MAT,P1Q15MED,P1Q15PHS,P1Q15PSY,P1Q15SOS,P1Q15OS,P1Q17BX,P1Q17,P1Q18BX,P1Q18AGS1,P1Q18AGS2,P1Q18BIO1,P1Q18BIO2,P1Q18COS1,P1Q18COS2,P1Q18ENS1,P1Q18ENS2,P1Q18ENG1,P1Q18ENG2,P1Q18MAT1,P1Q18MAT2,P1Q18MED1,P1Q18MED2,P1Q18PHS1,P1Q18PHS2,P1Q18PSY1,P1Q18PSY2,P1Q18SOS1,P1Q18SOS2,P1Q18OS1,P1Q18OS2,P1Q20BX,P1Q20_1,P1Q20_2,P1Q21BX,P1Q21AGS1,P1Q21AGS2,P1Q21BIO1,P1Q21BIO2,P1Q21COS1,P1Q21COS2,P1Q21ENS1,P1Q21ENS2,P1Q21ENG1,P1Q21ENG2,P1Q21MAT1,P1Q21MAT2,P1Q21MED1,P1Q21MED2,P1Q21PHS1,P1Q21PHS2,P1Q21PSY1,P1Q21PSY2,P1Q21SOS1,P1Q21SOS2,P1Q21OS1,P1Q21OS2,P1Q23BX,P1Q23_1,P1Q23_2,P1Q24BX,P1Q24AGS1,P1Q24AGS2,P1Q24BIO1,P1Q24BIO2,P1Q24COS1,P1Q24COS2,P1Q24ENS1,P1Q24ENS2,P1Q24ENG1,P1Q24ENG2,P1Q24MAT1,P1Q24MAT2,P1Q24MED1,P1Q24MED2,P1Q24PHS1,P1Q24PHS2,P1Q24PSY1,P1Q24PSY2,P1Q24SOS1,P1Q24SOS2,P1Q24OS1,P1Q24OS2,P1Q26BX,P1Q26_1,P1Q26_2
166,C R Drew University of Medicine & Science,CA,1,2,1,0,0,0,4,,1,51994,0,0,,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,40091,0,0,22960,0,4000,11522,0,51529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,45000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Alabama A & M University,AL,1,1,1,1,1,0,3,,1,17429,0,0,,1,1,1,0,0,1,0,0,0,114816,7064,9383,0,20043,3170,0,10000,0,400,11657,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,1600000,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1005,Alabama State University,AL,2,1,1,1,1,0,3,,1,1688,0,0,,1,1,1,1,0,1,0,0,0,0,10608,2705,0,0,2175,0,8009,1664,1664,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1050,Tuskegee University,AL,1,2,1,1,1,0,3,,1,11519,0,0,,1,1,1,1,0,1,1,0,0,95835,28357,13250,0,153051,0,18780,0,0,0,81000,0,0,1,S,0,0,0,441878,0,0,0,0,0,0,0,3967354,1,S,1,0,2807153,S,1500000,S,102079,S,4409232,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,111000,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1051,The University of Alabama,AL,1,1,1,0,1,0,3,,1,33835,0,0,,1,1,1,1,2,1,1,0,1,0,33096,2743,6725,87373,0,0,62422,2992,15705,0,740,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1052,University of Alabama at Birmingham,AL,1,1,1,0,1,0,3,,1,310950,0,0,,1,1,1,1,1,1,1,1,1,0,306365,767,0,30784,477,466744,13888,22029,467,560,M,74989,0,401483,0,0,7021955,0,0,588791,0,28518508,322496,662345,0,0,0,25518508,0,3,0,0,0,0,37114095,19200000,37114095,19200000,0,0,920834,0,0,0,0,1476517,0,0,0,0,0,1476517,0,0,0,23075000,52012,0,0,0,0,0,0,0,0,59101000,70675,0,0,0,0,1700000,5000,0,0,0,46101000,59465,0,0,0,457391,0,2279,0,0,0,19786,0,1177,0,974914,0,17346,0,189284,0,1802,0,1253,0,0,974914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,University of Alabama in Huntsville,AL,1,1,1,0,1,0,3,,1,49259,0,0,,1,1,1,1,1,1,1,0,0,0,17517,20417,12034,114744,1820,0,61135,1199,0,0,0,52875,1,S,0,0,0,0,0,253733,0,0,0,0,0,0,1,S,0,1,0,15296000,0,0,253733,0,253733,15296000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1057,University of South Alabama,AL,1,1,1,0,1,0,3,,1,20096,0,0,,1,1,2,1,0,1,0,1,0,0,4515,603,3568,7387,272,90933,2752,1892,3860,0,0,0,0,88445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,11125,0,0,0,0,0,0,0,0,0,8000000,8225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,"Arizona State University, All Campuses",AZ,1,1,1,0,0,0,4,,1,152164,0,0,,1,1,1,1,1,1,1,0,0,1274,133082,11859,40958,156189,3732,0,117956,24798,18269,12738,0,26195,1,S,0,0,2171000,0,889000,3086000,0,0,3620000,605000,0,0,1,S,0,5,0,0,0,0,10371000,183255822,10371000,183255822,0,0,645000,0,1200000,5600000,0,0,4709000,500000,0,0,1,S,0,0,0,5000000,8000,0,0,0,0,104900000,136200,0,0,0,0,92500000,114000,0,0,0,0,5500000,17500,1,S,S,0,284000,0,6176000,0,89000,0,1445000,0,10289000,0,692000,0,0,0,6112000,0,1451000,0,13123000,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1082,Northern Arizona University,AZ,1,1,1,0,0,0,4,,1,19967,0,0,,1,1,1,1,0,1,1,0,0,9956,56287,0,9595,4164,158,185,21407,0,3518,0,0,0,1,S,0,0,0,0,0,16500000,0,0,0,0,0,0,1,S,0,2,0,0,0,0,16500000,50055806,16500000,50055806,0,0,0,0,0,0,0,20000000,0,0,0,0,1,S,0,0,0,500000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,247000,0,0,0,0,0,0,0,0,0,4000000,0,708000,0,8700000,0,0,0,3200000,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1083,University of Arizona,AZ,1,1,1,0,0,0,4,,1,478680,0,0,,1,1,1,1,1,1,1,1,1,385736,234351,15593,70485,128755,5413,254628,383175,24404,20280,75409,M,104823,0,265709,0,250245,0,0,0,0,0,256369,2679101,0,2500000,0,0,0,0,5,350000,6301098,665000,150000,4670715,134828152,5685715,141279250,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1980000,48320,0,0,0,0,0,0,40000000,60000,0,0,17200000,27260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,University of Arkansas at Pine Bluff,AR,3,1,1,1,1,1,3,,1,6246,0,0,,1,1,1,0,0,1,0,0,0,11900,48300,2680,0,0,3900,0,12740,1524,5828,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1090,Arkansas State University,AR,1,1,1,0,1,1,3,,1,4572,0,0,,1,1,1,1,0,1,0,0,0,41181,43000,1500,2000,13120,2800,2500,21623,5200,2450,71431,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,1795000,0,2044800,0,68000,0,0,0,600000,0,68000,0,0,0,675000,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,1,S,S
1092,University of Central Arkansas,AR,1,1,1,0,1,1,3,,1,3559,0,0,,1,1,1,1,0,1,0,0,0,0,17615,3257,523,0,1922,3861,38025,3205,1851,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1101,University of Arkansas at Little Rock,AR,1,1,1,0,1,1,3,,1,4127,0,0,,1,1,1,1,0,1,1,0,0,0,14241,6944,2000,48870,0,0,11200,4984,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1108,University of Arkansas Main Campus,AR,1,1,1,0,1,1,3,,1,88918,0,0,,1,1,1,1,0,1,1,0,0,394481,125857,5282,29277,213540,11358,141872,103202,17073,67139,0,0,0,1,S,0,0,0,0,0,0,0,0,18000000,0,0,0,1,S,1,0,2000000,S,0,S,16000000,S,18000000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000000,60000,1,S,S,0,0,3000000,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,13500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1109,University of Arkansas for Medical Sciences,AR,1,1,1,0,1,1,3,,1,74063,0,0,,1,1,0,1,1,1,0,1,1,0,107188,0,0,0,0,96653,0,0,0,0,20383,9000,0,203841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,California Institute of Technology,CA,1,2,1,0,0,0,4,,1,261098,0,0,,1,1,1,1,0,1,1,0,0,0,160458,20130,57980,163404,3082,0,329612,0,4279,0,0,0,1,S,0,0,1400000,0,0,306325,0,0,2000000,0,0,0,1,S,1,0,0,S,0,S,3706325,S,3706325,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,30000000,65000,0,0,12000000,14300,0,0,0,0,85000000,180000,0,0,0,0,0,0,1,S,S,0,0,0,0,100800000,0,0,0,2640000,0,730000,0,0,0,0,0,9200000,0,0,0,800000,0,20000,1,S,S,0,0,0,0,1008288,0,0,0,2640000,0,729930,0,0,0,0,0,362000000,0,0,0,797000,0,20000,1,S,S
1137,California State University-Fullerton,CA,2,1,1,0,0,0,4,,1,4432,0,0,,1,1,1,1,0,1,0,0,0,0,16231,0,4906,0,200,0,13676,1721,8740,2440,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,350000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,1,S,S
1138,California State University-Hayward,CA,2,1,1,0,0,0,4,,1,2160,0,0,,1,1,1,1,0,1,0,0,0,0,6819,1207,1076,1188,0,0,5344,1297,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1139,California State University-Long Beach,CA,1,1,1,0,0,0,4,,2,9877,0,0,,1,1,1,1,0,1,0,0,0,0,26191,419,0,27950,0,1866,30930,6283,1113,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,2170000,5100,0,0,0,0,0,0,0,0,0,0,650000,1300,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1140,California State University-Los Angeles,CA,2,1,1,0,0,0,4,,1,8728,0,0,,1,1,1,1,0,1,1,0,0,0,26239,1125,1278,2720,823,0,37504,4226,1615,0,0,0,1,S,0,0,256000,0,0,0,0,0,0,0,0,0,1,S,0,1,128000,0,128000,11873590,0,0,256000,11873590,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,2208000,4800,0,0,0,0,0,0,0,0,0,0,6743600,14660,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256000,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,2400,0,0,0,0,0,0,1,S,S
1141,California State University-Dominguez Hills,CA,2,1,1,0,0,0,4,,1,5320,0,0,,1,1,1,2,0,1,0,0,0,0,4157,0,0,0,0,0,3181,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1142,California State University-San Bernardino,CA,2,1,1,0,0,0,4,,1,8755,0,0,,1,1,1,1,0,0,0,0,0,0,2379,8000,392,0,409,860,14958,11693,1395,0,0,0,1,S,0,0,0,0,400000,0,0,0,0,0,0,0,1,S,1,0,0,S,400000,S,0,S,400000,S,0,0,7500000,0,2000000,0,0,0,4000000,0,0,6250000,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1143,California Polytechnic State University-San Luis Obispo,CA,2,1,1,0,0,0,4,,9,9417,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,California State Polytechnic University-Pomona,CA,2,1,1,0,0,0,4,,1,4059,0,0,,1,1,1,0,0,1,0,0,0,6016,36052,0,0,21064,117,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,M,M,M,M,M,M,M,M,M,M,M,M,1,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1146,California State University-Chico,CA,2,1,1,0,0,0,4,,1,4500,0,0,,1,1,1,1,0,1,0,0,0,152401,13340,609,967,2695,0,0,3837,2121,4975,0,0,0,1,S,0,0,0,0,0,390000,0,0,0,0,0,0,1,S,1,0,0,S,390000,S,0,S,390000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1147,California State University-Fresno,CA,2,1,1,0,0,0,4,,2,15211,0,0,,1,1,1,1,1,1,0,0,0,M,10414,0,1916,4705,0,0,9280,9149,300,0,0,300,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1149,Humboldt State University,CA,2,1,1,0,0,0,4,,1,8391,0,0,,1,1,1,0,1,1,0,0,0,27381,22082,202,4866,2008,805,363,768,2239,1907,0,0,2700,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1151,San Diego State University,CA,1,1,1,0,0,0,4,,1,66710,0,0,,1,1,1,1,1,1,0,0,0,0,65457,10925,17991,23368,20545,133354,5210,104941,22430,0,0,132410,1,S,0,0,400000,0,0,0,0,0,0,0,0,0,1,S,0,2,0,0,400000,0,0,13450000,400000,13450000,0,0,340000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1153,California State University-Northridge,CA,2,1,1,0,0,0,4,,1,10305,0,0,,1,1,1,1,0,1,0,0,2,0,12802,0,1043,7000,0,0,3627,7600,385,6897,0,0,1,S,0,0,0,0,0,1300000,0,0,0,0,0,0,1,S,1,0,0,S,0,S,1300000,S,1300000,S,0,0,0,0,0,0,0,0,300000,0,0,0,1,S,0,0,0,46000000,53148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1154,San Francisco State University,CA,1,1,1,0,0,0,4,,9,42903,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,San Jose State University,CA,2,1,1,0,0,0,4,,1,29268,0,0,,1,1,1,1,0,1,2,0,0,0,9922,3250,50000,49660,3250,0,26000,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1169,Claremont Graduate University,CA,1,2,1,0,0,0,4,,1,2295,0,0,,1,2,1,0,0,1,0,0,0,0,0,728,0,0,287,0,0,2798,1154,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1171,Harvey Mudd College,CA,2,2,1,0,0,0,4,,1,2180,0,0,,1,1,1,1,0,1,0,0,0,0,10595,9157,0,22696,5096,0,24427,648,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,0,0,0,550000,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1173,Pomona College,CA,3,2,1,0,0,0,4,,1,1996,0,0,,1,1,1,0,0,1,0,0,0,0,70300,18750,25300,0,22000,0,71300,13333,47200,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,2,S,0,S,0,S,42592000,S,42592000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1218,Loma Linda University,CA,1,2,1,0,0,0,4,,1,29651,0,0,,1,1,1,1,2,1,1,1,1,0,71544,0,0,0,0,94030,0,4088,4088,30662,6466,0,0,94030,0,0,880000,0,0,0,0,0,0,0,0,375000,0,880000,1,0,0,S,0,S,1255000,S,1255000,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Occidental College,CA,2,2,1,0,0,0,4,,2,2781,0,0,,1,1,1,1,0,1,0,0,0,0,31044,800,5731,0,9552,0,34667,4708,19819,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,0,600000,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,1275000,0,1650000,0,2150000,0,0,0,0,0,0,0,3450000,0,280000,0,1495000,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
