YEAR,INST_ID,INST_NAME,submission_flag,fice,inst_type,biomed_type_code,inst_state,hdg_code,toc_code,HBCU_FLAG,AAMC_FLAG,AACOM_flag,med_school_flag,epscor_flag,idea_flag,region,exp_tot_2008,biomed_tot,P1Q1A,P1Q1B,P1Q1C,P1Q1D,P1Q1E,P1Q1F,P1Q1G,P1Q1H,P1Q1J,P1Q2AGRX,P1Q2AGR,P1Q2BIOX,P1Q2BIO,P1Q2COSX,P1Q2COS,P1Q2ENGX,P1Q2ENG,P1Q2HLTHX,P1Q2HLTH,P1Q2MATHX,P1Q2MATH,P1Q2PHY1X,P1Q2PHY1,P1Q2PHY2X,P1Q2PHY2,P1Q2PSYX,P1Q2PSY,P1Q2SOCX,P1Q2SOC,P1Q2OTHX,P1Q2OTH,P1Q4,P1Q5Box,P1Q5,P1Q9Box,P1Q9AGR,P1Q9BIO,P1Q9COS,P1Q9ENG,P1Q9HLTH,P1Q9MATH,P1Q9PHY1,P1Q9PHY2,P1Q9PSY,P1Q9SOC,P1Q9OTH,P1Q11Box,P1Q11,P1Q12Box,P1Q12,P1Q13A1,P1Q13B1,P1Q13C1,P1Q13TOT1,P1Q13A2,P1Q13B2,P1Q13C2,P1Q13TOT2,P1Q14Box,P1Q14AGR,P1Q14BIO,P1Q14COS,P1Q14ENG,P1Q14HLTH,P1Q14MATH,P1Q14PHY1,P1Q14PHY2,P1Q14PSY,P1Q14SOC,P1Q14OTH,P1Q16Box,P1Q16,P1Q17Box,P1Q17AGR_1,P1Q17BIO_1,P1Q17COS_1,P1Q17ENG_1,P1Q17HLTH_1,P1Q17MATH_1,P1Q17PHY1_1,P1Q17PHY2_1,P1Q17PSY_1,P1Q17SOC_1,P1Q17OTH_1,P1Q17AGR_2,P1Q17BIO_2,P1Q17COS_2,P1Q17ENG_2,P1Q17HLTH_2,P1Q17MATH_2,P1Q17PHY1_2,P1Q17PHY2_2,P1Q17PSY_2,P1Q17SOC_2,P1Q17OTH_2,P1Q19Box,P1Q19A,P1Q19B,P1Q20Box,P1q20AGR_1,P1q20BIO_1,P1q20COS_1,P1q20ENG_1,P1q20HLTH_1,P1q20MATH_1,P1q20PHY1_1,P1q20PHY2_1,P1q20PSY_1,P1q20SOC_1,P1q20OTH_1,P1q20AGR_2,P1q20BIO_2,P1q20COS_2,P1q20ENG_2,P1q20HLTH_2,P1q20MATH_2,P1q20PHY1_2,P1q20PHY2_2,P1q20PSY_2,P1q20SOC_2,P1q20OTH_2,P1Q22Box,P1Q22A,P1Q22B,P1Q23Box,P1Q23AGR_1,P1Q23BIO_1,P1Q23COS_1,P1Q23ENG_1,P1Q23HLTH_1,P1Q23MATH_1,P1Q23PHY1_1,P1Q23PHY2_1,P1Q23PSY_1,P1Q23SOC_1,P1Q23OTH_1,P1Q23AGR_2,P1Q23BIO_2,P1Q23COS_2,P1Q23ENG_2,P1Q23HLTH_2,P1Q23MATH_2,P1Q23PHY1_2,P1Q23PHY2_2,P1Q23PSY_2,P1Q23SOC_2,P1Q23OTH_2,P1Q25Box,P1Q25A,P1Q25B
2009,1115,Rose-Hulman Institute of Technology,Y,001830,1,.,IN,2,2,0,0,0,0,0,0,1,3478,.,1,1,1,1,0,2,0,0,0,0,0,1,2138,1,64,1,8539,0,0,0,0,0,0,1,1344,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1116,University of Notre Dame,Y,001840,1,.,IN,1,2,0,0,0,0,0,0,1,97171,.,1,1,0,1,1,1,1,0,0,0,0,1,99138,1,2637,1,118263,0,0,1,8534,0,0,1,37549,1,9541,1,3581,0,0,0,0,S,1,0,688800,0,473400,0,0,0,3520542,0,0,0,0,S,1,1,2464379,0,2218363,4682742,0,10000000,10000000,20000000,1,0,462000,0,0,0,0,0,720000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1119,Iowa State University,Y,001869,1,.,IA,1,1,0,0,0,0,1,0,1,224368,.,1,1,1,1,1,1,2,0,0,1,1056263,1,224885,1,5013,1,195622,1,13279,1,3310,1,6668,1,67795,1,1541,1,20357,0,0,0,0,S,1,0,1105000,0,0,0,0,0,0,0,0,0,0,S,1,3,0,0,1105000,1105000,1115000,62363100,17453000,80931100,1,413000,325000,0,0,0,0,0,0,0,0,0,0,S,1,10796000,2600000,0,9196000,0,0,0,0,0,0,0,17371,1100,0,11770,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,12730500,10110600,0,8782200,590400,0,295200,3025800,0,922500,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1120,University of Northern Iowa,Y,001890,1,.,IA,2,1,0,0,0,0,1,0,1,2960,.,1,1,1,1,1,1,0,0,0,0,0,1,90163,1,137885,0,0,0,0,0,0,1,823,1,14835,1,1555,1,5006,1,1353,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,28000000,0,15100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,39500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1121,University of Iowa,Y,001892,1,.,IA,1,1,0,1,0,1,1,0,1,293564,.,1,1,0,1,1,1,1,1,1,0,0,1,184782,1,766,1,104921,1,228184,1,1063,1,6237,1,68397,1,18056,1,3489,1,805,16663,1,279128,1,0,7778085,0,871588,316603,0,0,10122814,4232882,512300,0,1,6959432,1,3,270000,3263455,20300817,23834272,3307291,37345492,30291328,70944111,1,0,6693634,0,0,1848505,0,0,572239,0,0,0,1,8542139,1,0,123841843,0,0,0,0,0,0,0,0,0,0,151095,0,0,0,0,0,0,0,0,0,1,81636543,99609,1,0,0,0,7701417,0,0,0,11902190,6563921,3042220,0,0,0,0,0,1160000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,1122,Pittsburg State University,Y,001926,1,.,KS,2,1,0,0,0,0,1,1,1,2065,.,1,1,1,1,0,1,0,0,0,1,1079,1,23297,0,0,1,2882,0,0,0,0,0,0,1,4922,1,5481,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,1000000,0,0,0,0,0,920000,975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1123,Kansas State University,Y,001928,1,.,KS,1,1,0,0,0,0,1,1,1,137543,.,1,1,1,1,1,1,1,0,0,1,253251,1,254025,1,19704,1,226871,1,90848,1,17556,1,13583,1,171833,1,21760,1,34946,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,2,S,S,S,S,0,0,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,4587350,0,0,0,0,0,0,0,0,0,0,49726,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,20000000,0,20000000,0,0,0,0,0,0,0,0,0,S,S
2009,1124,Wichita State University,Y,001950,1,.,KS,1,1,0,0,0,0,1,1,1,47853,.,1,1,1,2,1,1,1,0,0,0,0,1,13821,0,0,1,151133,1,7516,0,0,1,7998,1,27458,1,6090,1,6256,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1126,Kentucky State University,Y,001968,1,.,KY,3,1,1,0,0,0,1,1,3,4671,.,1,1,1,1,0,1,0,0,0,1,36281,1,12599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,2600000,0,0,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1127,Murray State University,Y,001977,1,.,KY,2,1,0,0,0,0,1,1,3,2335,.,1,1,1,1,0,1,0,0,0,1,44255,1,26082,1,2500,1,6037,1,12967,1,13039,1,500,1,9679,1,3192,1,1186,1,5596,0,0,S,1,0,612300,0,0,275042,0,0,0,0,0,0,0,S,0,0,0,612300,275042,887342,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,4500000,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,30035145,0,5625000,0,0,0,1875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1128,University of Louisville,Y,001999,1,.,KY,1,1,0,1,0,1,1,1,3,148936,.,1,1,0,1,1,1,1,1,1,0,0,1,110444,0,0,1,56023,1,209746,0,0,1,2131,1,57856,1,23335,1,3292,0,0,4195,1,276959,1,0,5990000,0,2710000,0,0,0,0,0,0,0,1,5990000,0,0,5990000,0,2710000,8700000,S,S,S,S,1,0,5652000,0,0,0,0,0,0,0,0,0,1,5652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,94630000,0,2720000,7490000,0,17000000,17000000,0,1090000,0,0,0,0,0,0,0,0,0,0,0,0,1,102120000,0,1,0,284672000,0,50700000,2790000,0,15900000,15900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287462000,0
2009,1129,Western Kentucky University,Y,002002,1,.,KY,2,1,0,0,0,0,1,1,3,8425,.,1,1,1,1,0,1,0,0,0,1,4867,1,15166,1,7231,1,22779,0,0,1,5021,1,9999,1,36421,1,1668,0,0,0,0,0,0,S,1,0,0,0,2773251,0,0,0,0,0,0,0,0,S,1,1,0,2773251,0,2773251,0,5949867,0,5949867,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1132,Louisiana Tech University,Y,002008,1,.,LA,1,1,0,0,0,0,1,1,3,19406,.,1,1,1,1,0,1,0,0,1,1,12620,1,15370,1,6417,1,106159,1,5072,1,4570,0,0,1,18580,1,120,1,4674,0,0,3111,0,S,1,0,0,0,3000000,0,0,0,0,0,0,0,0,S,1,1,0,3000000,0,3000000,0,4000000,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1133,Louisiana State University and A&M College,Y,002010,1,.,LA,1,1,0,0,0,0,1,1,3,272878,.,1,1,1,1,0,1,1,0,2,1,224674,1,144623,1,7408,1,229710,1,76713,1,2990,1,123600,1,104397,1,10813,1,12822,1,12185,0,0,S,1,11035000,2551885,1880000,7220434,0,380000,350000,0,0,0,0,0,S,1,1,0,23417319,0,23417319,0,11600000,0,11600000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,4538000,39402000,17366000,7221000,0,0,11750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,28760000,0,77217000,38000000,0,42001000,43874000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1134,Louisiana State University Health Sciences Center - New Orleans,Y,002014,1,.,LA,1,1,0,1,0,1,1,1,3,59473,.,1,1,1,1,0,1,0,1,0,0,0,1,88339,0,0,0,0,1,104018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175953,1,0,4236537,0,0,1801739,0,0,0,0,0,0,1,5220856,0,0,1782309,1431321,2824646,6038276,S,S,S,S,1,0,1565169,0,0,4331420,0,0,0,0,0,0,1,5623569,1,0,12643200,0,0,18164400,0,0,0,0,0,0,0,21072,0,0,30274,0,0,0,0,0,0,1,25286400,42144,1,0,0,0,0,394364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,59488000,0,0,59488000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118976000,0
2009,1135,University of New Orleans,Y,002015,1,.,LA,1,1,0,0,0,0,1,1,3,24783,.,1,1,1,1,1,1,1,0,0,0,0,1,11618,1,3041,1,28615,0,0,1,508,1,8110,1,42795,1,4618,1,4236,1,22,0,0,S,1,0,0,0,1439562,0,0,0,0,0,0,886586,0,S,0,0,2326148,0,0,2326148,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1136,University of Louisiana at Monroe,Y,002020,1,.,LA,1,1,0,0,0,0,1,1,3,16997,.,1,1,1,1,0,1,0,0,0,1,5569,1,17746,1,307,0,0,1,47996,1,319,1,1294,1,5971,1,1208,1,1516,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,0,2724378,0,2724378,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1137,Southern University and A&M College at Baton Rouge,Y,002025,1,.,LA,1,1,1,0,0,0,1,1,3,6701,.,1,1,1,1,0,1,0,0,1,1,18000,1,20000,1,22794,1,65000,1,2476,1,6100,0,0,1,26000,1,2082,1,15322,0,0,2260,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,1,0,25000000,0,0,0,0,0,2200000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1138,Tulane University,Y,002029,1,.,LA,1,2,0,1,0,1,1,1,3,153242,.,1,1,0,1,0,1,2,1,1,0,0,1,245215,0,0,1,36739,1,111948,1,1629,1,5009,1,28657,1,11743,1,1210,1,12222,2769,1,140946,1,0,9782896,0,0,2207637,0,0,408271,0,0,0,1,782896,1,3,4530303,0,7868501,12398804,15697184,3500000,6700000,25897184,1,0,989296,0,0,0,0,0,375000,375000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4500000,0,2500000,0,1200000,2100000,5000000,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,1139,University of Louisiana at Lafayette,Y,002031,1,.,LA,1,1,0,0,0,0,1,1,3,58667,.,1,1,1,1,0,1,0,0,0,1,9600,1,464988,1,23121,1,17219,1,2026,1,5558,1,1149,1,7509,1,5800,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,600000,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1140,Xavier University of Louisiana,Y,002032,1,.,LA,3,2,1,0,0,0,1,1,3,5253,.,1,1,1,1,1,1,1,0,0,0,0,1,8384,1,1436,0,0,1,29904,1,500,0,0,1,9259,1,500,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,3000000,0,1000000,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,6000000,0,0,750000,0,0,600000,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0,S,S
2009,1144,University of Maine,Y,002053,1,.,ME,1,1,0,0,0,0,1,1,2,95042,.,1,1,1,1,1,1,1,0,0,1,276617,1,97259,1,8686,1,178914,0,0,1,346,1,25002,1,34367,1,20914,1,1285,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,2,S,S,S,S,0,6868726,0,6868726,1,0,500364,500365,4300729,0,0,0,0,0,0,0,0,S,1,0,0,0,2583000,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1146,The Johns Hopkins University,Y,002077,1,.,MD,1,2,0,1,0,1,0,0,3,1680927,.,1,1,1,1,1,1,1,1,1,0,0,1,541363,1,155944,1,1123407,1,204593,1,29735,1,19000,1,100000,1,23176,1,10500,1,799486,9806,1,648376,1,0,9623114,1882000,13111323,1200000,0,0,0,0,0,1900000,1,6955000,1,3,0,0,27716437,27716437,0,0,24320447,24320447,1,0,17686813,750000,7000000,3100000,0,0,378900,0,0,250000,1,15853000,1,0,0,0,17300000,0,0,0,0,0,0,0,0,0,0,19800,0,0,0,0,0,0,0,1,0,0,1,0,0,0,500000,14000000,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34000000,0,0,0,0,0,0,0,15000000,0,17000000,0,0,0,0,0,0,0,1,0,0
2009,1148,Morgan State University,Y,002083,1,.,MD,1,1,1,0,0,0,0,0,3,12336,.,1,1,1,1,1,1,0,0,0,1,2935,1,48582,1,3356,1,38820,1,5126,1,2977,1,1280,1,34355,1,6651,1,42675,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1150,University of Maryland College Park,Y,002103,1,.,MD,1,1,0,0,0,0,0,0,3,395037,.,1,1,1,1,1,1,1,0,0,1,153363,1,125740,1,30000,1,129976,1,13258,1,12611,1,38040,1,163460,1,15268,1,30369,0,0,0,0,S,1,289971,905000,0,1986030,3839121,0,1206823,567182,0,289971,0,0,S,0,0,0,2850000,6234098,9084098,S,S,S,S,1,0,1585185,0,4300000,0,0,0,1464543,1835453,0,0,0,S,1,0,3000000,0,0,0,0,0,129298500,0,0,0,0,9150,0,0,0,0,0,84882,0,0,0,0,S,S,1,3200000,7400000,0,0,0,0,0,29250000,4200000,1060000,0,16700000,31000000,0,0,0,0,0,23050000,31000000,0,0,0,S,S,1,0,0,0,0,0,0,0,114500000,0,0,0,0,0,0,46800000,0,0,0,0,0,0,0,0,S,S
2009,1151,University of Maryland Baltimore,Y,002104,1,.,MD,1,1,0,1,0,1,0,0,3,379407,.,1,1,0,1,1,1,1,1,1,0,0,1,176602,0,0,0,0,1,442251,0,0,0,0,0,0,0,0,1,5885,0,0,5000,1,501401,1,0,500000,0,0,625000,0,0,0,0,0,0,1,1125000,0,0,0,0,1125000,1125000,S,S,S,S,1,0,300000,0,0,357000,0,0,0,0,0,0,1,657000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,105000000,0,0,189000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,289800000,0,1,0,80700000,0,0,188300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132000000,0
2009,1152,University of Maryland Baltimore County,Y,002105,1,.,MD,1,1,0,0,0,0,0,0,3,66802,.,1,1,1,1,1,1,1,0,0,1,4673,1,40890,1,24167,1,52880,1,1230,1,3850,1,6552,1,70293,1,15806,1,21210,1,8490,0,0,S,1,0,0,0,312772,0,0,0,0,0,400629,0,0,S,0,0,0,0,713401,713401,S,S,S,S,1,0,0,0,0,0,0,0,0,300000,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,1400000,3400000,2300000,0,11800000,13500000,600000,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,19800000,0,0,0,0,21800000,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1154,Amherst College,Y,002115,1,.,MA,3,2,0,0,0,0,0,0,2,3364,.,1,1,0,0,0,1,0,0,0,0,0,1,13000,1,1900,0,0,0,0,1,1600,1,3300,1,15000,1,3300,1,6400,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1155,Boston College,Y,002128,1,.,MA,1,2,0,0,0,0,0,0,2,40796,.,1,1,0,0,0,0,1,0,0,0,0,1,38102,1,11,0,0,1,1108,1,172,1,7437,1,45960,1,6191,1,15999,0,0,0,0,S,1,0,3400000,0,0,0,0,0,16000000,1401340,0,0,0,S,0,0,0,0,20801340,20801340,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1156,Boston University,Y,002130,1,.,MA,1,2,0,1,0,1,0,0,2,255022,.,1,1,1,1,1,1,1,1,1,0,0,1,223583,1,7418,1,70208,1,212210,1,4894,1,18929,1,111672,1,13414,1,7261,0,0,19527,1,294828,1,0,0,532211,501534,7156789,0,0,25562455,297633,0,0,1,5655647,0,0,0,0,34050622,34050622,S,S,S,S,1,0,4850000,775000,0,1132000,0,0,3660000,0,0,0,1,1132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,1157,Brandeis University,Y,002133,1,.,MA,1,2,0,0,0,0,0,0,2,49797,.,1,1,0,1,0,0,1,0,0,0,0,1,114273,1,3969,0,0,0,0,1,1125,0,0,1,37127,1,13777,1,6100,1,1100,0,0,S,1,0,3500000,0,0,0,0,0,1200000,400000,0,0,0,S,0,0,0,0,5100000,5100000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,400000,0,0,0,0,0,2500000,0,0,0,0,16000000,250000,0,0,250000,0,900000,300000,250000,1000000,0,S,S,1,0,0,0,0,0,0,0,44380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2009,1158,Clark University,Y,002139,1,.,MA,1,2,0,0,0,0,0,0,2,5120,.,1,1,0,0,0,1,0,0,0,0,0,1,17000,0,0,0,0,0,0,1,2000,0,0,1,3000,1,9000,1,10000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
