YEAR,INST_ID,INST_NAME,submission_flag,fice,inst_type,inst_state,hdg_code,toc_code,HBCU_FLAG,AAMC_FLAG,AACOM_flag,med_school_flag,epscor_flag,idea_flag,region,exp_tot_2010,P1Q1A,P1Q1B,P1Q1C,P1Q1D,P1Q1E,P1Q1F,P1Q1G,P1Q1H,P1Q1J,P1Q2AGRX,P1Q2AGR,P1Q2BIOX,P1Q2BIO,P1Q2COSX,P1Q2COS,P1Q2ENGX,P1Q2ENG,P1Q2HLTHX,P1Q2HLTH,P1Q2MATHX,P1Q2MATH,P1Q2PHY1X,P1Q2PHY1,P1Q2PHY2X,P1Q2PHY2,P1Q2PSYX,P1Q2PSY,P1Q2SOCX,P1Q2SOC,P1Q2OTHX,P1Q2OTH,P1Q4,P1Q5Box,P1Q5,P1Q7Box,P1Q7AGR,P1Q7BIO,P1Q7COS,P1Q7ENG,P1Q7HLTH,P1Q7MATH,P1Q7PHY1,P1Q7PHY2,P1Q7PSY,P1Q7SOC,P1Q7OTH,P1Q8Box,P1Q8,P1Q9Box,P1Q9,P1Q10A1,P1Q10B1,P1Q10C1,P1Q10TOT1,P1Q10A2,P1Q10B2,P1Q10C2,P1Q10TOT2,P1Q11Box,P1Q11AGR,P1Q11BIO,P1Q11COS,P1Q11ENG,P1Q11HLTH,P1Q11MATH,P1Q11PHY1,P1Q11PHY2,P1Q11PSY,P1Q11SOC,P1Q11OTH,P1Q12Box,P1Q12,P1Q13Box,P1Q13AGR_1,P1Q13BIO_1,P1Q13COS_1,P1Q13ENG_1,P1Q13HLTH_1,P1Q13MATH_1,P1Q13PHY1_1,P1Q13PHY2_1,P1Q13PSY_1,P1Q13SOC_1,P1Q13OTH_1,P1Q13AGR_2,P1Q13BIO_2,P1Q13COS_2,P1Q13ENG_2,P1Q13HLTH_2,P1Q13MATH_2,P1Q13PHY1_2,P1Q13PHY2_2,P1Q13PSY_2,P1Q13SOC_2,P1Q13OTH_2,P1Q14Box,P1Q14A,P1Q14B,P1Q15Box,P1Q15AGR_1,P1Q15BIO_1,P1Q15COS_1,P1Q15ENG_1,P1Q15HLTH_1,P1Q15MATH_1,P1Q15PHY1_1,P1Q15PHY2_1,P1Q15PSY_1,P1Q15SOC_1,P1Q15OTH_1,P1Q15AGR_2,P1Q15BIO_2,P1Q15COS_2,P1Q15ENG_2,P1Q15HLTH_2,P1Q15MATH_2,P1Q15PHY1_2,P1Q15PHY2_2,P1Q15PSY_2,P1Q15SOC_2,P1Q15OTH_2,P1Q16Box,P1Q16A,P1Q16B,P1Q17Box,P1Q17AGR_1,P1Q17BIO_1,P1Q17COS_1,P1Q17ENG_1,P1Q17HLTH_1,P1Q17MATH_1,P1Q17PHY1_1,P1Q17PHY2_1,P1Q17PSY_1,P1Q17SOC_1,P1Q17OTH_1,P1Q17AGR_2,P1Q17BIO_2,P1Q17COS_2,P1Q17ENG_2,P1Q17HLTH_2,P1Q17MATH_2,P1Q17PHY1_2,P1Q17PHY2_2,P1Q17PSY_2,P1Q17SOC_2,P1Q17OTH_2,P1Q18Box,P1Q18A,P1Q18B
2011,1289,Duquesne University,Y,003258,1,PA,1,2,0,0,0,0,0,0,2,12078,1,1,1,1,0,1,0,0,0,0,0,1,75500,1,5000,0,0,1,128000,1,5000,0,0,1,96500,1,15000,1,50000,0,0,0,0,S,1,0,0,0,0,0,0,0,800000,0,0,0,0,S,0,0,320000,0,480000,800000,S,S,S,S,1,0,350000,0,0,300000,0,0,350000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1291,Haverford College,Y,003274,1,PA,3,2,0,0,0,0,0,0,2,3603,1,1,1,1,0,1,0,0,0,0,0,1,21000,1,3340,0,0,0,0,1,3013,0,0,1,17726,1,3753,1,2580,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1292,Thomas Jefferson University,Y,003278,1,PA,1,2,0,1,0,1,0,0,2,103064,1,1,1,1,1,1,1,1,1,0,0,1,281429,0,0,0,0,1,8213,0,0,0,0,0,0,0,0,0,0,0,0,19509,1,250138,1,0,17090000,0,0,0,0,0,0,0,0,0,1,17090000,0,0,6650000,5790000,4650000,17090000,S,S,S,S,1,0,0,0,0,18200000,0,0,0,0,0,0,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1293,Lafayette College,Y,003284,1,PA,3,2,0,0,0,0,0,0,2,1544,1,1,1,0,0,1,0,0,0,0,0,1,13103,1,3310,1,29206,0,0,1,3781,1,5549,1,3507,1,14647,1,16688,1,6801,0,0,S,1,0,0,0,302900,0,0,0,0,0,0,0,0,S,0,0,0,0,302900,302900,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1294,Lehigh University,Y,003289,1,PA,1,2,0,0,0,0,0,0,2,34897,1,1,1,1,0,1,1,0,0,0,0,1,27015,1,100,1,131021,0,0,0,0,1,14300,1,32046,1,7014,1,498,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,1,0,0,0,2500000,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1296,West Chester University of Pennsylvania,Y,003328,1,PA,2,1,0,0,0,0,0,0,2,1602,1,1,1,0,1,1,0,0,0,1,500,1,13500,1,1724,0,0,1,5313,1,11535,1,4336,1,13998,1,2592,1,4676,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,330500,303000,0,0,S,S
2011,1297,St. Joseph's University,Y,003367,1,PA,1,2,0,0,0,0,0,0,2,1957,1,1,1,0,1,1,0,0,0,1,450,1,5580,1,3100,0,0,1,300,1,150,0,0,1,1630,1,650,0,0,0,0,0,0,S,1,0,700000,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,700000,700000,S,S,S,S,1,0,1200000,0,0,0,0,0,500000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,1000000,250000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1298,Swarthmore College,Y,003370,1,PA,3,2,0,0,0,0,0,0,2,2381,1,1,1,0,0,1,0,0,0,0,0,1,11763,1,1399,1,4563,0,0,1,945,0,0,1,12537,1,3459,1,1451,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,1,0,750000,0,680000,0,0,0,0,550000,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,3400000,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1299,Temple University,Y,003371,1,PA,1,1,0,1,0,1,0,0,2,115543,1,1,1,1,1,1,2,1,2,1,823,1,262346,1,3728,1,19000,1,43874,1,549,1,7986,1,53237,1,36301,1,19106,1,10202,0,1,214774,M,M,M,M,M,M,M,M,M,M,M,M,1,M,1,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M
2011,1300,University of Pennsylvania,Y,003378,1,PA,1,2,0,1,0,1,0,0,2,793523,1,1,1,1,1,1,1,1,1,1,40659,1,582618,1,21098,1,101646,1,666554,1,4378,1,62880,1,30324,1,20655,1,42086,1,2356,135227,1,1072241,1,0,1300000,0,10162848,50146301,0,0,9804000,0,900000,0,1,15037500,1,2,0,60000,72253149,72313149,0,25000000,13800000,38800000,1,0,0,0,2700000,23110000,0,0,1700000,0,1000000,0,1,22050000,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,0,0,1,0,1750000,0,750000,750000,0,0,2650000,3750000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1301,Villanova University,Y,003388,1,PA,1,2,0,0,0,0,0,0,2,11003,1,1,1,2,0,0,0,0,0,1,250,1,2000,1,1200,1,8000,1,800,0,0,0,0,1,1200,1,1000,0,0,0,0,0,0,S,M,M,M,M,M,M,M,M,M,M,M,M,0,S,0,0,M,M,M,M,S,S,S,S,M,M,M,M,M,M,M,M,M,M,M,M,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,S,S
2011,1302,Brown University,Y,003401,1,RI,1,2,0,1,0,1,1,1,2,201116,1,1,1,1,1,1,1,1,1,0,0,1,172926,1,17653,1,77534,1,47413,1,12241,1,26592,1,59632,1,27928,1,12299,0,0,10000,1,220339,1,0,46300000,0,1704536,0,4990219,763457,925412,30027320,0,0,1,46300000,0,0,0,0,84710944,84710944,S,S,S,S,1,0,30000000,3858000,13708656,10650000,0,9901000,7304000,318380,0,0,1,40650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5000000,0,0,0,0,0,0,0,0,0,0,5000000,0,50000000,0,0,15000000,35000000,0,0,0,1,5000000,5000000,1,0,0,0,125000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1303,University of Rhode Island,Y,003414,1,RI,1,1,0,0,0,0,1,1,2,84523,1,1,1,1,0,1,0,0,0,1,113589,1,27724,1,1298,1,23917,1,25799,0,0,1,93303,1,9551,1,16186,1,5833,1,2478,0,0,S,1,2235904,0,0,0,0,0,0,0,0,0,0,0,S,1,1,0,2035904,200000,2235904,0,38929886,7579945,46509831,1,0,0,0,0,2845473,0,0,0,0,0,0,0,S,1,0,0,0,0,0,0,0,21630000,0,0,0,0,0,0,0,0,0,0,32486,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,33233677,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1304,Benedict College,Y,003420,1,SC,3,2,1,0,0,0,1,1,3,1533,1,1,0,1,0,1,0,0,0,0,0,1,3000,1,1000,1,3000,0,0,1,1000,0,0,1,1000,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1306,Clemson University,Y,003425,1,SC,1,1,0,0,0,0,1,1,3,144562,1,1,0,1,0,1,0,0,0,1,152311,1,84689,1,8475,1,229363,0,0,1,7101,1,72371,1,23441,1,7932,1,2520,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,0,47000000,0,47000000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1307,College of Charleston,Y,003428,1,SC,2,1,0,0,0,0,1,1,3,11422,1,1,1,1,1,1,1,0,0,1,189,1,19616,1,1185,0,0,1,619,1,1305,1,3657,1,11376,1,5339,1,2903,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,1,0,580244,0,0,0,0,0,0,900000,900000,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1308,Furman University,Y,003434,1,SC,2,2,0,0,0,0,1,1,3,2202,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2200,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1309,Medical University of South Carolina,Y,003438,1,SC,1,1,0,1,0,1,1,1,3,224632,1,1,1,1,1,1,1,1,1,0,0,1,337642,0,0,1,9740,1,301930,0,0,0,0,0,0,0,0,0,0,0,0,27271,1,649312,1,0,1846260,0,0,1572740,0,0,0,0,0,0,1,3419000,0,0,0,0,3419000,3419000,S,S,S,S,1,0,9674891,0,0,34301883,0,0,0,0,0,0,1,43976774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,36399800,0,0,52380200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1310,South Carolina State University,Y,003446,1,SC,1,1,1,0,0,0,1,1,3,7166,1,1,1,1,0,1,0,0,0,0,0,1,6228,1,3600,1,8126,0,0,1,800,1,1500,1,8768,1,1700,1,616,1,2540,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,2,S,S,S,S,40000000,10000000,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1311,South Dakota School of Mines and Technology,Y,003470,1,SD,1,1,0,0,0,0,1,1,1,28572,1,1,1,1,0,1,1,0,0,0,0,1,1999,1,2279,1,85191,0,0,1,5710,1,3760,1,18150,0,0,0,0,1,29055,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,0,15128362,258243,15386605,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,0,0,0,1501975,0,0,0,0,0,0,0,0,0,0,4115,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1312,South Dakota State University,Y,003471,1,SD,1,1,0,0,0,0,1,1,1,67269,1,1,1,1,1,1,0,0,1,1,140886,1,39108,1,389,1,37594,1,43122,0,0,1,8269,1,33454,1,763,0,0,0,0,200,0,S,1,731500,0,1028049,2285449,0,0,0,0,0,0,0,0,S,1,2,1028049,0,3016949,4044998,0,0,1874275,1874275,1,0,0,0,1000000,0,0,0,0,0,0,0,0,S,1,2300000,0,0,2295000,0,0,0,0,0,0,0,7557,0,0,5670,0,0,0,0,0,0,0,0,S,S,1,4502000,1401360,0,1200000,1251300,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1313,University of South Dakota,Y,003474,1,SD,1,1,0,1,0,1,1,1,1,27511,1,1,1,1,0,1,0,1,0,0,0,1,70636,1,1259,0,0,1,14605,1,455,1,4641,1,28572,1,8888,1,533,0,0,0,1,61662,1,0,0,0,0,0,0,2628355,6420480,0,0,0,1,0,0,0,0,0,9048835,9048835,S,S,S,S,1,0,0,0,0,0,0,0,1100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1314,East Tennessee State University,Y,003487,1,TN,1,1,0,1,0,1,1,1,3,9185,1,1,1,1,1,1,0,1,1,1,2710,1,107756,0,0,1,5484,1,31309,1,13193,1,7579,1,4397,1,3103,1,1471,0,0,2500,1,84647,1,0,0,0,0,0,0,3499208,0,0,0,0,1,0,0,0,3499208,0,0,3499208,S,S,S,S,1,0,2149364,0,0,9327000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1315,Fisk University,Y,003490,1,TN,2,2,1,0,0,0,1,1,3,7686,1,1,1,2,0,1,2,2,0,0,0,1,3000,0,0,0,0,0,0,1,1000,0,0,1,15000,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1316,Meharry Medical College,Y,003506,1,TN,1,2,1,1,0,1,1,1,3,27001,1,1,0,1,0,1,0,1,1,0,0,1,182826,0,0,0,0,1,71625,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,254451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,S,S,S,S,S,S,S,S,1,0,1849467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1317,"University of Memphis, The",Y,003509,1,TN,1,1,0,0,0,0,1,1,3,40589,1,1,1,1,0,1,0,0,1,0,0,1,66254,1,54005,1,28398,1,20256,1,1116,1,26666,1,28879,1,28986,1,15574,0,0,8820,0,S,1,0,0,0,439000,0,0,0,0,0,0,0,0,S,0,0,0,0,439000,439000,S,S,S,S,1,0,0,0,400000,0,0,0,0,0,0,1200000,0,S,1,0,8237500,0,8237500,0,8327500,0,8237500,0,0,0,0,17125,0,17125,0,17125,0,17125,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1318,Tennessee State University,Y,003522,1,TN,1,1,1,0,0,0,1,1,3,11253,1,1,1,1,0,1,0,0,0,1,10900,1,12169,0,0,1,3167,0,0,0,0,0,0,1,5759,1,562,0,0,0,0,0,0,S,1,0,0,0,0,2500000,0,0,0,0,0,0,0,S,1,1,2500000,0,0,2500000,1287206,0,0,1287206,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,8000000,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,37500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1319,Tennessee Technological University,Y,003523,1,TN,1,1,0,0,0,0,1,1,3,16152,1,1,1,1,0,1,0,0,0,1,3776,1,12200,1,6301,1,64254,1,3114,1,2520,1,2210,1,20889,1,600,1,150,1,500,0,0,S,1,0,0,0,0,0,0,0,1500000,0,0,0,0,S,0,0,0,0,1500000,1500000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1320,University of Tennessee Chattanooga,Y,003529,1,TN,1,1,0,0,0,0,1,1,3,8786,1,1,1,1,1,1,0,0,0,0,0,1,12124,1,2175,1,30315,1,4279,1,1236,1,3797,1,6264,0,0,1,6949,0,0,0,0,S,1,0,0,0,0,2430000,0,0,0,0,0,0,0,S,0,0,0,2350000,80000,2430000,S,S,S,S,1,0,0,0,0,4680000,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,S,S
2011,1321,University of Tennessee Martin,Y,003531,1,TN,2,1,0,0,0,0,1,1,3,1164,1,1,1,1,1,1,0,0,0,1,200,1,6385,0,0,1,4750,0,0,1,1000,1,100,1,2754,1,100,1,100,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1322,Vanderbilt University,Y,003535,1,TN,1,2,0,1,0,1,1,1,3,478345,1,1,1,1,1,1,1,1,1,0,0,1,216812,1,27678,1,68171,1,291338,1,1527,1,3125,1,65809,1,39706,1,2299,1,19199,23902,1,498936,1,0,7747782,0,5835000,4869213,0,0,735000,300000,0,0,1,12476995,1,1,0,0,19486995,19486995,0,0,775000,775000,1,0,2950000,0,0,2000000,0,0,0,0,0,0,1,4950000,1,0,7600000,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,1,7600000,10800,1,0,42113400,0,0,15877800,0,0,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57991200,0,1,0,0,0,85000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1323,Baylor University,Y,003545,1,TX,1,2,0,0,0,0,0,0,3,8452,1,1,1,1,1,1,0,0,1,1,15375,1,41478,1,4800,1,19060,1,11121,1,3600,1,15159,1,66226,1,35526,1,990,1,14967,11121,0,S,1,2249000,0,0,0,0,0,350000,1280000,0,0,0,0,S,0,0,0,0,3879000,3879000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1324,Lamar University,Y,003581,1,TX,1,1,0,0,0,0,0,0,3,5316,1,1,1,1,0,1,2,0,0,0,0,1,16773,1,9859,1,52158,1,11566,1,1705,1,8844,1,24847,1,3616,0,0,1,2288,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1325,University of North Texas,Y,003594,1,TX,1,1,0,0,0,0,0,0,3,24118,1,1,1,1,0,1,1,0,0,1,8662,1,77564,1,11825,1,42689,1,8900,1,682,0,0,1,51819,1,10058,1,8502,1,4032,0,0,S,1,0,6180000,0,3240255,0,0,0,0,0,0,0,0,S,1,1,0,7385255,2035000,9420255,0,383333,766667,1150000,1,0,3000000,0,12468500,0,0,0,7000000,0,0,0,0,S,1,0,1500000,0,18950000,0,0,0,10000000,0,0,0,0,15060,0,28875,0,0,0,12800,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
