YEAR,INST_ID,INST_NAME,submission_flag,fice,inst_type,inst_state,hdg_code,toc_code,HBCU_FLAG,AAMC_FLAG,AACOM_flag,med_school_flag,epscor_flag,idea_flag,region,exp_tot_2010,P1Q1A,P1Q1B,P1Q1C,P1Q1D,P1Q1E,P1Q1F,P1Q1G,P1Q1H,P1Q1J,P1Q2AGRX,P1Q2AGR,P1Q2BIOX,P1Q2BIO,P1Q2COSX,P1Q2COS,P1Q2ENGX,P1Q2ENG,P1Q2HLTHX,P1Q2HLTH,P1Q2MATHX,P1Q2MATH,P1Q2PHY1X,P1Q2PHY1,P1Q2PHY2X,P1Q2PHY2,P1Q2PSYX,P1Q2PSY,P1Q2SOCX,P1Q2SOC,P1Q2OTHX,P1Q2OTH,P1Q4,P1Q5Box,P1Q5,P1Q7Box,P1Q7AGR,P1Q7BIO,P1Q7COS,P1Q7ENG,P1Q7HLTH,P1Q7MATH,P1Q7PHY1,P1Q7PHY2,P1Q7PSY,P1Q7SOC,P1Q7OTH,P1Q8Box,P1Q8,P1Q9Box,P1Q9,P1Q10A1,P1Q10B1,P1Q10C1,P1Q10TOT1,P1Q10A2,P1Q10B2,P1Q10C2,P1Q10TOT2,P1Q11Box,P1Q11AGR,P1Q11BIO,P1Q11COS,P1Q11ENG,P1Q11HLTH,P1Q11MATH,P1Q11PHY1,P1Q11PHY2,P1Q11PSY,P1Q11SOC,P1Q11OTH,P1Q12Box,P1Q12,P1Q13Box,P1Q13AGR_1,P1Q13BIO_1,P1Q13COS_1,P1Q13ENG_1,P1Q13HLTH_1,P1Q13MATH_1,P1Q13PHY1_1,P1Q13PHY2_1,P1Q13PSY_1,P1Q13SOC_1,P1Q13OTH_1,P1Q13AGR_2,P1Q13BIO_2,P1Q13COS_2,P1Q13ENG_2,P1Q13HLTH_2,P1Q13MATH_2,P1Q13PHY1_2,P1Q13PHY2_2,P1Q13PSY_2,P1Q13SOC_2,P1Q13OTH_2,P1Q14Box,P1Q14A,P1Q14B,P1Q15Box,P1Q15AGR_1,P1Q15BIO_1,P1Q15COS_1,P1Q15ENG_1,P1Q15HLTH_1,P1Q15MATH_1,P1Q15PHY1_1,P1Q15PHY2_1,P1Q15PSY_1,P1Q15SOC_1,P1Q15OTH_1,P1Q15AGR_2,P1Q15BIO_2,P1Q15COS_2,P1Q15ENG_2,P1Q15HLTH_2,P1Q15MATH_2,P1Q15PHY1_2,P1Q15PHY2_2,P1Q15PSY_2,P1Q15SOC_2,P1Q15OTH_2,P1Q16Box,P1Q16A,P1Q16B,P1Q17Box,P1Q17AGR_1,P1Q17BIO_1,P1Q17COS_1,P1Q17ENG_1,P1Q17HLTH_1,P1Q17MATH_1,P1Q17PHY1_1,P1Q17PHY2_1,P1Q17PSY_1,P1Q17SOC_1,P1Q17OTH_1,P1Q17AGR_2,P1Q17BIO_2,P1Q17COS_2,P1Q17ENG_2,P1Q17HLTH_2,P1Q17MATH_2,P1Q17PHY1_2,P1Q17PHY2_2,P1Q17PSY_2,P1Q17SOC_2,P1Q17OTH_2,P1Q18Box,P1Q18A,P1Q18B
2011,1139,University of Louisiana at Lafayette,Y,002031,1,LA,1,1,0,0,0,0,1,1,3,57333,1,1,1,1,0,1,0,0,0,1,61546,1,547345,1,21077,1,70631,1,4809,1,3657,1,5165,1,27210,0,0,1,4719,1,3967,0,0,S,1,0,0,0,754000,0,0,0,0,0,0,0,0,S,1,1,0,754000,0,754000,0,258628,0,258628,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1140,Xavier University of Louisiana,Y,002032,1,LA,2,2,1,0,0,0,1,1,3,8022,1,1,1,1,1,1,1,0,0,0,0,1,10968,1,1436,0,0,1,35578,1,500,0,0,1,12140,1,500,0,0,0,0,0,0,S,1,0,502373,0,0,750116,0,0,1028498,0,0,0,0,S,0,0,2280987,0,0,2280987,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1142,Bowdoin College,N,002038,1,ME,3,2,0,0,0,0,1,1,2,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1144,University of Maine,Y,002053,1,ME,1,1,0,0,0,0,1,1,2,106238,1,1,1,1,1,1,1,0,0,1,261742,1,92264,1,8472,1,186635,1,1873,1,181,1,25092,1,29118,1,16751,1,3564,0,0,0,0,S,1,0,0,3690000,0,0,0,0,0,0,0,0,0,S,1,1,0,3690000,0,3690000,0,3450000,0,3450000,1,724000,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1146,"Johns Hopkins University, The",Y,002077,1,MD,1,2,0,1,0,1,0,0,3,1997252,1,1,1,1,1,1,1,1,1,0,0,1,574118,1,245042,1,1074154,1,243110,1,17667,1,13921,1,98790,1,22040,1,11211,1,843760,16165,1,645632,1,0,5246282,2983481,6960755,3289700,0,0,2295693,2430520,0,12852165,1,12852165,1,2,0,0,36058596,36058596,0,0,39912651,39912651,1,0,55078000,0,2500000,0,0,0,750000,1250000,0,0,1,51778000,1,0,35000000,23437500,14062500,0,0,0,0,0,0,0,0,18444,27176,16306,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,17000000,0,0,0,0,0,0,0,1,0,0
2011,1148,Morgan State University,Y,002083,1,MD,1,1,1,0,0,0,0,0,3,12768,1,1,1,1,0,1,0,0,0,1,2935,1,48582,1,3356,1,36780,0,0,1,2977,1,35455,1,11325,1,6651,1,42675,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,0,23000000,0,23000000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1150,University of Maryland College Park,Y,002103,1,MD,1,1,0,0,0,0,0,0,3,440556,1,1,0,2,1,1,1,0,0,1,139746,1,186691,1,30059,1,131043,1,26205,1,12808,1,34827,1,161904,1,15070,1,31228,0,0,0,0,S,1,3172032,4148525,0,4923673,0,0,0,2654170,3700507,0,0,0,S,1,2,4530384,1500000,12568523,18598907,10746000,115668000,5277623,131691623,1,2000000,0,0,430000,0,0,0,776480,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,3530000,8230000,0,0,0,0,0,27420000,4700000,1090000,0,20300000,57200000,0,15800000,0,0,0,0,32500000,6000000,0,0,S,S,1,0,0,0,0,0,0,0,91200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1151,University of Maryland Baltimore,Y,002104,1,MD,1,1,0,1,0,1,0,0,3,355910,1,1,0,1,1,1,1,1,1,0,0,1,198077,0,0,0,0,1,437702,0,0,0,0,0,0,0,0,1,2456,0,0,8000,1,522303,1,0,2400000,0,0,7500000,0,0,0,0,0,0,1,6475000,0,0,0,0,9900000,9900000,S,S,S,S,1,0,3400000,0,0,5600000,0,0,0,0,0,0,1,9000000,1,0,85200000,0,0,198800000,0,0,0,0,0,0,0,54000,0,0,126000,0,0,0,0,0,0,1,218680000,140000,1,0,4000000,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1152,University of Maryland Baltimore County,Y,002105,1,MD,1,1,0,0,0,0,0,0,3,81894,1,1,1,1,1,1,1,0,0,1,3156,1,42358,1,23571,1,65137,1,879,1,3645,1,6552,1,65209,1,15870,1,21599,1,9755,0,0,S,1,0,1161424,0,0,0,0,0,538000,824542,356901,0,0,S,0,0,0,2342867,538000,2880867,S,S,S,S,1,0,0,0,358151,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,23100000,0,0,1900000,8400000,1800000,900000,20600000,13400000,1300000,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,79000000,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1154,Amherst College,Y,002115,1,MA,3,2,0,0,0,0,0,0,2,2622,1,1,1,0,0,1,0,0,0,0,0,1,16000,1,1900,0,0,0,0,1,1600,1,4000,1,18000,1,3300,1,6400,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1155,Boston College,Y,002128,1,MA,1,2,0,0,0,0,0,0,2,46180,1,1,1,1,0,2,1,0,0,0,0,1,38092,1,12,0,0,1,1105,1,181,1,6706,1,48938,1,5643,1,16210,0,0,0,0,S,1,0,0,0,0,0,0,0,4383000,402000,0,0,0,S,0,0,0,0,4785000,4785000,S,S,S,S,1,0,1850000,0,0,0,0,0,3850000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1156,Boston University,Y,002130,1,MA,1,2,0,1,0,1,0,0,2,344687,1,1,1,1,1,1,1,1,1,0,0,1,363429,1,7637,1,91709,1,212210,1,5806,1,25846,1,124129,1,34042,1,6345,0,0,20602,1,354502,1,0,4050548,775000,780910,4430067,0,595718,8669835,0,0,0,1,3014597,0,0,0,0,19302078,19302078,S,S,S,S,1,0,300000,1100000,0,2247000,0,0,0,591000,564000,0,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3000000,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1157,Brandeis University,Y,002133,1,MA,1,2,0,0,0,0,0,0,2,67672,1,1,1,1,0,1,1,0,0,0,0,1,124162,1,11167,0,0,0,0,1,9917,0,0,1,79487,1,22839,1,59943,0,0,0,0,S,1,0,515251,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,515251,515251,S,S,S,S,1,0,540000,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,1286388,0,0,0,395178,0,671450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1158,Clark University,Y,002139,1,MA,1,2,0,0,0,0,0,0,2,5237,1,1,0,0,0,1,0,0,0,0,0,1,17000,0,0,0,0,0,0,1,2000,0,0,1,5000,1,9000,1,10000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1159,Harvard University,Y,002155,1,MA,1,2,0,1,0,1,0,0,2,561703,1,1,1,1,1,1,1,1,0,1,24192,1,1236123,1,17433,1,142303,1,54474,1,48959,1,85931,1,417901,1,58375,1,248198,1,497,0,1,641341,1,0,147443763,0,9581864,2238274,2011369,3456490,18995990,4970000,868270,0,1,61545854,1,1,3001000,0,186565020,189566020,0,0,1700000,1700000,1,600000,114495000,1750000,8450000,0,6000000,530000,28305000,0,20590000,0,1,89100000,1,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1160,University of Massachusetts Lowell,Y,002161,1,MA,1,1,0,0,0,0,0,0,2,55120,1,1,1,1,1,1,1,0,0,0,0,1,8089,1,6026,1,70359,1,24447,1,135,1,7293,1,85842,1,320,1,4260,0,0,0,0,S,1,0,0,0,4000000,0,0,0,0,0,0,0,0,S,1,1,0,4000000,0,4000000,0,0,16600000,16600000,1,0,300000,400000,2300000,0,0,0,1200000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,1850000,1400000,4300000,0,0,0,0,0,0,0,0,1350000,1400000,13600000,6200000,0,1300000,27300000,0,730000,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1161,New England College of Optometry,Y,002164,1,MA,2,2,0,0,0,0,0,0,2,1457,1,1,0,1,0,1,0,0,1,0,0,1,3202,0,0,0,0,1,3617,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1162,Massachusetts Institute of Technology,Y,002178,1,MA,1,2,0,0,0,0,0,0,2,646222,1,1,0,1,1,1,1,0,0,0,0,1,330372,1,147713,1,757123,0,0,1,9192,1,110091,1,491040,0,0,1,19465,1,204754,0,0,S,1,0,2943804,0,33532205,0,0,967295,11715642,0,11675000,430264,0,S,0,0,0,0,61264210,61264210,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1163,Mount Holyoke College,Y,002192,1,MA,2,2,0,0,0,0,0,0,2,2305,1,1,1,0,0,1,0,0,0,0,0,1,10096,1,653,0,0,0,0,1,1030,1,4780,1,11368,1,10737,0,0,0,0,0,0,S,1,0,0,0,0,0,0,250000,0,0,0,0,0,S,0,0,0,0,250000,250000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1164,Northeastern University,Y,002199,1,MA,1,2,0,0,0,0,0,0,2,74998,1,1,1,1,0,1,1,0,0,0,0,1,61766,1,8197,1,110878,1,44352,1,600,1,1629,1,44732,1,19539,1,4418,0,0,0,0,S,1,0,5091901,0,3379647,7010591,0,0,711356,2604357,0,0,0,S,1,1,0,0,18797852,18797852,0,0,11989215,11989215,1,0,8999243,1194295,16154811,6462041,0,0,6517407,2846812,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1165,Smith College,Y,002209,1,MA,1,2,0,0,0,0,0,0,2,4215,1,1,1,1,0,1,0,0,0,0,0,1,16114,1,926,1,3318,0,0,1,1099,1,9604,1,27042,1,11151,1,2723,0,0,0,0,S,1,0,8500000,0,0,0,1500000,4500000,2000000,1500000,0,0,0,S,0,0,0,0,18000000,18000000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1166,University of Massachusetts Dartmouth,Y,002210,1,MA,1,1,0,0,0,0,0,0,2,24312,1,1,1,1,1,1,0,0,0,0,0,1,14155,1,3704,1,33024,1,1005,1,2115,1,21205,1,33404,1,3687,1,3547,0,0,0,0,S,1,0,0,0,0,0,0,0,1300000,0,0,0,0,S,0,0,0,1300000,0,1300000,S,S,S,S,1,0,1000000,0,4000000,500000,0,0,1500000,0,0,0,0,S,1,0,26000000,0,0,0,0,25000000,0,0,0,0,0,35000,0,0,0,0,40000,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1167,Tufts University,Y,002219,1,MA,1,2,0,1,0,1,0,0,2,153113,1,1,1,1,1,1,1,1,1,0,0,1,184109,1,7606,1,58494,1,94122,1,517,1,4824,1,43250,1,15187,1,1022,1,54464,4972,1,162108,1,0,20740000,0,542000,13969000,0,0,0,0,0,0,1,9695000,0,0,1000000,0,34251000,35251000,S,S,S,S,1,0,0,0,0,8175000,0,0,0,0,0,0,1,5075000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,1168,University of Massachusetts Amherst,Y,002221,1,MA,1,1,0,0,0,0,0,0,2,164854,1,1,1,1,0,1,2,0,2,1,150585,1,98831,1,37656,1,173336,1,27676,1,3863,1,18333,1,101187,1,44753,1,10579,0,0,0,0,S,1,1153429,15078900,0,6448759,4833128,0,533900,25561813,351500,0,0,0,S,0,0,7237716,22436332,24287381,53961429,S,S,S,S,1,0,1063642,0,0,800000,0,0,1020616,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,3500000,2000000,0,2000000,0,0,0,8250000,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1169,University of Massachusetts Boston,Y,002222,1,MA,1,1,0,0,0,0,0,0,2,39387,1,1,1,1,1,1,0,0,0,0,0,1,47036,1,2770,1,2625,1,6973,0,0,1,11254,1,21045,1,12098,1,27244,1,10816,0,0,S,1,0,750000,0,0,0,0,0,0,0,0,0,0,S,1,1,0,0,750000,750000,0,100000000,30600000,130600000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1170,Wellesley College,Y,002224,1,MA,3,2,0,0,0,0,0,0,2,5271,1,1,1,0,0,0,0,0,0,0,0,1,14201,1,2672,0,0,0,0,1,3482,1,4585,1,16762,1,2983,0,0,1,376,0,0,S,1,0,377871,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,377871,377871,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1171,Williams College,Y,002229,1,MA,2,2,0,0,0,0,0,0,2,4691,1,1,1,1,0,1,0,0,0,0,0,1,31566,1,8200,0,0,0,0,1,9955,1,20258,1,60333,1,12444,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1172,Woods Hole Oceanographic Institution,Y,002230,1,MA,1,2,0,0,0,0,0,0,2,181746,1,1,0,0,1,1,1,0,0,0,0,1,60432,1,3900,1,71850,0,0,0,0,1,55600,1,101500,0,0,0,0,0,0,0,0,S,1,0,300000,0,350000,0,0,1735000,825000,0,0,0,0,S,1,1,0,0,3210000,3210000,8100000,0,4000000,12100000,1,0,300000,2000000,300000,0,0,600000,300000,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,1000000,0,5000000,0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1173,Worcester Polytechnic Institute,Y,002233,1,MA,1,2,0,0,0,0,0,0,2,17154,1,1,1,1,0,1,0,0,2,0,0,1,21040,1,3341,1,65291,0,0,1,3051,0,0,1,6680,1,1994,0,0,1,1644,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1174,Calvin College,Y,002241,1,MI,2,2,0,0,0,0,0,0,1,3720,1,1,1,0,0,1,0,0,0,0,0,1,4795,1,786,1,16129,1,204,1,428,1,2164,1,4355,1,2278,1,1623,1,3205,0,0,S,1,0,0,0,0,0,0,0,0,0,0,1018000,0,S,0,0,951000,0,67000,1018000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1175,Central Michigan University,N,002243,1,MI,1,1,0,0,0,0,0,0,1,3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1176,Eastern Michigan University,Y,002259,1,MI,1,1,0,0,0,0,0,0,1,5388,1,1,1,0,0,1,0,0,0,1,576,1,9544,1,1250,1,6730,1,2785,1,1485,1,1104,1,8439,1,1265,1,1622,0,0,0,0,S,1,0,4200000,1400000,0,0,2500000,0,6400000,0,0,0,0,S,0,0,500000,2925000,11075000,14500000,S,S,S,S,1,0,3396000,0,0,0,0,3535000,488746,1370000,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,19000000,19000000,0,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1178,Grand Valley State University,Y,002268,1,MI,2,1,0,0,0,0,0,0,1,4968,1,1,1,1,1,1,0,0,0,0,0,1,3898,1,1500,1,918,1,9120,1,300,1,21595,1,1349,1,295,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
2011,1179,Hope College,Y,002273,1,MI,3,2,0,0,0,0,0,0,1,3552,1,1,1,1,0,1,1,0,0,0,0,1,21040,1,1747,1,7000,1,7453,1,2705,1,3680,1,19900,1,7520,0,0,1,24650,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S
