INST_ID,INST_NAME,STATE_INST,HDG_ID,TOC_ID,PROG_TYPE,HBCU_FLAG,EPSCOR_FLAG,IDEA_FLAG,REGION,BIO_KIND,S_STATUS_ID,L1400_tot,Total_number,Total_Amount,occ,P1Q01A,P1Q01B,P1Q01C,P1Q01D,P1Q01E,P1Q01F,P1Q01G,P1Q01H,P1Q02A1,P1Q02A2,P1Q02A3,P1Q02A4,P1Q02A5,P1Q02ABX,P1Q02B1,P1Q02B2,P1Q02B3,P1Q02B4,P1Q02B5,P1Q02BBX,P1Q02C1,P1Q02C2,P1Q02C3,P1Q02C4,P1Q02C5,P1Q02CBX,P1Q02D1,P1Q02D2,P1Q02D3,P1Q02D4,P1Q02D5,P1Q02DBX,P1Q02E1,P1Q02E2,P1Q02E3,P1Q02E4,P1Q02E5,P1Q02EBX,P1Q02F1,P1Q02F2,P1Q02F3,P1Q02F4,P1Q02F5,P1Q02FBX,P1Q02G1,P1Q02G2,P1Q02G3,P1Q02G4,P1Q02G5,P1Q02GBX,P1Q02H1,P1Q02H2,P1Q02H3,P1Q02H4,P1Q02H5,P1Q02HBX,P1Q02I1,P1Q02I2,P1Q02I3,P1Q02I4,P1Q02I5,P1Q02IBX,P1Q02J1,P1Q02J2,P1Q02J3,P1Q02J4,P1Q02J5,P1Q02JBX,P1Q02K1,P1Q02K2,P1Q02K3,P1Q02K4,P1Q02K5,P1Q02KBX,P1Q03BX,P1Q03,P1Q04,P1Q07BX,P1Q07A1,P1Q07B1,P1Q07C1,P1Q07D1,P1Q07E1,P1Q07F1,P1Q07G1,P1Q07H1,P1Q07I1,P1Q07J1,P1Q07K1,P1Q08BX,P1Q08,P1Q09BX,P1Q09,P1Q10A1,P1Q10A2,P1Q10B1,P1Q10B2,P1Q10C1,P1Q10C2,P1Q10T1,P1Q10T2,P1Q12BX,P1Q12A1,P1Q12B1,P1Q12C1,P1Q12D1,P1Q12E1,P1Q12F1,P1Q12G1,P1Q12H1,P1Q12I1,P1Q12J1,P1Q12K1,P1Q13BX,P1Q13,P1Q14BX,P1Q14A1,P1Q14A2,P1Q14B1,P1Q14B2,P1Q14C1,P1Q14C2,P1Q14D1,P1Q14D2,P1Q14E1,P1Q14E2,P1Q14F1,P1Q14F2,P1Q14G1,P1Q14G2,P1Q14H1,P1Q14H2,P1Q14I1,P1Q14I2,P1Q14J1,P1Q14J2,P1Q14K1,P1Q14K2,P1Q15BX,P1Q15A1,P1Q15A2,P1Q16BX,P1Q16A1,P1Q16A2,P1Q16B1,P1Q16B2,P1Q16C1,P1Q16C2,P1Q16D1,P1Q16D2,P1Q16E1,P1Q16E2,P1Q16F1,P1Q16F2,P1Q16G1,P1Q16G2,P1Q16H1,P1Q16H2,P1Q16I1,P1Q16I2,P1Q16J1,P1Q16J2,P1Q16K1,P1Q16K2,P1Q17BX,P1Q17A1,P1Q17A2,P1Q18BX,P1Q18A1,P1Q18A2,P1Q18B1,P1Q18B2,P1Q18C1,P1Q18C2,P1Q18D1,P1Q18D2,P1Q18E1,P1Q18E2,P1Q18F1,P1Q18F2,P1Q18G1,P1Q18G2,P1Q18H1,P1Q18H2,P1Q18I1,P1Q18I2,P1Q18J1,P1Q18J2,P1Q18K1,P1Q18K2,P1Q19BX,P1Q19A1,P1Q19A2
3613,Southern Methodist University,TX,1,2,1,0,0,0,3,,1,9774,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,14663,7158,1908,0,23729,0,670,0,2340,0,3010,0,14948,1881,2994,0,19823,0,18112,2137,14010,288,34547,0,182,0,3401,0,3583,0,0,0,0,0,0,0,9571,2704,2499,0,14774,0,3583,0,1480,0,5063,0,7152,492,6630,0,14274,0,0,0,0,0,0,0,1,S,3593,0,0,0,0,0,0,0,0,10350000,0,0,0,1,S,0,2,0,0,0,0,10350000,31747000,10350000,31747000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3615,Texas State University - San Marcos,TX,1,1,1,0,0,0,3,,1,8109,,,,1,1,1,2,0,1,0,0,1266,0,0,0,1266,0,13006,1367,2834,2000,19207,0,0,0,0,0,0,0,5279,1775,1074,1016,9144,0,0,0,0,0,0,0,0,0,173,773,946,0,0,0,0,0,0,0,20154,3420,1562,938,26074,0,0,0,164,0,164,0,440,0,6954,1237,8631,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,300000,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3624,Stephen F. Austin State University,TX,1,1,1,0,0,0,3,,1,5582,,,,1,1,1,0,0,1,0,0,41500,80000,600,0,122100,0,900,60,0,0,960,0,0,0,0,0,0,0,650,0,220,0,870,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3630,Prairie View A & M University,TX,2,1,1,1,0,0,3,,1,10444,,,,1,1,1,0,0,1,0,0,32919,22082,33392,0,88393,0,2731,307,270,0,3308,0,1899,118,1523,0,3540,0,10920,0,620,0,11540,0,23514,2253,5253,0,31020,0,0,0,480,0,480,0,0,0,1560,0,1560,0,13655,1536,1354,0,16545,0,0,0,360,0,360,0,3060,688,15881,0,19629,0,0,0,0,0,0,1,1,S,0,0,553000,0,0,0,0,0,0,0,0,0,0,1,S,0,3,0,0,553000,1831333,0,4200000,553000,6031333,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,12000000,48787,0,0,0,0,0,0,0,0,0,0,15000000,67792,1,S,S,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3631,Tarleton State University,TX,2,1,1,0,0,0,3,,1,7871,,,,1,1,1,2,1,1,0,0,M,M,M,M,5610,1,M,M,M,M,462,1,M,M,M,M,141,1,M,M,M,M,1419,1,M,M,M,M,1560,1,M,M,M,M,604,1,317,0,0,0,317,0,M,M,M,M,1219,1,M,M,M,M,728,1,M,M,M,M,728,1,M,M,M,M,5995,1,1,S,317,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3632,Texas A&M University,TX,1,1,1,0,0,0,3,,1,436681,,,,1,1,1,1,1,1,1,0,264872,76532,83919,263075,688398,0,210743,66715,64904,53992,396354,0,5378,699,12597,563,19237,0,54914,11185,60620,79426,206145,0,415864,32108,161783,64407,674162,0,1027,635,5608,1124,8394,0,79859,24296,28715,61154,194024,0,169455,31490,26337,12310,239592,0,11943,910,1622,2605,17080,0,19750,7828,43866,9325,80769,0,0,0,0,0,0,0,1,S,59150,M,M,M,M,M,M,M,M,M,M,M,M,1,S,M,M,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,S,S
3636,Texas Christian University,TX,1,2,1,0,0,0,3,,1,3300,,,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8800,600,0,0,9400,0,1500,0,960,0,2460,0,4000,400,0,0,4400,0,5000,800,0,0,5800,0,0,0,2000,0,2000,0,0,0,0,0,0,0,24000,1200,0,0,25200,0,12000,3000,0,0,15000,0,0,0,1200,0,1200,0,0,0,0,0,0,0,1,S,0,0,0,3500000,0,3000000,0,0,0,20000000,3500000,0,0,1,S,1,0,0,S,0,S,30000000,S,30000000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3637,Jarvis Christian College,TX,3,2,1,1,0,0,3,,1,30,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,722,180,0,0,902,0,611,611,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,967,174,0,0,1141,0,0,0,0,0,0,0,1731,541,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3639,"Texas A & M University, Kingsville",TX,1,1,1,0,0,0,3,,1,8208,,,,1,1,1,1,0,1,0,0,19568,4001,6637,0,30206,0,7058,1129,830,0,9017,0,1580,0,0,0,1580,0,1674,0,153,0,1827,0,14144,0,3430,0,17574,0,3500,0,525,0,4025,0,0,0,0,0,0,0,4560,112,1855,0,6527,0,1450,0,350,0,1800,0,525,0,0,0,525,0,0,0,0,0,0,0,1,S,0,0,275000,0,250000,0,0,0,0,0,260000,0,0,1,S,0,3,0,0,785000,2525800,0,1525000,785000,4050800,0,0,1950000,0,0,0,0,0,3500000,0,0,0,1,S,0,1450000,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,650000,0,1800000,0,1960000,0,0,0,1100000,0,2500000,0,0,0,750000,0,0,0,1200000,0,0,0,1,S,S,0,19873000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3642,Texas Southern University,TX,2,1,1,1,0,0,3,,1,4189,,,,1,1,1,1,1,2,0,0,0,0,0,0,0,0,4017,1971,2485,0,8473,0,1938,992,2718,0,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,549,263,2676,0,3488,0,11784,4058,11923,0,27765,0,9902,2388,2143,0,14433,0,356,0,1814,0,2170,0,0,0,3875,0,3875,0,0,0,0,0,0,1,1,S,30000,0,0,0,0,0,0,0,11924852,0,0,0,0,1,S,1,0,0,S,11924852,S,0,S,11924852,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,640713,33174,0,0,0,0,0,0,250000,5236,0,0,601682,31084,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3644,Texas Tech University,TX,1,1,1,0,0,0,3,,1,82785,,,,1,1,1,2,1,1,0,1,M,M,M,M,102608,1,M,M,M,M,34742,1,M,M,M,M,6377,1,M,M,M,M,27902,1,M,M,M,M,115625,1,M,M,M,M,5024,1,M,M,M,M,159503,1,M,M,M,M,106803,1,M,M,M,M,5920,1,0,0,0,0,0,0,M,M,M,M,101713,1,0,138981,24289,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,2,M,0,M,25826240,M,0,M,25826240,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38500000,52500,0,0,0,0,0,0,0,0,0,38500000,52500,0,217088,0,113431,0,40000,0,21000,0,145000,0,0,0,29100000,2324700,150000,0,0,0,0,0,0,0,0,29100000,2324700,0,0,0,0,0,0,0,0,0,0,0,0,0,48100000,52000000,0,0,0,0,0,0,0,0,0,48100000,52000000
3646,Texas Woman's University,TX,1,1,1,0,0,0,3,,1,2822,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,14627,14678,2820,277,32402,0,427,0,33,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,35,0,119,0,2876,428,1899,1359,6562,0,4704,1307,422,0,6433,0,706,0,0,0,706,0,0,0,218,0,218,0,9567,4868,1682,691,16808,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3652,University of Houston,TX,1,1,1,0,0,0,3,,1,59707,,,,1,1,1,1,1,1,1,0,1816,571,123,5630,8140,0,40073,21024,7059,4134,72290,0,10835,582,5549,1030,17996,0,9846,764,7280,3818,21708,0,160241,20824,44230,6097,231392,0,0,0,2150,414,2564,0,42608,16997,8280,1773,69658,0,54195,2693,32000,11015,99903,0,9215,1528,3786,3842,18371,0,6610,122,19585,9779,36096,0,11971,707,1990,1791,16459,0,1,S,38847,0,0,924973,1050506,0,1351015,0,1241465,784644,0,0,0,1,S,0,1,0,0,5352603,0,0,4437000,5352603,4437000,0,0,1005960,0,466778,430502,0,658162,2082859,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,824377,0,579148,0,113011,0,2479272,0,62715,0,639435,0,2092958,0,655979,0,6026769,0,1345091,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3656,University of Texas at Arlington,TX,1,1,1,0,0,0,3,,1,15097,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,23733,6628,15855,0,46216,0,0,0,8977,0,8977,0,4588,1552,6614,0,12754,0,112030,8498,101155,0,221683,0,0,0,11123,0,11123,0,0,0,16433,0,16433,0,45790,6459,26976,0,79225,0,10503,461,10611,0,21575,0,0,336,2284,0,2620,0,0,0,0,0,0,0,1,S,0,0,0,1757305,450000,0,2475268,0,308000,0,1189236,0,1470745,1,S,0,1,0,0,2378472,155000,5272082,995000,7650554,1150000,0,0,0,0,0,400000,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43377760,74400,0,0,0,0,0,0,1,S,S,0,0,0,6656000,0,903000,0,515000,0,1443000,0,0,0,0,0,325000,0,6656000,0,256000,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,72000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3657,U TX MD Anderson Cancer Center,TX,1,1,1,0,0,0,3,,1,262145,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,273675,143245,479657,190310,1086887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,34782,0,0,49200000,0,0,0,0,0,0,0,0,0,1,S,0,2,0,0,0,0,49200000,7800000,49200000,7800000,0,0,65500000,0,0,0,0,0,0,0,0,0,1,S,0,0,0,95000000,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,235000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3658,University of Texas at Austin,TX,1,1,1,0,0,0,3,,1,320966,,,,1,1,1,1,1,1,1,0,325,0,980,0,1305,0,99035,27009,27009,27009,180062,0,63284,0,75150,59329,197763,0,50626,40079,27422,92814,210941,0,437970,77289,223279,120227,858765,0,0,0,109213,0,109213,0,63340,30497,11730,11730,117297,0,203063,124962,114548,78101,520674,0,29583,5101,14281,2040,51005,0,3333,1111,40000,66666,111110,0,4275,194,9133,5830,19432,0,1,S,71327,0,0,1331495,0,0,1661326,0,0,1442132,0,0,0,1,S,0,1,0,0,0,0,4434953,60000000,4434953,60000000,0,0,666667,0,0,666667,0,0,666667,0,0,0,1,S,0,0,0,110000000,154300,0,0,0,0,30000000,52000,0,0,0,0,15000000,57500,0,0,0,0,0,0,1,S,S,0,0,0,38331872,0,2702857,0,7300492,0,34873987,0,3591920,0,2249988,0,8776215,0,5366808,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,22000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3659,University of Texas Health Science Center at San A,TX,1,1,1,0,0,0,3,,2,129616,,,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,143908,41444,46642,0,231994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161493,27481,56794,0,245768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10371,50705,2977,0,64053,0,0,150250,23672,0,0,0,0,0,0,0,2627921,0,0,0,0,0,320906,0,3,0,0,0,0,2627921,91500000,2627921,91500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15291000,0,0,0,0,0,0,0,0,0,0,5505000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,University of Texas Southwestern Medical Center at,TX,1,1,1,0,0,0,3,,1,263958,,,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,219997,48292,26732,37198,332219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224679,50936,23768,53979,353362,0,0,0,0,0,0,0,0,0,926,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686507,12836,0,0,4044000,0,0,0,0,1068642,0,0,0,0,0,5112642,1,0,2000000,S,0,S,3112642,S,5112642,S,0,0,650000,0,0,0,0,300000,0,0,0,0,0,300000,0,0,0,11575000,14715,0,0,0,0,0,0,0,0,34725000,44143,0,0,0,0,0,0,0,0,0,46300000,58858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,University of Texas at El Paso,TX,1,1,1,0,0,0,3,,1,23684,,,,1,1,1,1,0,1,1,0,0,0,0,0,0,1,10000,3000,10000,0,23000,0,5000,3680,0,0,8680,0,13000,0,15000,2000,30000,0,119658,0,0,0,119658,0,0,0,10000,0,10000,0,0,0,0,0,0,1,29000,0,0,0,29000,0,600,0,0,0,600,0,0,0,0,0,0,1,0,0,0,0,0,1,1,S,0,0,0,0,0,0,0,0,0,0,0,1500000,0,1,S,0,2,1500000,0,0,35000000,0,0,1500000,35000000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3665,West Texas A & M University,TX,2,1,1,0,0,0,3,,1,5261,,,,1,0,1,2,2,1,0,0,63976,0,1612,107532,173120,0,8600,0,0,0,8600,0,0,0,0,0,0,0,7967,0,471,0,8438,0,9869,0,1875,0,11744,0,0,0,2665,0,2665,0,0,0,0,0,0,0,1759,0,0,0,1759,0,3803,0,0,0,3803,0,0,0,0,0,0,1,0,0,2380,0,2380,0,1,S,0,0,0,0,0,554997,0,0,0,0,0,0,0,1,S,1,0,0,S,0,S,554997,S,554997,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3669,Wiley College,TX,3,2,1,1,0,0,3,,2,15,,,,1,1,1,1,0,1,0,0,400,200,156,0,756,0,884,156,100,0,1140,0,758,1100,100,0,1958,0,215,441,356,0,1012,0,0,0,0,0,0,0,900,156,110,0,1166,0,0,0,0,0,0,0,650,100,100,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,884,851,100,650,2485,0,1,S,0,0,0,0,0,0,0,300000,0,0,0,0,401000,1,S,1,0,401000,S,0,S,300000,S,701000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3675,University of Utah,UT,1,1,1,0,0,0,4,,1,216707,,,,1,1,1,1,1,1,2,1,0,0,0,0,0,0,134833,72895,25782,20427,253937,0,3876,2578,12634,3987,23075,0,17677,12520,11771,1095,43063,0,105911,26831,15362,2291,150395,0,325,638,126,0,1089,0,111221,44446,59081,29901,244649,0,81258,19504,25036,5332,131130,0,10566,3266,1363,1453,16648,0,3977,860,3188,577,8602,0,572,956,5615,3791,10934,0,0,469847,190363,0,0,1510000,300000,0,335000,0,10486000,0,0,0,0,0,7604000,1,0,580000,S,985000,S,11066000,S,12631000,S,0,0,338000,0,0,639000,0,2711000,417000,0,0,0,0,2163000,0,0,0,0,0,0,0,0,0,0,0,0,0,37500000,125000,0,0,0,0,0,0,0,0,0,37500000,125000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300000,0,28000000,0,0,0,53500000,0,7550000,0,0,0,0,0,0,0,0,53000000,0
3677,Utah State University,UT,1,1,1,0,0,0,4,,1,121621,,,,1,1,1,2,1,1,1,0,74892,30990,21447,327370,454699,0,50544,19209,6998,1605,78356,0,1588,0,0,0,1588,0,27483,7808,6446,1655,43392,0,101197,12023,19711,13161,146092,0,0,0,0,0,0,1,0,0,0,0,0,0,33656,9391,1846,4043,48936,0,1622,823,548,244,3237,0,905,0,71,0,976,0,0,0,0,0,0,1,1,S,1922,0,2120045,0,0,0,1617150,0,0,0,0,0,0,1,S,0,3,16969,267865,2647518,811911,1072708,3227015,3737195,4306791,0,3391757,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,30568988,88025,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,750000,120000,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,34500000,0,15000000,0,10000000,0,25000000,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3691,Middlebury College,VT,3,2,1,0,1,1,1,,1,1587,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,9300,2475,700,1100,13575,0,3050,725,325,575,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,2795,0,4107,0,0,0,0,0,0,0,7700,1500,775,1350,11325,0,3750,1400,525,850,6525,0,1075,150,250,1000,2475,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
3696,University of Vermont,VT,1,1,1,0,1,1,1,,1,88602,,,,1,1,1,1,1,1,1,1,20255,3511,6555,10861,41182,0,67801,20521,17247,3347,108916,0,0,0,167,0,167,0,898,602,309,0,1809,0,4518,1411,2414,2,8345,0,0,0,741,0,741,0,64464,9830,28871,16637,119802,0,17305,1200,1638,0,20143,0,2049,557,1319,1859,5784,0,62,0,914,0,976,0,0,0,0,0,0,0,0,188553,70996,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
3714,Hampton University,VA,1,2,1,1,0,0,3,,1,11067,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,14000,1000,500,0,15500,0,1600,90,100,0,1790,0,1000,50,100,0,1150,0,2800,140,100,0,3040,0,1600,90,100,0,1790,0,0,0,0,0,0,0,1600,90,100,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,90,100,0,1790,0,1,S,600,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,398000,S,0,S,0,S,398000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398000,0,0,0,0,0,0,1,S,S
