INST_ID,INST_NAME,STATE_INST,HDG_ID,TOC_ID,PROG_TYPE,HBCU_FLAG,EPSCOR_FLAG,IDEA_FLAG,REGION,BIO_KIND,S_STATUS_ID,L1400_tot,Total_number,Total_Amount,occ,P1Q01A,P1Q01B,P1Q01C,P1Q01D,P1Q01E,P1Q01F,P1Q01G,P1Q01H,P1Q02A1,P1Q02A2,P1Q02A3,P1Q02A4,P1Q02A5,P1Q02ABX,P1Q02B1,P1Q02B2,P1Q02B3,P1Q02B4,P1Q02B5,P1Q02BBX,P1Q02C1,P1Q02C2,P1Q02C3,P1Q02C4,P1Q02C5,P1Q02CBX,P1Q02D1,P1Q02D2,P1Q02D3,P1Q02D4,P1Q02D5,P1Q02DBX,P1Q02E1,P1Q02E2,P1Q02E3,P1Q02E4,P1Q02E5,P1Q02EBX,P1Q02F1,P1Q02F2,P1Q02F3,P1Q02F4,P1Q02F5,P1Q02FBX,P1Q02G1,P1Q02G2,P1Q02G3,P1Q02G4,P1Q02G5,P1Q02GBX,P1Q02H1,P1Q02H2,P1Q02H3,P1Q02H4,P1Q02H5,P1Q02HBX,P1Q02I1,P1Q02I2,P1Q02I3,P1Q02I4,P1Q02I5,P1Q02IBX,P1Q02J1,P1Q02J2,P1Q02J3,P1Q02J4,P1Q02J5,P1Q02JBX,P1Q02K1,P1Q02K2,P1Q02K3,P1Q02K4,P1Q02K5,P1Q02KBX,P1Q03BX,P1Q03,P1Q04,P1Q07BX,P1Q07A1,P1Q07B1,P1Q07C1,P1Q07D1,P1Q07E1,P1Q07F1,P1Q07G1,P1Q07H1,P1Q07I1,P1Q07J1,P1Q07K1,P1Q08BX,P1Q08,P1Q09BX,P1Q09,P1Q10A1,P1Q10A2,P1Q10B1,P1Q10B2,P1Q10C1,P1Q10C2,P1Q10T1,P1Q10T2,P1Q12BX,P1Q12A1,P1Q12B1,P1Q12C1,P1Q12D1,P1Q12E1,P1Q12F1,P1Q12G1,P1Q12H1,P1Q12I1,P1Q12J1,P1Q12K1,P1Q13BX,P1Q13,P1Q14BX,P1Q14A1,P1Q14A2,P1Q14B1,P1Q14B2,P1Q14C1,P1Q14C2,P1Q14D1,P1Q14D2,P1Q14E1,P1Q14E2,P1Q14F1,P1Q14F2,P1Q14G1,P1Q14G2,P1Q14H1,P1Q14H2,P1Q14I1,P1Q14I2,P1Q14J1,P1Q14J2,P1Q14K1,P1Q14K2,P1Q15BX,P1Q15A1,P1Q15A2,P1Q16BX,P1Q16A1,P1Q16A2,P1Q16B1,P1Q16B2,P1Q16C1,P1Q16C2,P1Q16D1,P1Q16D2,P1Q16E1,P1Q16E2,P1Q16F1,P1Q16F2,P1Q16G1,P1Q16G2,P1Q16H1,P1Q16H2,P1Q16I1,P1Q16I2,P1Q16J1,P1Q16J2,P1Q16K1,P1Q16K2,P1Q17BX,P1Q17A1,P1Q17A2,P1Q18BX,P1Q18A1,P1Q18A2,P1Q18B1,P1Q18B2,P1Q18C1,P1Q18C2,P1Q18D1,P1Q18D2,P1Q18E1,P1Q18E2,P1Q18F1,P1Q18F2,P1Q18G1,P1Q18G2,P1Q18H1,P1Q18H2,P1Q18I1,P1Q18I2,P1Q18J1,P1Q18J2,P1Q18K1,P1Q18K2,P1Q19BX,P1Q19A1,P1Q19A2
1950,Wichita State University,KS,1,1,1,0,1,1,2,,1,18842,,,,1,1,1,2,0,1,1,0,0,0,0,0,0,0,10947,2619,840,1107,15513,0,959,89,1532,0,2580,0,4302,3159,536,0,7997,0,34215,12937,4202,0,51354,0,515,168,22,0,705,0,2601,0,2400,0,5001,0,21851,4159,1447,0,27457,0,932,1028,1490,1938,5388,0,6698,475,1704,0,8877,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,0,0,0,0,0,8650000,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,16000000,40600,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1960,Spalding University,KY,1,2,1,0,1,1,3,,8,1188,,,,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
1968,Kentucky State University,KY,3,1,1,1,1,1,3,,2,6188,,,,1,1,0,1,0,1,1,0,M,M,M,M,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,1200000,S,0,S,0,S,1200000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1977,Murray State University,KY,2,1,1,0,1,1,3,,1,2112,,,,1,1,1,1,0,1,0,0,M,M,M,M,110000,1,15000,1500,1500,0,18000,0,350,100,100,0,550,0,800,0,100,0,900,0,2776,1232,1680,0,5688,0,485,0,12554,0,13039,0,9993,11340,3046,20414,44793,0,7367,540,420,0,8327,0,M,M,M,M,1000,1,M,M,M,M,1400,1,21500,10000,2250,0,33750,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,4900000,S,0,S,4900000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,3500000,0,0,0,0,0,0,0,0,0,12500000,0,22500000,0,0,0,0,0,0,0,1,S,S
1999,University of Louisville,KY,1,1,1,0,1,1,3,,1,80974,,,,1,1,1,1,0,1,1,1,0,0,0,0,0,0,42780,10733,9230,150,62893,0,0,0,0,0,0,0,0,0,0,0,0,0,28045,576,9012,147,37780,0,0,0,463,0,463,0,78348,19644,28673,1557,128222,0,18624,3010,3027,1391,26052,0,5611,588,1101,0,7300,0,561,0,3546,0,4107,0,0,0,0,0,0,1,0,198325,0,0,0,0,0,0,0,0,1727000,677656,0,0,0,0,2403656,0,1,426200,0,338328,25000000,1640128,16367000,2404656,41367000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300000,34625,0,0,0,0,0,0,0,0,0,26300000,34625,0,0,0,0,3836335,0,0,0,0,0,0,0,0,21827000,3280356,0,0,3775934,1278778,0,0,0,0,0,0,0,0,0,0,0,19568480,0,0,0,0,0,19569480,0,0,98000000,64195000,0,19568480,0,0,0,0,0,0,0,0,0
2002,Western Kentucky University,KY,2,1,1,0,1,1,3,,1,5281,,,,1,1,1,1,0,2,0,0,1139,967,2761,0,4867,0,4527,88,6706,900,12221,0,781,0,2647,0,3428,0,3391,201,4984,1423,9999,0,2020,1105,2915,6040,12080,0,0,0,5021,0,5021,0,0,0,0,0,0,0,7955,943,8439,7535,24872,0,1244,124,300,0,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,7977328,S,0,S,7977328,0,0,0,0,0,0,0,0,3000000,0,0,0,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,28000,0,0,0,0,0,0,1,S,S,0,0,0,5500000,0,5500000,0,0,0,0,0,11000000,0,0,0,11000000,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2004,Dillard University,LA,3,2,1,1,1,1,3,,1,528,,,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4488,780,403,0,5671,0,842,0,165,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,275,0,3984,0,367,0,4351,0,6535,420,257,0,7212,0,1010,0,750,0,1760,0,400,0,660,0,1060,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,0,S,269100,S,269100,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2006,Grambling State University,LA,2,1,1,1,1,1,3,,1,2452,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9965,480,0,733,11178,0,648,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,0,0,0,5652,0,0,0,0,0,0,0,1600,0,0,0,1600,0,20600,0,0,0,20600,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,25000,0,25000,0,0,0,0,0,25000,0,25000,0,25000,0,25000,0,25000,0,25000,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2008,Louisiana Tech University,LA,1,1,1,0,1,1,3,,1,12110,,,,1,1,1,1,0,1,1,0,M,M,M,M,M,1,M,M,M,M,2049,1,M,M,M,M,M,1,0,0,0,0,0,0,M,M,M,M,M,1,M,M,M,M,M,1,0,0,0,0,0,0,M,M,M,M,M,1,M,M,M,M,M,1,M,M,M,M,241,1,M,M,M,M,M,1,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,1000000,5000,0,0,0,0,2000000,15000,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2010,"Louisiana State University, A & M College",LA,1,1,1,0,1,1,3,,1,198006,,,,1,1,1,1,0,1,1,0,98329,18640,37615,77940,232524,0,75958,19282,15436,2288,112964,0,4720,0,1550,324,6594,0,56447,4514,65120,29107,155188,0,129499,7264,42399,39373,218535,0,0,0,3202,675,3877,0,17120,1236,908,25554,44818,0,34611,3136,18181,5640,61568,0,7414,0,1839,1425,10678,0,7094,0,9035,1513,17642,0,0,0,269,256,525,0,1,S,0,0,321720,0,0,0,0,0,2548590,0,0,0,0,1,S,0,2,0,14923300,2870310,0,0,0,2870310,14923300,0,0,0,0,0,9731666,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,3080000,15400,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,6066666,0,6000000,0,5600000,0,0,0,47466666,0,5600000,0,2400000,0,0,0,0,0,5600000,0,5600000,0,1,S,S,0,8666666,0,13577221,0,0,0,11777221,0,7577221,0,20097000,0,22500000,0,4333333,0,0,0,0,0,0,0,1,S,S
2014,"Louisiana State University, Health Sciences Center",LA,1,1,1,0,1,1,3,,1,64167,,,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,68606,32802,9308,0,110716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114020,36319,59131,0,209470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225883,11613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71000000,255000,0,0,0,0,0,0,0,0,0,71000000,255000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,University of New Orleans,LA,1,1,1,0,1,1,3,,1,25062,,,,1,1,1,1,2,1,1,0,0,0,0,0,0,0,M,M,M,M,22515,1,M,M,M,M,1550,1,M,M,M,M,8508,1,0,0,0,0,0,0,M,M,M,M,2295,1,0,0,0,0,0,0,M,M,M,M,44320,1,M,M,M,M,5685,1,M,M,M,M,11394,1,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2020,University of Louisiana at Monroe,LA,1,1,1,0,1,1,3,,1,9811,,,,1,1,1,1,0,1,0,0,5105,585,547,0,6237,0,12408,1626,709,0,14743,0,0,0,152,0,152,0,722,0,98,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,15662,1262,25,0,16949,0,375,0,0,0,375,0,0,0,0,0,0,0,1393,0,521,0,1914,0,0,0,0,0,0,0,1,S,0,0,0,2000000,0,0,0,0,0,0,0,0,0,1,S,1,0,2000000,S,0,S,0,S,2000000,S,0,0,0,0,0,0,0,2000000,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,250000,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,1,S,S
2025,Southern University and A & M College at Baton Rou,LA,1,1,1,1,1,1,3,,1,10012,,,,1,1,1,1,0,1,0,0,3187,2115,2126,0,7428,0,5275,1534,1225,3086,11120,0,22794,500,57720,0,81014,0,5200,1300,3059,2000,11559,0,15167,6705,9724,3450,35046,0,2500,0,3600,0,6100,0,13786,0,404,0,14190,0,10188,5749,1776,1186,18899,0,2142,0,840,0,2982,0,4439,900,6854,4029,16222,0,9700,843,1322,3150,15015,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2026,Southern University at  New Orleans,LA,3,1,1,1,1,1,3,,1,937,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2962,2220,0,0,5182,0,884,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,1157,0,0,0,0,0,0,0,1157,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,1976,0,0,5538,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2029,Tulane University,LA,1,2,1,0,1,1,3,,1,102998,,,,1,1,1,1,0,1,1,1,0,0,0,0,0,0,66723,25731,10074,1661,104189,0,0,0,0,0,0,0,719,0,1351,0,2070,0,19756,4246,5248,0,29250,0,251,49,1130,893,2323,0,54109,25314,15618,580,95621,0,21061,1702,2369,595,25727,0,1556,91,275,0,1922,0,0,0,681,0,681,0,29267,16248,26295,545,72355,0,0,154577,0,0,0,0,0,0,0,0,2001039,0,0,0,3515000,0,2001039,1,0,1465000,S,0,S,4051039,S,5516039,S,0,0,0,0,0,0,0,0,0,0,0,6284401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,University of Louisiana at Lafayette,LA,1,1,1,0,1,1,3,,1,47796,,,,1,1,1,1,2,1,0,0,7013,1166,1421,0,9600,0,28195,3614,16841,416776,465426,0,6591,5193,11194,0,22978,0,0,0,0,0,0,0,53546,8401,18390,1461,81798,0,2417,408,2733,0,5558,0,26036,11381,3687,1413,42517,0,70072,5193,46841,277,122383,0,1429,520,3627,0,5576,0,1336,562,2999,0,4897,0,0,0,0,0,0,0,1,S,0,0,0,2143516,0,0,0,0,0,275000,0,0,0,1,S,1,0,535779,S,0,S,1882737,S,2418516,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,6925176,44550,7000000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,1,S,S
2032,Xavier University of Louisiana,LA,1,2,1,1,1,1,3,,1,6413,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4063,300,400,0,4763,0,1000,200,200,0,1400,0,0,0,0,0,0,0,500,100,0,0,600,0,900,0,200,0,1100,0,0,0,0,0,0,0,6363,200,1000,0,7563,0,120,0,0,0,120,0,0,0,0,0,0,0,8996,400,300,0,9696,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2036,Bates College,ME,3,2,1,0,1,1,1,,2,1217,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6310,2281,465,1767,10823,0,0,0,0,0,0,0,2152,814,214,1032,4212,0,0,0,0,0,0,0,0,0,280,0,280,0,793,0,112,751,1656,0,4601,2241,539,1972,9353,0,0,0,336,0,336,0,0,0,1176,0,1176,0,388,0,168,0,556,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2038,Bowdoin College,ME,3,2,1,0,1,1,1,,1,1176,,,,1,1,2,2,0,1,1,0,0,0,0,4008,4008,0,10167,2704,2654,0,15525,0,0,0,978,0,978,0,3091,1061,2029,0,6181,0,0,0,0,0,0,0,0,0,1541,0,1541,0,0,0,0,0,0,0,8302,5726,3631,0,17659,0,996,0,1190,0,2186,0,1255,0,6253,0,7508,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,0,S,2263000,S,2263000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2039,Colby College,ME,3,2,1,0,1,1,1,,1,2929,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7300,1133,931,563,9927,0,51,0,266,0,317,0,1810,148,500,0,2458,0,0,0,0,0,0,0,194,0,704,0,898,0,0,0,0,0,0,0,5793,1178,1156,0,8127,0,3129,640,799,0,4568,0,111,0,3127,0,3238,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2053,"University of Maine, All Campuses",ME,1,1,1,0,1,1,1,,1,62149,,,,1,1,0,1,1,1,1,0,94983,111724,596,0,207303,0,40287,8102,292,0,48681,0,264,124,122,0,510,0,24615,9568,524,0,34707,0,96787,33943,429,0,131159,0,0,0,36,0,36,0,0,0,0,0,0,0,7228,6963,114,0,14305,0,9769,2686,42,0,12497,0,893,229,128,0,1250,0,0,0,0,0,0,0,1,S,13691,0,0,0,0,4200000,2725000,0,0,15125000,0,0,0,1,S,0,2,0,0,0,0,22050000,17395293,22050000,17395293,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,23000000,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2062,Bowie State University,MD,3,1,1,1,0,0,3,,1,2330,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1104,276,0,0,1380,0,3069,0,292,0,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,1300000,S,100000,S,1400000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2077,Johns Hopkins University,MD,1,2,1,0,0,0,3,,1,1140235,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,44596,5717,11162,2036,63511,0,4787,205,1448,0,6440,0,122153,16410,100648,1246,240457,0,166206,50038,133609,604,350457,0,13016,520,1344,190,15070,0,444917,157313,96310,97531,796071,0,92797,18571,41073,0,152441,0,13859,2359,4987,0,21205,0,0,0,10800,146,10946,0,40142,5878,49734,0,95754,0,0,783287,74716,0,0,0,0,2044000,0,0,7335576,0,0,0,0,0,7335576,0,5,2044000,815000,0,25000000,7335576,88286248,9379576,114101248,0,0,0,0,0,0,0,12708750,0,0,0,0,0,12708750,0,0,0,1860000,13375,25000000,40300,36466000,145865,8154000,58662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Loyola College in Maryland,MD,1,2,1,0,0,0,3,,2,1140,,,,1,1,1,2,0,1,0,0,0,0,0,0,0,0,M,M,2971,292,5413,1,2535,0,2451,0,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,2047,0,2611,0,0,0,0,0,0,0,2359,190,3411,0,5960,0,0,0,0,0,0,0,0,0,12750,0,12750,0,760,0,3577,0,4337,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2083,Morgan State University,MD,1,1,1,1,0,0,3,,1,1674,,,,1,1,1,1,0,1,0,0,2800,0,135,0,2935,0,15052,6319,3871,2420,27662,0,2097,582,677,0,3356,0,0,0,0,0,0,0,23560,11055,7415,0,42030,0,516,546,1915,0,2977,0,0,0,0,0,0,0,28380,4100,2975,0,35455,0,3260,546,2845,0,6651,0,1370,0,3158,0,4528,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,14900000,S,0,S,14900000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
2099,Towson University,MD,1,1,1,0,0,0,3,,1,2449,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8053,1421,1120,0,10594,0,0,0,640,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,1225,0,0,0,0,0,0,0,6122,680,560,0,7362,0,2666,296,1838,0,4800,0,0,0,7918,0,7918,0,0,0,0,0,0,0,1,S,7918,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
