,YEAR,INST_ID,INST_NAME,INST_STATE,TOC_CODE,EXP_TOT,NASF_AG,NASF_BIO,NASF_COS,NASF_ENG,NASF_HLTH,NASF_MATH,NASF_GEO,NASF_PHY,NASF_PSY,NASF_SOC,NASF_OTH,NASF_MED,RR_AG,RR_BIO,RR_COS,RR_ENG,RR_HLTH,RR_MATH,RR_GEO,RR_PHY,RR_PSY,RR_SOC,RR_OTH,RR_MED,RR_FED,RR_STA,RR_INST,RR_TFUND,NC_FED,NC_STA,NC_INST,NC_TFUND,NASF_NR,RR_NR,NASF_CLIN_TRIAL
1051,2009,3032,"Frontier Science and Technology Research Foundation, Inc.",MA,,.,0.0,0,0.0,0.0,65000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,495000,0,0,0,0,0,0,0,0,0,495000,495000,0,0,0,0,,,
1052,2009,3033,Fox Chase Cancer Center,PA,,.,0.0,204956,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,3055758,0,0,0,0,0,0,0,0,0,0,0,0,3055758,3055758,0,0,0,0,,,
1053,2009,3035,Cedars-Sinai Medical Center,CA,,.,0.0,0,0.0,0.0,208726.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1054,2009,3036,"Friends Research Institute, Inc.",MD,,.,0.0,4688,133.0,0.0,0.0,108.0,0.0,0.0,186,2732.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1055,2009,3037,Family Health International,NC,,.,0.0,0,0.0,0.0,89507.0,0.0,0.0,0.0,0,35000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1056,2009,3038,Allegheny-Singer Research Institute,PA,,.,0.0,70000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1057,2009,3041,Monell Chemical Senses Center,PA,,.,6635.0,47075,0.0,0.0,0.0,0.0,0.0,5600.0,9210,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1058,2009,3042,Dana-Farber Cancer Institute,MA,,.,0.0,297736,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,13178419,0,0,0,0,0,0,0,0,0,0,0,0,13178419,13178419,0,0,6220400,6220400,,,
1059,2009,3043,Research Institute at Nationwide Children's Hospital,OH,,.,0.0,189637,0.0,0.0,7345.0,0.0,0.0,0.0,2858,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1060,2009,3045,Children's Hospital of Philadelphia,PA,,.,0.0,404056,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1019000,0,0,0,0,0,0,0,0,0,0,0,0,1019000,1019000,0,0,0,0,,,
1061,2009,3046,Children's Hospital,MA,,.,0.0,294165,2892.0,0.0,45137.0,0.0,0.0,0.0,1479,0.0,0.0,0,0,3994815,0,0,0,0,0,0,0,0,0,0,0,0,3994815,3994815,0,0,0,0,,,
1062,2009,3047,"Children's Hospital Pittsburgh, UPMC Health System",PA,,.,0.0,179644,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1063,2009,3048,Children's Hospital and Research Center Oakland,CA,,.,0.0,80000,0.0,0.0,1800.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1064,2009,3049,Children's National Medical Center/Children's Research Institute,DC,,.,0.0,82165,0.0,0.0,4620.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1065,2009,3051,Children's Memorial Hospital,IL,,.,0.0,47800,0.0,0.0,17000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1066,2009,3052,The Children's Mercy Hospital,MO,,.,0.0,37000,100.0,0.0,32000.0,240.0,0.0,0.0,360,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1067,2009,3053,Seattle Children's Hospital,WA,,.,0.0,164000,0.0,0.0,32000.0,0.0,0.0,0.0,3000,0.0,0.0,0,0,30000000,0,0,0,0,0,0,0,0,0,0,0,3000000,27000000,30000000,0,0,0,0,,,
1068,2009,3054,J. David Gladstone Institutes,CA,,.,0.0,157410,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1563090,0,0,0,0,0,0,0,0,0,0,0,723303,839787,1563090,0,0,0,0,,,
1069,2009,3055,National Bureau of Economic Research,MA,,.,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,11328.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1070,2009,3057,New York State Psychiatric Institute,NY,,.,0.0,53000,1500.0,0.0,50000.0,1000.0,0.0,0.0,16000,11000.0,0.0,0,0,3810000,760000,0,3800000,0,0,0,760000,380000,0,0,0,8760000,750000,9510000,0,0,0,0,,,
1071,2009,3059,Institute for Basic Research in Developmental Disabilities,NY,,.,0.0,104118,0.0,0.0,0.0,0.0,0.0,0.0,13248,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1072,2009,3060,Public Health Institute,CA,,.,0.0,0,0.0,0.0,4500.0,0.0,0.0,0.0,0,6000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1073,2009,3063,Center for Molecular Medicine and Immunology,NJ,,.,0.0,24137,91.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1074,2009,3064,Whitehead Institute for Biomedical Research,MA,,.,0.0,196658,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4017567,0,0,0,0,0,0,0,0,0,0,0,0,4017567,4017567,0,0,0,0,,,
1075,2009,3065,New York Blood Center,NY,,.,0.0,62358,0.0,0.0,0.0,0.0,0.0,0.0,0,10084.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1076,2009,3066,Ernest Gallo Clinic and Research Center,CA,,.,0.0,69434,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,340102,0,0,0,0,0,0,0,0,0,0,0,0,340102,340102,0,0,0,0,,,
1077,2009,3069,Smith-Kettlewell Eye Research Institute,CA,,.,0.0,1755,1320.0,2555.0,9696.0,284.0,0.0,0.0,1307,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1078,2009,3071,Pacific Institute for Research and Evaluation,MD,,.,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2252,7486.0,3900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1079,2009,3072,McLean Hospital,MA,,.,0.0,0,0.0,0.0,78815.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1600000,0,0,0,0,0,0,0,0,0,1600000,1600000,0,0,0,0,,,
1080,2009,3073,St. Joseph's Hospital and Medical Center,AZ,,.,0.0,17336,6100.0,3200.0,23250.0,3500.0,0.0,0.0,4000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1081,2009,3075,Sun Health Research Institute,AZ,,.,0.0,0,0.0,0.0,68000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1082,2009,3077,Joslin Diabetes Center,MA,,.,0.0,83368,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1083,2009,3078,Weis Center for Research-Geisinger Clinic,PA,,.,0.0,30320,0.0,0.0,12944.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1084,2009,3079,Minneapolis Medical Research Foundation,MN,,.,0.0,0,0.0,0.0,59789.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1085,2009,3081,"National Development and Research Institutes, Inc.",NY,,.,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,44000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1086,2009,3084,"Kennedy Krieger Research Institute, Inc.",MD,,.,0.0,0,0.0,0.0,114889.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236367,1000000,24627787,25864154,,,
1087,2009,3086,Torrey Pines Institute for Molecular Studies,CA,,.,0.0,55172,0.0,0.0,0.0,0.0,0.0,7140.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1088,2009,3087,Doheny Eye Institute,CA,,.,0.0,0,0.0,0.0,90306.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,3200000,0,0,0,0,0,0,0,0,0,3200000,3200000,0,0,0,0,,,
1089,2009,3089,Aaron Diamond AIDS Research Center,NY,,.,0.0,12660,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1090,2009,3091,La Jolla Institute for Allergy and Immunology,CA,,.,0.0,43653,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610000,1610000,,,
1091,2009,3092,"Los Angeles Biomedical Research Institute at Harbor, UCLA Medical Center",CA,,.,0.0,255771,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6917226,6917226,,,
1092,2009,3093,Providence Portland Medical Center,OR,,.,0.0,37361,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1093,2009,3094,Forsyth Institute,MA,,.,0.0,72830,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1094,2009,3095,John Wayne Cancer Institute,CA,,.,0.0,23281,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1095,2009,3096,"California Pacific Medical Center, Pacific Campus",CA,,.,0.0,73800,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,750000,750000,0,0,0,0,,,
1096,2009,3098,Baylor Research Institute,TX,,.,0.0,73435,0.0,0.0,57714.0,0.0,0.0,0.0,0,0.0,5383.0,0,0,3535402,0,0,254494,0,0,0,0,0,0,0,0,0,3789896,3789896,0,0,0,0,,,
1097,2009,3100,Winifred Masterson Burke Medical Research Institute,NY,,.,0.0,42565,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,6700000,0,0,0,0,0,0,0,0,0,0,0,0,6700000,6700000,0,0,0,0,,,
1098,2009,3101,Lankenau Institute for Medical Research,PA,,.,0.0,48249,0.0,0.0,3596.0,0.0,0.0,0.0,0,0.0,0.0,0,0,251963,0,0,0,0,0,0,0,0,0,0,0,0,251963,251963,0,0,0,0,,,
1099,2009,3104,Center for Health Studies,WA,,.,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,57602.0,0,0,0,0,0,0,0,0,0,0,0,1408500,0,0,1408500,0,1408500,0,0,0,0,,,
1100,2009,3105,Buck Institute for Age Research,CA,,.,0.0,57750,3456.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1903649,0,0,0,0,0,0,0,0,0,0,0,1497000,406649,1903649,0,0,0,0,,,
1101,2009,3106,Infectious Disease Research Institute,WA,,.,0.0,24300,300.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1102,2009,3107,"Haskins Laboratories, Inc.",CT,,.,0.0,5000,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1103,2009,3114,Boston Medical Center,MA,,.,0.0,0,0.0,0.0,194926.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1104,2009,3115,Via Christi Regional Medical Center-St. Francis Campus,KS,,.,0.0,0,0.0,2763.0,9983.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1105,2009,3120,Roswell Park Cancer Institute Corporation,NY,,.,0.0,241000,1600.0,0.0,76800.0,10100.0,0.0,0.0,400,0.0,99800.0,0,0,12488000,0,0,2888000,0,0,0,0,0,8455000,0,481000,18000000,5350000,23831000,0,0,0,0,,,
1106,2009,3123,Medstar Health Research Institute,MD,,.,0.0,0,3000.0,0.0,54000.0,1000.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1107,2009,3124,Hospital for Special Surgery,NY,,.,0.0,51000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1108,2009,3125,Institute for Systems Biology,WA,,.,0.0,47678,1058.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1109,2009,3129,Vaccine Research Institute of San Diego,CA,,.,0.0,11500,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1110,2009,3130,Puget Sound Blood Center,WA,,.,0.0,22000,0.0,0.0,1400.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1111,2009,3131,Pacific Health Research Institute,HI,,.,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1112,2009,3132,Cold Spring Harbor Laboratory,NY,,.,19480.0,132146,6799.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,900000,,,
1113,2009,3133,House Ear Institute,CA,,.,8405.0,48303,1687.0,741.0,2130.0,100.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1114,2009,3134,Maine Medical Center,ME,,.,0.0,80611,0.0,0.0,7666.0,0.0,0.0,0.0,7200,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1115,2009,3135,Marine Biological Laboratory,MA,,.,19200.0,64120,4240.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,293020,25374180,0,0,0,0,0,0,0,0,0,0,0,10000000,15667200,25667200,0,0,692367,692367,,,
1116,2009,3136,Marshfield Clinic,WI,,.,0.0,29612,0.0,0.0,10029.0,0.0,0.0,0.0,0,0.0,7767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1117,2009,3137,Massachusetts Eye and Ear Infirmary,MA,,.,0.0,20000,0.0,2000.0,64720.0,0.0,0.0,0.0,0,0.0,0.0,0,0,261000,0,0,0,0,0,0,0,0,0,0,0,0,261000,261000,0,0,0,0,,,
1118,2009,3138,Massachusetts General Hospital,MA,,.,0.0,1069568,8982.0,20193.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,16048127,0,0,0,0,0,0,0,0,0,0,0,0,16048127,16048127,0,0,0,0,,,
1119,2009,3139,Hauptman-Woodward Medical Research Institute,NY,,.,0.0,40000,8000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1120,2009,3141,Sloan-Kettering Institute for Cancer Research,NY,,.,0.0,415830,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1182000,0,0,0,0,0,0,0,0,0,0,0,0,1182000,1182000,0,0,0,0,,,
1121,2009,3143,BloodCenter of Wisconsin,WI,,.,0.0,85000,0.0,0.0,15000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1122,2009,3144,Miriam Hospital,RI,,.,0.0,0,0.0,0.0,15000.0,0.0,0.0,0.0,45000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1123,2009,3145,Montefiore Medical Center,NY,,.,0.0,0,0.0,0.0,46600.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,550000,0,0,0,0,0,0,0,0,0,550000,550000,0,0,0,0,,,
1124,2009,3146,Mount Desert Island Biological Laboratory,ME,,.,0.0,20566,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1125,2009,3147,Mount Sinai Medical Center (Miami Beach),FL,,.,0.0,28090,0.0,2000.0,6544.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1126,2009,3148,National Jewish Medical and Research Center,CO,,.,0.0,36967,0.0,0.0,103742.0,0.0,0.0,0.0,3579,0.0,0.0,0,0,728469,0,0,434068,0,0,0,0,0,0,0,0,0,1162537,1162537,0,0,0,0,,,
1127,2009,3151,Wadsworth Center,NY,,.,0.0,351500,300.0,1300.0,5050.0,700.0,29500.0,400.0,0,0.0,0.0,0,0,2752000,0,0,0,0,0,0,0,0,0,0,0,2752000,0,2752000,0,0,0,0,,,
1128,2009,3152,Oklahoma Medical Research Foundation,OK,,.,0.0,288313,2614.0,0.0,6543.0,0.0,0.0,0.0,0,0.0,0.0,0,0,351097,0,0,0,0,0,0,0,0,0,0,0,0,351097,351097,2003831,8587846,4958623,15550300,,,
1129,2009,3153,Oregon Research Institute,OR,,.,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1130,2009,3154,Pacific Northwest Research Institute,WA,,.,0.0,30413,0.0,0.0,812.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1131,2009,3156,Huntington Medical Research Institutes,CA,,.,0.0,33184,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1132,2009,3157,Population Council,NY,,.,0.0,32160,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1133,2009,3159,The Immune Disease Institute,MA,,.,0.0,72841,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1360000,0,0,0,0,0,0,0,0,0,0,0,0,1360000,1360000,0,0,0,0,,,
1134,2009,3160,Women and Infants Hospital,RI,,.,0.0,0,0.0,0.0,44221.0,0.0,0.0,0.0,14192,0.0,0.0,0,0,0,0,0,252944,0,0,0,0,0,0,0,0,0,252944,252944,0,0,0,0,,,
1135,2009,3161,Rand Corporation,CA,,.,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1136,2009,3163,RTI International,NC,,.,0.0,56179,0.0,47374.0,8294.0,96010.0,0.0,28321.0,0,24745.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1137,2009,3164,Schepens Eye Research Institute,MA,,.,0.0,80800,0.0,1665.0,440.0,0.0,0.0,0.0,0,0.0,1120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1138,2009,3165,Rhode Island Hospital,RI,,.,0.0,0,0.0,0.0,148000.0,0.0,0.0,0.0,22000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1139,2009,3166,Roger Williams Medical Center,RI,,.,0.0,47690,0.0,0.0,11200.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1140,2009,3167,Jackson Laboratory,ME,,.,0.0,187217,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,3541920,0,0,0,0,0,0,0,0,0,0,0,1136025,2405895,3541920,0,0,0,0,,,
1141,2009,3168,Salk Institute for Biological Studies,CA,,.,0.0,202398,2405.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,11894352,0,0,0,0,0,0,0,0,0,0,8233535,0,3660817,11894352,0,0,0,0,,,
1142,2009,3169,Scripps Research Institute,CA,,.,0.0,987879,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,8773001,0,0,0,0,0,0,0,0,0,0,0,0,8773001,8773001,0,0,0,0,,,
1143,2009,3172,Southwest Foundation for Biomedical Research,TX,,.,0.0,346786,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,921630,0,0,0,0,0,0,0,0,0,0,375900,0,545730,921630,0,0,0,0,,,
1144,2009,3173,St. Jude Children's Research Hospital,TN,,.,0.0,228685,0.0,0.0,191092.0,0.0,0.0,55475.0,10210,0.0,0.0,0,0,1923544,0,0,1371454,0,0,404883,327543,0,0,0,932418,0,3095006,4027424,0,0,0,0,,,
1145,2009,3174,SRI International,CA,,.,0.0,118000,34000.0,132000.0,0.0,0.0,58000.0,58000.0,0,49000.0,0.0,0,0,365000,1750000,2300000,0,0,0,2000000,0,0,0,0,0,0,6415000,6415000,0,3000000,0,3000000,,,
1146,2009,3176,"Trudeau Institute, Inc.",NY,,.,0.0,48310,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429851,4710889,4459560,12600300,,,
1147,2009,3177,Benaroya Research Institute at Virginia Mason,WA,,.,0.0,47754,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1148,2009,3178,Wistar Institute,PA,,.,0.0,87500,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,3891000,0,0,0,0,0,0,0,0,0,0,0,0,3891000,3891000,0,0,0,0,,,
1149,2009,3180,Hebrew SeniorLife,MA,,.,0.0,0,0.0,0.0,6983.0,0.0,0.0,0.0,0,5661.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1150,2009,4002,Arkansas Children's Hospital Research Institute,AR,,.,0.0,144014,0.0,0.0,0.0,1793.0,0.0,0.0,0,0.0,0.0,0,0,1464660,0,0,0,0,0,0,0,0,0,0,0,0,1464660,1464660,0,0,0,0,,,
1151,2009,4007,Legacy Emanuel Hospital and Health Center,OR,,.,0.0,13425,0.0,2050.0,28672.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1152,2009,4012,Ludwig Institute for Cancer Research,NY,,.,0.0,25956,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1153,2009,4013,"JAEB Center for Health Research, Inc.",FL,,.,0.0,0,0.0,0.0,19143.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1154,2009,4017,H. Lee Moffitt Cancer Center and Research Institute,FL,,.,0.0,184247,0.0,0.0,0.0,735.0,0.0,4882.0,0,7199.0,0.0,0,0,5381000,0,0,0,0,0,1238000,0,0,0,0,0,0,6619000,6619000,0,0,0,0,,,
1155,2009,4018,NorthShore University HealthSystem,IL,,.,0.0,104460,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1156,2009,4020,The Feinstein Institute for Medical Research,NY,,.,0.0,185000,0.0,0.0,0.0,0.0,0.0,0.0,210000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1157,2009,4021,Stowers Institute for Medical Research,MO,,.,0.0,183965,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,19164935,0,0,0,0,0,0,0,0,0,0,0,0,19164935,19164935,0,0,0,0,,,
1158,2009,4024,La Jolla Bioengineering Institute,CA,,.,0.0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1159,2009,4026,St. Luke's-Roosevelt Institute for Health Sciences,NY,,.,0.0,35000,0.0,0.0,66000.0,0.0,0.0,0.0,3000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1160,2009,4028,Kaiser Permanente-Division of Research,CA,,.,0.0,800,2000.0,0.0,100000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1161,2009,4029,Kaiser Permanente-Center for Health Research,OR,,.,0.0,15000,7000.0,0.0,7000.0,7000.0,0.0,0.0,7000,2000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1162,2009,4031,Mayo Clinic and College of Medicine,MN,,.,0.0,635336,13179.0,21800.0,15048.0,26607.0,0.0,0.0,1684,0.0,0.0,700475,0,6300000,954000,0,4180000,0,0,0,0,0,0,11434000,0,0,11434000,11434000,0,0,0,0,,,
1163,2009,4032,Mayo Clinic-Scottsdale,AZ,,.,0.0,85000,0.0,0.0,21000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1164,2009,4033,Mayo Clinic-Jacksonville,FL,,.,0.0,75000,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,0.0,0,0,580000,0,0,250000,0,0,0,0,0,0,0,0,0,830000,830000,0,0,0,0,,,
