YEAR,INST_ID,INST_NAME,SUBMISSION_FLAG,FICE,INST_TYPE,INST_STATE,HDG_CODE,TOC_CODE,HBCU_FLAG,AAMC_FLAG,AACOM_flag,MED_SCHOOL_FLAG,EPSCOR_FLAG,IDEA_FLAG,REGION,EXP_TOT_2012,P1Q1A,P1Q1B,P1Q1C,P1Q1D,P1Q1E,P1Q1F,P1Q1G,P1Q1H,P1Q1J,P1Q2AGRX,P1Q2AGR,P1Q2BIOX,P1Q2BIO,P1Q2COSX,P1Q2COS,P1Q2ENGX,P1Q2ENG,P1Q2HLTHX,P1Q2HLTH,P1Q2MATHX,P1Q2MATH,P1Q2PHY1X,P1Q2PHY1,P1Q2PHY2X,P1Q2PHY2,P1Q2PSYX,P1Q2PSY,P1Q2SOCX,P1Q2SOC,P1Q2OTHX,P1Q2OTH,P1Q4,P1Q5Box,P1Q5,P1Q7Box,P1Q7AGR,P1Q7BIO,P1Q7COS,P1Q7ENG,P1Q7HLTH,P1Q7MATH,P1Q7PHY1,P1Q7PHY2,P1Q7PSY,P1Q7SOC,P1Q7OTH,P1Q8Box,P1Q8,P1Q9Box,P1Q9,P1Q10A1,P1Q10B1,P1Q10C1,P1Q10TOT1,P1Q10A2,P1Q10B2,P1Q10C2,P1Q10TOT2,P1Q11Box,P1Q11AGR,P1Q11BIO,P1Q11COS,P1Q11ENG,P1Q11HLTH,P1Q11MATH,P1Q11PHY1,P1Q11PHY2,P1Q11PSY,P1Q11SOC,P1Q11OTH,P1Q12Box,P1Q12,P1Q13Box,P1Q13AGR_1,P1Q13BIO_1,P1Q13COS_1,P1Q13ENG_1,P1Q13HLTH_1,P1Q13MATH_1,P1Q13PHY1_1,P1Q13PHY2_1,P1Q13PSY_1,P1Q13SOC_1,P1Q13OTH_1,P1Q13AGR_2,P1Q13BIO_2,P1Q13COS_2,P1Q13ENG_2,P1Q13HLTH_2,P1Q13MATH_2,P1Q13PHY1_2,P1Q13PHY2_2,P1Q13PSY_2,P1Q13SOC_2,P1Q13OTH_2,P1Q14Box,P1Q14A,P1Q14B,P1Q15Box,P1Q15AGR_1,P1Q15BIO_1,P1Q15COS_1,P1Q15ENG_1,P1Q15HLTH_1,P1Q15MATH_1,P1Q15PHY1_1,P1Q15PHY2_1,P1Q15PSY_1,P1Q15SOC_1,P1Q15OTH_1,P1Q15AGR_2,P1Q15BIO_2,P1Q15COS_2,P1Q15ENG_2,P1Q15HLTH_2,P1Q15MATH_2,P1Q15PHY1_2,P1Q15PHY2_2,P1Q15PSY_2,P1Q15SOC_2,P1Q15OTH_2,P1Q16Box,P1Q16A,P1Q16B,P1Q17Box,P1Q17AGR_1,P1Q17BIO_1,P1Q17COS_1,P1Q17ENG_1,P1Q17HLTH_1,P1Q17MATH_1,P1Q17PHY1_1,P1Q17PHY2_1,P1Q17PSY_1,P1Q17SOC_1,P1Q17OTH_1,P1Q17AGR_2,P1Q17BIO_2,P1Q17COS_2,P1Q17ENG_2,P1Q17HLTH_2,P1Q17MATH_2,P1Q17PHY1_2,P1Q17PHY2_2,P1Q17PSY_2,P1Q17SOC_2,P1Q17OTH_2,P1Q18Box,P1Q18A,P1Q18B,IP1Q1A,IP1Q1B,IP1Q1C,IP1Q1D,IP1Q1E,IP1Q1F,IP1Q1G,IP1Q1H,IP1Q1J,IP1Q2AGR,IP1Q2AGRX,IP1Q2BIO,IP1Q2BIOX,IP1Q2COS,IP1Q2COSX,IP1Q2ENG,IP1Q2ENGX,IP1Q2MATH,IP1Q2MATHX,IP1Q2HLTH,IP1Q2HLTHX,IP1Q2PHY1,IP1Q2PHY1X,IP1Q2PHY2,IP1Q2PHY2X,IP1Q2PSY,IP1Q2PSYX,IP1Q2SOC,IP1Q2SOCX,IP1Q2OTH,IP1Q2OTHX,IP1Q4,IP1Q5BOX,IP1Q5,IP1Q7AGR,IP1Q7BIO,IP1Q7COS,IP1Q7ENG,IP1Q7MATH,IP1Q7HLTH,IP1Q7PHY1,IP1Q7PHY2,IP1Q7PSY,IP1Q7SOC,IP1Q7OTH,IP1Q7BOX,IP1Q8BOX,IP1Q8,IP1Q9,IP1Q9BOX,IP1Q10A1,IP1Q10B1,IP1Q10C1,IP1Q10TOT1,IP1Q10A2,IP1Q10B2,IP1Q10C2,IP1Q10TOT2,IP1Q11AGR,IP1Q11BIO,IP1Q11COS,IP1Q11ENG,IP1Q11HLTH,IP1Q11MATH,IP1Q11PHY1,IP1Q11PHY2,IP1Q11PSY,IP1Q11SOC,IP1Q11OTH,IP1Q11BOX,IP1Q12BOX,IP1Q12,IP1Q13AGR_1,IP1Q13BIO_1,IP1Q13COS_1,IP1Q13ENG_1,IP1Q13HLTH_1,IP1Q13MATH_1,IP1Q13PHY1_1,IP1Q13PHY2_1,IP1Q13PSY_1,IP1Q13SOC_1,IP1Q13OTH_1,IP1Q13AGR_2,IP1Q13BIO_2,IP1Q13COS_2,IP1Q13ENG_2,IP1Q13HLTH_2,IP1Q13MATH_2,IP1Q13PHY1_2,IP1Q13PHY2_2,IP1Q13PSY_2,IP1Q13SOC_2,IP1Q13OTH_2,IP1Q13BOX,IP1Q14BOX,IP1Q14A,IP1Q14B,IP1Q15AGR_1,IP1Q15BIO_1,IP1Q15COS_1,IP1Q15ENG_1,IP1Q15HLTH_1,IP1Q15MATH_1,IP1Q15PHY1_1,IP1Q15PHY2_1,IP1Q15PSY_1,IP1Q15SOC_1,IP1Q15OTH_1,IP1Q15AGR_2,IP1Q15BIO_2,IP1Q15COS_2,IP1Q15ENG_2,IP1Q15HLTH_2,IP1Q15MATH_2,IP1Q15PHY1_2,IP1Q15PHY2_2,IP1Q15PSY_2,IP1Q15SOC_2,IP1Q15OTH_2,IP1Q15BOX,IP1Q16BOX,IP1Q16A,IP1Q16B,IP1Q17AGR_1,IP1Q17BIO_1,IP1Q17COS_1,IP1Q17ENG_1,IP1Q17HLTH_1,IP1Q17MATH_1,IP1Q17PHY1_1,IP1Q17PHY2_1,IP1Q17PSY_1,IP1Q17SOC_1,IP1Q17OTH_1,IP1Q17AGR_2,IP1Q17BIO_2,IP1Q17COS_2,IP1Q17ENG_2,IP1Q17HLTH_2,IP1Q17MATH_2,IP1Q17PHY1_2,IP1Q17PHY2_2,IP1Q17PSY_2,IP1Q17SOC_2,IP1Q17OTH_2,IP1Q17BOX,IP1Q18BOX,IP1Q18A,IP1Q18B
2013,1323,Baylor University,Y,3545,1,TX,1,2,0,0,0,0,0,0,3,8184,1,1,1,1,1,1,0,0,1,1,15375,1,43441,1,8714,1,60167,1,11121,1,10210,1,15159,1,80345,1,35526,1,990,1,15469,11121,0,S,1,0,2650862,0,10603446,2650862,0,0,10603446,0,0,0,0,S,0,0,284558,1267521,24956537,26508616,S,S,S,S,1,0,0,0,750000,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1324,Lamar University,Y,3581,1,TX,1,1,0,0,0,0,0,0,3,3570,1,1,1,1,0,1,2,0,0,0,0,1,5480,1,2504,1,26117,1,1165,1,1705,1,2892,1,10288,1,50,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1325,"University of North Texas, Denton",Y,3594,1,TX,1,1,0,0,0,0,0,0,3,40796,1,1,1,1,0,1,1,0,1,1,3277,1,71323,1,10858,1,48569,1,7962,1,1883,1,1023,1,62329,1,9114,1,6844,0,0,2139,0,S,1,0,3000000,0,11128276,0,0,0,4540000,0,0,0,0,S,1,3,1050000,14953591,2664685,18668276,0,4222217,1830000,6052217,1,0,6000000,0,25000000,0,0,0,0,0,0,0,0,S,1,0,0,0,25000000,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,25000000,0,0,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1326,University of Texas-Pan American,Y,3599,1,TX,1,1,0,0,0,0,0,0,3,6441,1,1,1,1,0,1,0,0,0,0,0,1,25046,1,3068,1,14356,0,0,0,0,1,341,1,11267,1,1440,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,0,0,0,0,0,0,0,70000000,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1327,Rice University,Y,3604,1,TX,1,2,0,0,0,0,0,0,3,115235,1,1,2,1,0,1,0,0,0,0,0,1,51279,1,7689,1,105358,0,0,1,5131,1,8898,1,84306,1,1904,1,1401,0,0,0,0,S,1,0,272000,0,444500,0,0,0,4687000,306000,0,308000,0,S,0,0,0,0,6017500,6017500,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1328,Sam Houston State University,Y,3606,1,TX,1,1,0,0,0,0,0,0,3,3643,1,1,1,0,0,1,2,0,2,1,10649,1,10888,1,530,0,0,0,0,0,0,1,2727,1,172,1,4710,1,6810,1,2806,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1329,Southern Methodist University,Y,3613,1,TX,1,2,0,0,0,0,0,0,3,20917,1,1,1,1,0,1,0,0,0,0,0,1,24063,1,11100,1,30640,1,3000,1,2513,1,21120,1,22639,1,12132,1,11487,0,0,0,0,S,1,0,0,0,440000,0,0,0,0,0,0,0,0,S,1,1,0,0,440000,440000,0,0,9800000,9800000,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,0,0,0,600000,0,0,0,0,0,0,15000000,0,0,0,5000,0,0,0,0,0,0,15000,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1330,Texas State University-San Marcos,Y,3615,1,TX,1,1,0,0,0,0,0,0,3,24285,1,1,1,1,0,1,2,2,2,1,4313,1,37828,1,2582,1,32225,1,3585,1,2312,0,0,1,46932,1,342,1,49034,1,13260,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1331,Stephen F. Austin State University,Y,3624,1,TX,1,1,0,0,0,0,0,0,3,3370,1,1,1,2,2,2,2,0,2,1,40000,1,10000,1,3000,0,0,1,10000,1,3000,1,30000,1,20000,1,3000,1,3000,0,0,3000,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1332,Prairie View A & M University,Y,3630,1,TX,1,1,1,0,0,0,0,0,3,14523,1,1,1,0,0,1,0,0,0,1,11991,1,14124,1,1503,1,22372,1,983,0,0,0,0,1,12271,1,564,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1333,Tarleton State University,Y,3631,1,TX,1,1,0,0,0,0,0,0,3,8646,1,1,1,1,1,1,0,0,0,1,3375,1,3649,0,0,1,7449,1,3531,1,189,1,3908,1,7058,0,0,1,3855,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1334,"Texas A&M University, College Station",Y,3632,1,TX,1,1,0,1,0,1,0,0,3,669968,1,1,1,1,1,1,1,1,1,1,557193,1,614156,1,24481,1,858297,1,298855,1,32911,1,53018,1,327880,1,40743,1,47461,1,40455,4005,1,249653,1,4607907,3105425,0,5560524,491524,746299,1024042,1157161,3438528,0,0,1,1406665,0,0,0,0,20131410,20131410,S,S,S,S,1,43124070,30594922,0,70866239,31018526,5537102,16827044,41159246,12544546,15421936,0,1,2522000,1,0,120000000,0,137000000,0,0,0,0,0,0,0,0,186860,0,226336,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3615000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3615000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1335,Texas Christian University,Y,3636,1,TX,1,2,0,0,0,0,0,0,3,5105,1,1,0,1,1,1,0,0,0,1,2930,1,13941,1,2865,1,10000,1,8500,1,2204,1,14572,1,27918,1,14235,1,1200,0,0,0,0,S,1,0,0,0,0,0,0,0,3300000,0,0,0,0,S,0,0,0,0,3300000,3300000,S,S,S,S,1,0,0,0,0,0,0,0,3000000,676000,0,1500000,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1337,Texas A&M University Kingsville,Y,3639,1,TX,1,1,0,0,0,0,0,0,3,14824,1,1,1,1,0,1,0,0,0,1,41197,1,21716,0,0,1,18012,0,0,0,0,0,0,1,11871,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1338,Texas Southern University,Y,3642,1,TX,1,1,1,0,0,0,0,0,3,4424,0,1,1,0,0,0,0,0,0,0,0,1,12778,1,4483,1,21200,1,19966,1,779,0,0,1,16126,1,248,1,5250,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,1,S,S,S,S,0,3734450,0,3734450,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1339,Texas Tech University,Y,3644,1,TX,1,1,0,0,0,0,0,0,3,105147,1,1,1,0,1,1,1,0,0,1,115382,1,96544,1,4003,1,221773,0,0,1,548,1,13526,1,63238,1,11458,1,7271,0,0,0,0,S,1,434000,8300000,0,265000,0,0,0,0,0,300000,0,0,S,1,1,0,999000,8300000,9299000,0,0,5196859,5196859,1,325000,0,0,0,0,0,0,0,0,9650000,0,0,S,1,14316135,0,0,0,0,0,0,0,0,0,0,45383,0,0,0,0,0,0,0,0,0,0,0,S,S,1,700000,0,0,0,0,0,0,270000,0,0,0,5400000,6675000,0,2798000,0,0,2580000,3736000,0,500000,0,0,S,S,1,0,7500000,0,122750000,0,0,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1340,Texas Woman's University,Y,3646,1,TX,1,1,0,0,0,0,0,0,3,3196,1,1,1,1,0,1,0,0,0,0,0,1,27912,0,0,0,0,1,28555,1,281,0,0,1,7293,1,706,1,212,1,2660,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,S,S,S,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,15000000,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1341,University of Houston,Y,3652,1,TX,1,1,0,0,0,0,0,0,3,105844,1,1,1,1,1,1,2,0,0,0,0,1,105913,1,12655,1,190405,1,59662,1,7005,1,41202,1,152307,1,21131,1,8631,1,7012,0,0,S,1,0,0,0,0,0,0,0,400000,0,0,0,0,S,0,0,0,0,400000,400000,S,S,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,S,1,0,0,0,12000000,21000000,0,0,0,0,0,0,0,0,0,26000,48000,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1342,University of Texas at Arlington,Y,3656,1,TX,1,1,0,0,0,0,0,0,3,64684,1,1,1,1,1,1,1,0,0,0,0,1,82233,1,27898,1,192876,1,13174,0,0,1,10217,1,111426,1,17173,1,1229,0,0,0,0,S,1,0,590608,0,2780787,0,0,258586,1632663,0,0,0,0,S,0,0,0,0,5262644,5262644,S,S,S,S,1,0,0,0,0,0,0,844509,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1343,University of Texas M. D. Anderson Cancer Center,Y,3657,1,TX,1,1,0,0,0,0,0,0,3,685814,1,1,0,1,1,1,1,0,1,0,0,1,1570566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263094,0,S,1,0,13025100,0,0,0,0,0,0,0,0,0,0,S,1,3,0,0,13025100,13025100,0,0,282200000,282200000,1,0,4064711,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
