,YEAR,INST_ID,INST_NAME,INST_STATE,NASF_AG,NASF_BIO,NASF_COS,NASF_ENG,NASF_HLTH,NASF_MATH,NASF_NR,NASF_GEO,NASF_PHY,NASF_PSY,NASF_SOC,NASF_CLIN_TRIAL,NASF_OTH,NASF_MED,RR_AG,RR_BIO,RR_COS,RR_ENG,RR_HLTH,RR_MATH,RR_NR,RR_GEO,RR_PHY,RR_PSY,RR_SOC,RR_OTH,RR_MED,RR_FED,RR_STA,RR_INST,RR_TFUND,NC_STA,NC_INST,NC_TFUND,EXP_TOT
282,2017,1338,Texas Southern University,TX,5465,1376,1064,6380,7414,1547,19015,556,5026,0,10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3764
283,2017,1339,Texas Tech University,TX,131705,98709,3031,239397,0,1278,16460,16061,60737,11736,5423,0,18897,0,0,1029500,325000,31428079,0,0,0,0,0,0,0,0,0,0,3294766,29487813,32782579,70453264,6546736,77000000,132766
284,2017,1340,Texas Woman's University,TX,0,43421,412,0,39485,474,0,0,6342,2032,322,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635
285,2017,1341,University of Houston,TX,0,101741,11059,226883,105230,18923,0,36715,106720,22074,5480,5491,28415,0,0,0,0,0,0,0,0,0,0,0,0,8471200,0,0,0,8471200,8471200,56000000,46000000,102000000,142081
286,2017,1342,University of Texas at Arlington,TX,0,68103,29069,210052,22243,6010,0,14344,94315,16649,1723,597,0,0,0,6762605,0,420750,0,0,0,0,347493,0,0,0,0,0,4852337,2678511,7530848,0,71000000,71000000,82355
287,2017,1343,University of Texas M. D. Anderson Cancer Center,TX,0,1686695,0,0,0,0,0,0,0,0,0,189655,0,0,0,157385773,0,0,0,0,0,0,0,0,0,0,0,2025150,75221000,80139623,157385773,0,0,0,852095
288,2017,1344,University of Texas at Austin,TX,0,193421,38872,449482,44086,3336,0,57504,161534,34859,25055,0,366579,10869,0,6146584,0,3815813,0,0,0,23513094,155408943,0,0,0,0,0,75000000,113884434,188884434,0,0,0,565708
289,2017,1345,University of Texas Health Science Center at San Antonio,TX,0,310098,0,0,303120,0,0,0,0,0,0,3672,0,424216,0,0,0,0,856730,0,0,0,0,0,0,0,856730,0,0,856730,856730,0,0,0,194885
290,2017,1346,University of Texas Southwestern Medical Center,TX,0,703857,0,0,491630,0,0,0,0,1640,0,17881,0,1197054,0,19417301,0,0,6548169,0,0,0,0,0,0,0,25965470,0,0,25965470,25965470,0,0,0,442666
291,2017,1347,University of Texas at El Paso,TX,0,83319,9675,64927,15176,3578,3897,11840,47900,24053,12310,0,2867,0,0,0,0,351000,0,0,0,0,960000,1836000,0,0,0,0,0,3147000,3147000,0,85424100,85424100,80981
293,2017,1350,University of Utah,UT,0,502708,59731,249417,656088,1637,0,86595,185461,22953,19806,7739,1826,469388,0,719353,2282705,3177501,54306118,0,0,310031,12154077,2415338,0,0,1341396,0,10211544,65153579,75365123,18232761,34912284,53145045,322670
294,2017,1351,Utah State University,UT,278689,80029,2576,264327,6556,471,49468,11973,1884,5086,2145,0,0,0,313517,0,0,0,0,0,0,0,0,0,0,0,0,0,313517,0,313517,7388095,31649811,39037906,178830
295,2017,1352,Middlebury College,VT,0,20476,1724,0,0,377,7731,9457,16031,10148,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822
296,2017,1353,University of Vermont,VT,24142,103508,1309,20392,71998,741,13065,2000,10912,4860,2069,7104,20775,146518,0,0,0,0,0,0,0,0,506825,0,0,0,0,0,0,506825,506825,0,11176836,11176836,115606
297,2017,1354,Hampton University,VA,0,1516,0,0,1986,0,0,3111,4465,0,0,0,0,0,0,0,0,0,460061,0,0,0,0,0,0,0,0,0,0,460061,460061,0,0,0,13572
298,2017,1356,James Madison University,VA,0,33737,1139,27845,16817,2934,0,6177,33560,6800,885,0,6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283
299,2017,1357,Old Dominion University,VA,4101,33992,4302,94104,26904,0,508,44894,36000,8648,450,673,11144,0,0,614000,0,638000,0,0,0,0,0,0,0,0,0,0,1252000,0,1252000,0,0,0,53097
300,2017,1358,Virginia Commonwealth University,VA,0,223578,4423,67776,257089,0,2966,0,24680,20605,3832,28554,26889,309353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44500000,49000000,93500000,202150
301,2017,1359,University of Richmond,VA,0,40793,12739,0,0,0,0,1200,38769,8439,0,0,0,0,0,0,0,0,0,0,0,0,0,2324417,0,0,0,0,0,2324417,2324417,0,0,0,2559
302,2017,1361,George Mason University,VA,0,93020,24041,29454,10774,1239,13347,19013,37435,26615,23751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3000000,92649
303,2017,1362,Virginia Polytechnic Institute and State University,VA,384572,227660,3829,468093,196444,1190,73694,20033,65217,9056,667,0,39185,0,0,4203572,3337258,1200000,1695085,0,0,0,0,0,0,0,0,0,336568,10099347,10435915,0,535000,535000,512333
304,2017,1363,Virginia State University,VA,57030,3257,1201,4016,0,0,0,0,312,4202,0,0,0,0,0,751811,0,787392,0,0,0,0,0,0,0,0,0,0,1539203,0,1539203,0,0,0,7948
305,2017,1364,Norfolk State University,VA,0,7100,8236,32354,0,0,0,0,480,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,300000,0,300000,0,0,0,7196
306,2017,1366,Central Washington University,WA,0,8465,2376,906,1322,0,0,9668,7595,10360,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364200,0,3364200,2751
307,2017,1367,Eastern Washington University,WA,0,23340,7864,14689,6200,2200,2800,5391,15727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276
308,2017,1369,Washington State University,WA,845731,301788,59679,231351,451150,5264,23055,20485,202844,29788,30965,14534,0,0,256728,0,0,720000,257400,0,0,753435,7113831,0,0,0,0,0,8123994,977400,9101394,1878974,0,1878974,307431
309,2017,1370,Western Washington University,WA,0,20956,6738,10798,8276,1651,9346,18308,26702,9426,5710,0,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7997
310,2017,1371,Marshall University,WV,15813,82032,7799,30207,23023,3914,0,8512,35346,2352,7403,0,44378,41829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18777
311,2017,1372,West Virginia State University,WV,8029,6551,2783,1617,0,2783,4500,725,1452,0,4102,0,0,0,822569,268392,0,0,0,0,251000,0,0,0,0,0,0,1341961,0,0,1341961,0,0,2681238,5224
312,2017,1373,West Virginia University,WV,231314,73877,17077,79086,52049,549,44746,6575,40085,2945,12100,7142,15356,103416,0,0,0,388796,3700000,0,0,0,0,0,0,0,3700000,0,0,4088796,4088796,0,0,0,164501
313,2017,1374,Marquette University,WI,561,33190,0,24522,12326,1441,0,0,8976,2493,276,3790,9611,0,0,0,0,0,0,0,0,0,0,0,0,1095329,0,0,0,1095329,1095329,0,828457,828457,21968
314,2017,1375,Milwaukee School of Engineering,WI,0,716,0,19465,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930
315,2017,1376,University of Wisconsin-Madison,WI,265437,726064,23454,427605,399301,7621,116159,125984,311799,266547,92856,19500,40703,593294,0,0,0,756000,0,0,0,0,810000,0,0,0,0,0,0,1566000,1566000,7043100,22190472,29233572,1051311
316,2017,1377,University of Wisconsin-Milwaukee,WI,0,52342,14345,94785,35000,2903,0,104925,71648,23359,22958,262,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,0,0,850000,0,850000,0,0,0,50661
318,2017,1380,University of Wisconsin-Stevens Point,WI,0,10386,0,0,0,0,9121,0,1792,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8139150,0,8139150,2757
319,2017,1381,University of Wyoming,WY,180061,96122,1383,132941,67630,0,1687,58082,45685,6840,17143,0,0,0,10300000,0,0,2250000,0,0,0,0,0,0,0,0,0,0,12550000,0,12550000,41871248,21735122,72335596,108552
320,2017,1382,University of Guam,GU,10500,11547,3220,130,3330,800,2680,1360,1000,750,1600,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,250000,0,0,0,7351
321,2017,1383,University of Puerto Rico-Mayaguez Campus,PR,323551,37022,1310,83166,0,3530,0,45709,55078,551,1676,0,0,0,0,0,0,1068557,0,0,0,500000,0,0,0,0,0,0,0,1568557,1568557,0,0,0,24908
322,2017,1384,University of Puerto Rico-Medical Sciences Campus,PR,0,345093,0,0,54783,0,0,0,0,200,0,24746,0,78023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46232
323,2017,1385,University of Central Florida,FL,7415,63004,23542,160487,119786,2047,26230,2868,48454,11883,20544,30716,0,81773,0,2800000,0,4500000,0,4500000,0,0,300000,0,0,0,0,0,7000000,5100000,12100000,0,60584228,60584228,187569
324,2017,1386,University of West Florida,FL,0,8346,195,2749,1064,0,11730,0,6382,2836,7637,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12310
325,2017,1387,"Teachers College, Columbia University",NY,0,0,0,0,15000,10000,0,0,0,25000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22868
326,2017,1388,City University of New York Graduate Center,NY,0,1000,4000,0,3500,4000,500,500,1000,9000,5000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854
327,2017,1389,University of Colorado at Denver and Anschutz Medical Campus,CO,0,153193,0,11619,613179,485,0,0,2622,34666,2162,17687,0,624675,0,0,0,0,1946928,0,0,0,0,0,0,0,1946928,0,0,1946928,1946928,0,0,0,432693
328,2017,1390,University of Colorado at Colorado Springs,CO,0,14860,4106,16944,5668,1098,0,0,14379,9496,4335,0,0,0,0,0,0,0,0,0,0,0,0,570431,0,0,0,0,0,570431,570431,0,0,0,5679
329,2017,1393,Oregon Health and Science University,OR,0,225903,0,32299,452144,0,0,0,0,2904,0,11885,0,335141,0,9495160,0,0,3862116,0,0,0,0,0,0,0,7389600,532516,0,12824760,13357276,131789474,17210526,149000000,329414
330,2017,1394,Baylor College of Medicine,TX,0,840329,0,0,108152,0,0,0,0,0,0,93839,0,948481,0,1755775,0,0,250000,0,0,0,0,0,0,0,2005775,0,0,2005775,2005775,0,6981775,6981775,572527
331,2017,1395,University of Texas Medical Branch,TX,0,432081,0,6074,3663,0,0,0,0,0,0,14347,0,438155,0,1488968,0,0,0,0,0,0,0,0,0,0,1488968,0,1049628,439340,1488968,30500000,23609937,54109937,179541
332,2017,1398,University of Nebraska Medical Center,NE,0,194173,0,7047,354727,0,0,0,0,0,0,13701,0,555947,0,968306,0,0,647016,0,0,0,0,0,0,0,0,0,1294031,321291,1615322,0,0,0,150694
333,2017,1399,City University of New York Herbert H. Lehman College,NY,0,5971,275,0,169,298,0,216,5496,218,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847
334,2017,1400,Icahn School of Medicine at Mount Sinai,NY,0,533102,20463,0,0,0,0,0,0,0,0,82000,0,553565,0,30900000,0,0,0,0,0,0,0,0,0,0,30900000,0,0,30900000,30900000,0,0,0,540296
335,2017,1401,University of Puerto Rico-Rio Piedras Campus,PR,0,54523,12716,6213,0,504,12514,228,87197,2676,26343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22610
336,2017,1404,California State University-Bakersfield,CA,0,4530,0,590,1276,299,0,3849,1900,1067,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725
337,2017,1406,Medical College of Wisconsin,WI,0,231610,0,4261,138282,0,0,0,0,19475,0,8338,228205,385799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190000,1190000,199925
338,2017,1408,"University of Connecticut, All Campuses",CT,102717,376251,7238,98380,102460,3053,8755,35523,84033,51476,3009,11484,0,332843,0,33452500,0,0,9298500,0,0,0,0,0,439000,0,21225000,0,41725000,1465000,43190000,0,0,0,257958
339,2017,1409,Georgia Institute of Technology,GA,0,88590,62528,1563279,35913,287,0,18407,112855,23586,16431,0,0,0,0,0,500000,4409640,0,0,0,0,2254000,0,0,0,0,0,0,7163640,7163640,0,0,0,780118
340,2017,1410,Mercer University,GA,0,64,0,84568,59455,0,0,0,1860,310,624,915,0,38466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9901204,9901204,31653
341,2017,1413,University of Kentucky,KY,788730,540300,8154,368833,624490,4535,15717,114279,84828,29146,32487,42000,0,405263,0,348695,0,754618,1388868,0,0,0,0,0,0,0,0,0,0,2492181,2492181,124443000,124443000,248886000,340295
342,2017,1415,University of Mississippi and University of Mississippi Medical Center,MS,0,204068,207,20443,72284,0,0,1906,55252,1295,3908,578,0,125637,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,1600000,0,0,0,102660
343,2017,1416,Saint Louis University,MO,0,179449,936,12156,264820,936,0,12110,18231,19353,4270,1000,0,375788,0,0,0,0,3982629,0,0,0,684515,0,0,0,3982629,0,0,4667144,4667144,0,0,0,40426
344,2017,1418,"New Mexico State University, All Campuses",NM,331153,27648,3926,95964,6869,1419,12602,528,31536,926,2021,0,776,0,0,0,0,18503000,0,0,0,0,0,0,0,0,0,0,18503000,0,18503000,0,0,0,108935
345,2017,1419,Alfred University,NY,0,0,0,27989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3735
346,2017,1420,Cornell University and Weill Cornell Medical College,NY,506187,823165,15388,160731,43285,767,33480,7260,283290,13766,17626,58447,62391,454588,22126000,35204176,1425000,13018000,8608000,554000,604000,1129000,9316000,0,1306000,0,18883176,0,19425000,73865176,93290176,0,0,0,956184
347,2017,1422,"Syracuse University, All Campuses",NY,0,41860,3282,77214,3236,982,0,15428,42649,19577,3275,0,7910,0,0,0,0,1136300,0,0,0,1762800,722200,0,0,0,0,799600,0,2821700,3621300,0,0,0,53864
348,2017,1423,University of North Dakota,ND,0,27127,6477,71858,36316,5509,0,0,37997,20170,20411,0,33695,47409,0,370000,0,250000,1000000,0,0,0,0,500000,0,0,400000,300000,0,1820000,2120000,0,0,0,69145
349,2017,1424,Bowling Green State University,OH,1048,26554,15914,32542,9704,9611,1100,15833,35681,18279,8976,2601,0,0,0,0,0,291588,1200186,673796,0,625386,0,0,313167,0,0,0,96000,3008123,3104123,0,0,0,10999
350,2017,1425,"Kent State University, All Campuses",OH,0,44863,5588,4285,11259,2117,0,8816,79604,28540,17932,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,2000000,0,2000000,2294043,16551865,18845908,21951
351,2017,1426,"Miami University, All Campuses",OH,0,52119,1198,14383,6108,412,7549,14405,56551,22481,7354,0,4198,0,0,34641000,0,0,0,0,0,0,13545153,0,2042268,0,0,0,23661000,26567421,50228421,0,0,0,14111
352,2017,1427,"Ohio State University, All Campuses",OH,171821,207634,2046,299041,531797,2548,23801,46978,132771,22804,1799,24612,0,269822,6080632,1140536,0,9441221,4662595,2211012,0,3576821,3121347,0,0,0,4662595,0,23313480,6920684,30234164,0,0,0,751293
353,2017,1428,"Ohio University, All Campuses",OH,0,27316,4846,92576,44733,0,7042,2228,17129,6629,3652,1857,0,26247,0,0,0,0,358913,0,0,0,0,0,0,0,0,0,358913,0,358913,0,0,0,55828
354,2017,1429,"University of Cincinnati, All Campuses",OH,0,272488,0,146309,207544,5425,0,19155,76787,15057,12813,9126,3948,420951,0,3841411,0,0,924248,0,0,0,345600,0,0,0,4336756,0,254980,4856279,5111259,0,4908000,4908000,401701
355,2017,1431,"University of Oklahoma, Norman and Health Science Center",OK,94578,264921,5676,190063,31890,374,0,325360,135508,2357,54499,0,0,248939,6000000,0,28677201,0,107874690,0,0,0,0,0,0,0,142551891,0,142551891,0,142551891,0,21332081,21332081,240239
356,2017,1433,"University of Pittsburgh, Pittsburgh",PA,2500,625782,45000,175882,789350,25076,13358,13200,120000,34500,79000,35000,0,990150,0,12400000,0,1200000,19400000,0,0,760000,3300000,828000,987000,0,10500000,0,0,38875000,38875000,0,0,0,880508
357,2017,1435,College of William and Mary and Virginia Institute of Marine Science,VA,0,40843,2233,0,2940,0,5283,167085,47428,14015,9880,0,13778,0,0,0,0,0,0,0,0,996492,0,0,0,0,0,0,0,996492,996492,0,1336810,1336810,54491
358,2017,1436,University of the Virgin Islands,VI,18993,4000,200,0,0,0,320,12000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21215
359,2017,1437,Desert Research Institute,NV,5684,21572,12225,2500,400,0,0,89815,0,0,3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29422
360,2017,1439,"Wright State University, All Campuses",OH,0,31276,9451,20341,44327,0,0,5441,5342,7389,0,0,0,45671,0,3165000,0,0,0,0,0,0,0,0,0,0,0,0,3165000,0,3165000,0,0,0,55241
361,2017,1440,"North Dakota State University, All Campuses",ND,1407150,64106,6172,80738,16360,2295,12959,6073,61472,11579,5370,0,0,0,343972,0,0,0,0,0,0,618732,0,0,0,0,0,0,0,962704,962704,0,550000,550000,152106
362,2017,1441,University of Illinois at Springfield,IL,0,1323,0,0,0,0,2048,0,0,2033,0,0,0,0,0,415100,0,0,0,0,0,0,0,0,0,0,0,0,0,415100,415100,0,0,0,1293
363,2017,1442,State University of New York at Buffalo,NY,0,244858,22639,151300,330482,3044,0,17764,94167,24686,34639,16155,0,347632,0,475600,0,549733,11992395,0,0,573852,0,325627,0,0,1851915,0,1189000,12728207,13917207,0,0,0,373308
364,2017,1443,Stony Brook University,NY,0,258365,56663,116692,188474,16805,5663,102898,178522,36988,23031,5457,6495,225539,0,10812263,0,2445500,4529613,0,0,687500,3669000,2871000,0,2300000,10701876,1400000,8955000,16959876,27314876,29000000,2000000,31000000,227942
365,2017,1444,Florida International University,FL,0,70158,23178,128875,9551,0,58007,18281,62180,41137,799,12173,0,16615,0,435589,0,625615,280260,0,0,0,1100480,1608829,0,0,435589,0,0,4050773,4050773,0,0,0,133831
366,2017,1445,University of Texas at Dallas,TX,0,128724,21075,214454,12498,396,0,87141,30645,6714,8117,0,19135,0,0,0,0,4500000,1000000,0,0,0,0,0,0,0,0,0,0,5500000,5500000,0,45376834,45376834,99328
367,2017,1446,University of Massachusetts Medical School,MA,0,424736,0,0,229894,0,0,0,0,0,0,4880,0,604490,0,5926900,0,0,2540100,0,0,0,0,0,0,0,8467000,0,463000,8004000,8467000,0,0,0,253099
368,2017,1447,University of Southern Maine,ME,625,650,4378,983,0,0,1546,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465
369,2017,1448,"University of North Texas, Health Science Center",TX,0,141759,0,0,77269,0,0,0,0,0,0,6084,0,23141,0,656136,0,0,0,0,0,0,0,0,0,0,0,0,565035,91101,656136,0,47017715,47017715,50567
370,2017,1449,Rush University,IL,0,53556,0,0,109434,0,0,0,0,6082,0,15975,34011,166214,0,16785000,0,0,0,0,0,0,0,0,0,0,16785000,0,0,16785000,16785000,0,0,0,73351
371,2017,1450,State University of New York College of Optometry,NY,0,40000,0,0,15000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169
372,2017,1451,University of Texas at San Antonio,TX,4844,73753,7453,69277,693,1404,5191,12126,44813,9541,25229,0,0,0,0,0,0,378831,0,0,0,0,1309811,0,0,0,0,0,0,1688642,1688642,0,18059705,18059705,49383
373,2017,1452,Eastern Virginia Medical School,VA,0,124041,0,0,7207,0,0,0,0,0,0,0,0,131248,0,1787485,0,0,0,0,0,0,0,0,0,0,1787485,0,0,1787485,1787485,0,0,0,32550
374,2017,1455,Texas A&M University Corpus Christi,TX,0,28010,6729,40679,10060,568,656,21082,5624,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5841550,19895318,25736868,21911
375,2017,1456,University of Texas Health Science Center at Houston,TX,0,275670,0,0,170177,0,0,0,0,13442,0,4082,0,365709,0,1316076,0,0,5915578,0,0,0,0,0,0,0,1316076,0,7231654,0,7231654,6000000,4622333,10622333,237016
376,2017,1458,Brigham Young University,UT,13600,48300,5600,49100,12600,800,44700,12000,78400,11200,10100,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35939583,35939583,35512
377,2017,1459,University of Akron,OH,0,51181,1153,225721,1679,631,0,9307,28858,4081,2876,0,0,0,0,0,0,3534000,0,0,0,0,0,0,0,0,0,0,3534000,0,3534000,0,0,0,57351
378,2017,1461,University of Maryland Center for Environmental Science,MD,19548,75749,0,0,0,7331,0,146924,0,0,7331,0,0,0,0,1154875,0,0,0,0,0,1380850,0,0,0,0,0,0,2535725,0,2535725,21635000,0,21635000,52861
379,2017,1462,"University of Kansas, All Campuses",KS,0,458979,8105,79099,325910,9847,20890,24633,147978,41085,13017,35520,0,395463,0,3952307,0,0,1146947,0,0,0,0,0,0,0,1399254,0,0,5099254,5099254,0,45583500,45583500,241656
380,2017,1463,City University of New York College of Staten Island,NY,2847,17539,4527,1680,4678,2400,1674,1426,17384,3732,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780
381,2017,1464,Northeast Ohio Medical University,OH,0,180000,0,0,19427,0,0,0,0,0,0,0,0,104250,0,703844,0,0,0,0,0,0,0,0,0,0,631125,0,0,703844,703844,0,0,0,18823
382,2017,1466,University of Alaska Fairbanks,AK,124084,145904,45884,98660,22795,9276,75915,155466,20974,5740,37059,4864,18365,0,425420,1241873,0,0,0,0,1254835,529699,0,0,678705,2367246,0,69158,503058,5925562,6497778,40000000,1500000,41500000,141976
383,2017,1467,University of Alaska Anchorage,AK,0,25532,5419,30620,2048,135,3292,3637,5895,3058,10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18382
384,2017,1468,University of the District of Columbia,DC,5000,15000,6000,35000,10000,1500,500,0,1000,1260,10000,0,6000,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,800000,0,800000,0,0,0,3469
385,2017,1469,Western University of Health Sciences,CA,0,24633,200,0,15858,0,0,0,0,0,200,0,0,40218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717
386,2017,1470,Universidad Central Del Caribe,PR,0,27300,0,0,1487,0,0,0,0,256,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7090
387,2017,1471,Ponce School of Medicine and Health Sciences,PR,0,28500,0,0,6300,0,0,0,0,2000,0,8100,0,28500,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,2000000,2000000,7992
388,2017,1472,Morehouse School of Medicine,GA,0,73966,0,0,21436,0,0,0,0,1800,0,5494,0,97202,0,0,0,0,1326039,0,0,0,0,0,0,0,1,0,0,1326039,1326039,0,1326039,1326039,38774
389,2017,2011,Colgate University,NY,0,28113,5163,0,0,8480,3981,18551,23999,15288,21301,0,0,0,0,0,0,0,0,0,0,0,5600000,0,0,0,0,0,0,5600000,5600000,0,0,0,2631
390,2017,2016,Coastal Carolina University,SC,0,7167,0,1214,1212,670,337,19071,6680,1797,0,0,0,0,0,0,0,431571,0,0,0,0,0,253750,0,0,0,0,0,685321,685321,0,0,0,1585
391,2017,2018,University of North Florida,FL,0,47513,9488,30769,22868,8372,0,0,33251,5754,4841,0,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053544,0,4053544,4366
392,2017,2019,University of Hawaii at Hilo,HI,50000,9000,2000,800,21000,0,3000,2500,1600,2000,2000,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11216
393,2017,2021,California State University-Monterey Bay,CA,2188,3335,2000,0,300,200,1800,3150,700,600,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5679
394,2017,3002,University of Detroit Mercy,MI,0,4907,0,5935,1872,0,0,0,7016,1030,0,200,0,0,0,0,0,250000,250000,0,0,0,0,0,0,0,0,250000,0,250000,500000,0,0,0,3649
395,2017,3003,University of Nebraska at Kearney,NE,3358,6946,3531,455,20268,1010,437,484,11109,4286,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588
396,2017,3006,"State University of New York College, Plattsburgh",NY,0,0,0,0,1488,0,1437,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020
398,2017,3008,University of Central Oklahoma,OK,1450,7024,230,2681,2854,603,0,0,3575,1416,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362500,6362500,1214
399,2017,3009,Oregon Institute of Technology,OR,0,1998,0,18295,7025,0,0,0,661,0,0,0,0,0,0,0,0,47200000,0,0,0,0,0,0,0,3000000,0,3000000,47200000,0,50200000,0,0,0,4027
401,2017,3012,Providence College,RI,0,15186,0,788,0,0,0,0,8945,6028,0,0,0,0,0,7649031,0,328596,0,0,0,0,2898150,2513676,0,0,0,0,0,13389453,13389453,0,375300,375300,1151
402,2017,3014,Seattle University,WA,0,0,0,73,93,50,0,0,1429,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610
403,2017,3015,University of South Florida St. Petersburg,FL,0,8664,0,0,600,0,1013,903,2700,1114,756,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,750000,1093
404,2017,3016,University of Texas at Permian Basin,TX,0,1000,10000,20000,20000,20000,10000,0,10000,1000,20000,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,46218640,51218640,1080
405,2017,3017,Universidad del Turabo,PR,0,1220,0,18373,1726,0,0,0,1220,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747
406,2017,3018,MGH Institute of Health Professions,MA,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228
407,2017,3020,Maine Maritime Academy,ME,0,0,0,3600,0,0,0,600,0,0,0,0,0,0,0,0,0,1100000,0,0,0,0,0,0,0,0,0,600000,0,500000,1100000,0,0,0,1902
408,2017,3025,"California State University, Channel Islands",CA,237,3671,175,0,0,0,4987,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282
409,2017,3026,Roseman University of Health Sciences,NV,0,22956,0,0,28586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433
410,2017,3027,Toyota Technological Institute at Chicago,IL,0,228,3271,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710
411,2017,3030,Marshall B. Ketchum University,CA,0,0,0,0,2698,0,0,0,0,0,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491
