,YEAR,INST_ID,INST_NAME,INST_STATE,EXP_TOT,NASF_AG,NASF_BIO,NASF_COS,NASF_ENG,NASF_HLTH,NASF_MATH,NASF_GEO,NASF_PHY,NASF_PSY,NASF_SOC,NASF_OTH,NASF_MED,RR_AG,RR_BIO,RR_COS,RR_ENG,RR_HLTH,RR_MATH,RR_GEO,RR_PHY,RR_PSY,RR_SOC,RR_OTH,RR_MED,RR_FED,RR_STA,RR_INST,RR_TFUND,NC_FED,NC_STA,NC_INST,NC_TFUND
24,2007,1026,California State Polytechnic University-Pomona,CA,2502,16523,12238,94,15234,0,117,650,871,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461250,461250
25,2007,1027,California State University-Chico,CA,2767,386,10018,609,2981,0,0,967,3837,724,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2007,1028,California State University-Fresno,CA,9749,11769,13518,105,5126,868,0,1427,7124,5556,3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2007,1029,Humboldt State University,CA,6500,27381,22082,202,2008,1591,805,4393,2946,3721,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007,1030,San Diego State University,CA,73777,10000,90110,2890,1681,71754,8681,4400,33260,44750,8435,1000,0,0,1487000,0,0,0,0,0,390000,0,0,0,0,0,0,1877000,1877000,0,0,0,0
29,2007,1031,California State University-Northridge,CA,7490,0,14721,770,16737,1000,0,336,8267,8982,3473,0,0,0,260920,0,0,0,0,0,660000,0,0,0,0,0,551920,369000,920920,0,9700000,0,9700000
30,2007,1032,San Jose State University,CA,34687,0,11324,808,94579,0,1493,612,5235,260,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2007,1033,Claremont Graduate University,CA,3100,0,0,1156,0,0,442,0,0,2637,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007,1034,Harvey Mudd College,CA,2301,0,9767,4832,21096,0,5096,0,24427,648,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2007,1035,Pomona College,CA,2584,0,40250,10117,0,0,22000,20233,71300,30350,47200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2007,1036,Loma Linda University,CA,32451,0,71544,0,0,21852,0,0,0,4098,4088,175,94030,0,0,0,0,600000,0,0,0,0,0,0,600000,600000,0,0,600000,0,0,0,0
35,2007,1037,Occidental College,CA,1449,0,48000,0,0,2000,9645,21000,48300,2175,30775,0,0,0,277000,0,0,0,0,0,0,0,0,0,0,0,0,277000,277000,0,0,0,0
