,YEAR,INST_ID,INST_NAME,INST_STATE,EXP_TOT,NASF_AG,NASF_BIO,NASF_COS,NASF_ENG,NASF_HLTH,NASF_MATH,NASF_GEO,NASF_PHY,NASF_PSY,NASF_SOC,NASF_OTH,NASF_MED,RR_AG,RR_BIO,RR_COS,RR_ENG,RR_HLTH,RR_MATH,RR_GEO,RR_PHY,RR_PSY,RR_SOC,RR_OTH,RR_MED,RR_FED,RR_STA,RR_INST,RR_TFUND,NC_FED,NC_STA,NC_INST,NC_TFUND
36,2007,1038,Stanford University,CA,679196,56449,109243,8186,231436,605960,947,114729,114078,25709,15847,0,605960,0,31699349,0,8764534,5296215,0,2810144,3972000,0,0,0,36995564,0,0,52542242,52542242,0,0,118762213,118762213
37,2007,1039,University of California-Berkeley,CA,546035,33745,723119,33836,569459,104614,38082,80975,350111,93440,295357,0,0,253000,6127000,0,1349000,2260000,0,0,6058000,308000,0,3700000,0,3943000,0,16112000,20055000,0,0,1811000,1811000
38,2007,1040,University of California-Davis,CA,573002,650000,680000,28000,260000,580000,11000,36000,185365,27000,102000,250000,427000,397700,1547294,0,2125394,95693848,0,7463000,2323570,0,630000,0,76452000,0,20133480,90047326,110180806,9142000,206615000,247328000,463085000
39,2007,1041,University of California-Irvine,CA,300229,0,403046,35020,211364,224455,11815,42630,219739,30323,61020,44787,401854,0,250000,0,260000,5179948,0,4575000,0,0,0,0,0,1965000,0,8299948,10264948,0,101058676,32648344,133707020
40,2007,1042,University of California-Los Angeles,CA,811493,0,354093,37516,217345,904373,32803,110012,333351,88329,138873,12988,1049736,0,1552981,0,1048900,1798446,0,628802,0,250000,510874,0,260000,0,0,5790003,5790003,0,92818000,62560000,155378000
41,2007,1043,University of California-Riverside,CA,124820,230008,231193,0,129238,20780,12541,30575,133570,29873,31122,0,0,0,0,0,0,0,0,2625268,1476628,0,0,0,0,0,4101896,0,4101896,0,49371217,0,49371217
42,2007,1044,University of California-San Diego,CA,754766,0,286205,49792,405536,696087,20692,303385,253749,44386,91485,125053,536650,0,297456,400000,0,1134305,0,1644656,14016000,0,860484,0,1134305,0,13126000,5226901,18352901,0,28286121,45321529,73607650
43,2007,1045,University of California-San Francisco,CA,796149,0,319500,0,0,1269700,0,0,0,0,16700,168300,1774200,0,28338100,0,0,39503500,0,0,0,0,400000,610000,68851600,0,0,68851600,68851600,0,0,135000000,135000000
44,2007,1046,University of California-Santa Barbara,CA,174429,0,138309,15479,190953,1872,6497,93915,166224,33277,71840,49467,0,0,10836000,0,688000,0,0,0,0,325799,0,0,0,0,9691000,2158799,11849799,0,10086000,707000,10793000
45,2007,1047,University of California-Santa Cruz,CA,114126,0,82195,14143,84878,0,8883,126074,171512,21736,40596,8197,0,0,0,0,13182799,0,0,0,546000,0,349390,0,0,0,10094322,3983867,14078189,0,0,0,0
46,2007,1048,Santa Clara University,CA,1684,500,11400,300,13800,0,1000,0,9700,3200,4000,0,0,0,0,0,712000,0,0,0,250000,0,0,0,0,0,0,962000,962000,0,0,0,0
47,2007,1049,University of Southern California,CA,450173,0,233627,147707,161773,290492,1404,38095,66417,57294,29624,441,348993,0,2855426,0,1717933,857532,0,0,4353013,0,0,0,1762086,0,0,9783904,9783904,0,0,0,0
48,2007,1050,University of the Pacific,CA,4161,0,12717,1900,12799,12793,2047,4346,14824,2355,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,13000000
49,2007,1052,Colorado School of Mines,CO,28729,0,0,0,75548,0,0,51357,0,0,0,0,0,0,0,0,955522,0,0,0,0,0,0,0,0,100000,100000,755522,955522,0,0,0,0
50,2007,1053,University of Northern Colorado,CO,2566,0,9639,0,0,15488,380,4710,7523,380,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007,1054,Colorado State University,CO,253992,149524,156661,5640,169808,142702,3868,73731,82369,7041,5872,32750,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,61950,438050,500000,550069,0,4998491,5548560
52,2007,1055,University of Colorado at Boulder,CO,250255,0,238351,16433,186532,32866,5621,124760,202604,104655,23570,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2007,1056,University of Denver,CO,10581,0,39799,331,14613,0,0,272,23905,10658,20324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2007,1059,University of Hartford,CT,1633,0,4056,1005,12801,1692,528,450,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2007,1060,Wesleyan University,CT,8170,0,37020,964,0,0,4954,11538,36921,13227,41858,0,0,0,330000,0,0,0,0,0,0,250000,0,0,0,0,0,580000,580000,0,0,0,0
56,2007,1061,Yale University,CT,460075,36634,180779,18099,113699,1199577,14156,37203,210257,52441,58357,86139,1191197,995000,1437000,0,6648000,149443500,0,970000,5305000,17234000,5408000,0,148368500,0,0,187440500,187440500,0,0,17025055,17025055
57,2007,1062,Delaware State University,DE,7016,27728,14232,2160,17206,3469,3778,0,11498,3102,0,18423,0,0,1763000,0,0,0,0,0,0,0,0,0,0,343000,1420000,0,1763000,0,0,0,0
58,2007,1063,University of Delaware,DE,114985,155202,54612,6831,187467,23647,9660,70067,102593,28667,27818,3584,0,481152,263965,0,0,0,1431176,271300,29735000,0,0,0,0,0,12000000,20182593,32182593,503000,0,2220000,2723000
59,2007,1064,American University,DC,2410,0,7240,17605,0,1140,16250,41711,0,6898,75000,4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2007,1065,The Catholic University of America,DC,17662,0,19793,8298,32904,1764,0,0,34359,4423,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2007,1067,George Washington University,DC,113982,0,10839,9188,29056,96343,2699,7190,28411,7578,7443,3149,96343,0,2000000,0,6900000,54000000,0,0,3700000,500000,0,500000,0,0,0,67600000,67600000,0,0,0,0
62,2007,1068,Georgetown University,DC,118558,0,167682,358,0,150986,160,0,23071,2740,8983,0,303085,0,6112439,375000,0,2139254,375000,0,7502908,0,0,0,7413600,666665,0,15837936,16504601,0,0,0,0
63,2007,1069,Howard University,DC,36465,0,150000,10100,39743,500949,8396,8859,15415,16411,45917,0,106337,0,250000,0,0,0,0,0,300000,0,0,0,0,0,0,550000,550000,0,0,0,0
64,2007,1071,Florida Institute of Technology,FL,7684,0,37600,5000,64900,0,2000,10000,60000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2007,1072,Embry-Riddle Aeronautical University,FL,13957,0,0,500,500,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2007,1073,Florida A&M University,FL,34293,97274,33894,19479,52415,40000,8000,0,30000,1000,1000,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,3000000,3000000,0,0,0,0
67,2007,1074,Florida Atlantic University,FL,28896,12880,55896,1000,13660,13451,2420,4508,17249,16980,1118,17719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27590,613235,640825
68,2007,1075,Florida State University,FL,185633,0,40973,4364,56672,47807,2973,78786,146318,17803,1966,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2007,1076,Nova Southeastern University,FL,6445,0,0,0,0,49233,0,23300,0,5000,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2007,1077,University of Florida,FL,565491,987696,550739,0,430598,615290,14238,17565,203281,31526,26419,0,731733,0,0,0,0,4100000,0,0,0,0,0,0,4100000,0,0,4100000,4100000,3600000,78955655,0,82555655
71,2007,1078,University of Miami,FL,213516,64478,110721,175,13561,354518,0,35664,27014,27461,458,0,446872,0,13000000,0,0,15800000,0,0,0,0,0,0,15800000,2720000,0,26080000,28800000,0,0,180000000,180000000
72,2007,1079,University of South Florida,FL,285941,7393,42299,6625,81629,338301,1027,118364,55079,22621,49463,0,338301,0,0,0,0,4349465,0,0,0,0,0,0,4349465,3549465,400000,400000,4349465,429732,0,0,429732
73,2007,1080,Albany State University,GA,1455,0,5123,1521,0,0,859,0,2570,851,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2007,1081,Clark Atlanta University,GA,11155,11032,56937,28043,0,0,5650,4025,12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2007,1082,Emory University,GA,345989,0,442800,0,14100,894000,29300,0,112500,120500,49200,0,1014300,0,0,0,0,7055000,0,0,0,0,0,0,7055000,0,0,7055000,7055000,0,0,0,0
76,2007,1083,Fort Valley State University,GA,2570,96339,7827,3561,0,0,0,4807,575,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2007,1084,Georgia Southern University,GA,1812,176,17175,0,0,626,410,1479,10318,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2007,1085,Georgia State University,GA,52690,0,55322,5640,0,7150,3875,4597,54569,19245,48134,0,0,0,2195000,0,0,668750,0,700000,565000,668750,668750,0,0,0,5466250,0,5466250,0,731291,639880,1371171
79,2007,1086,Medical College of Georgia,GA,61174,0,179058,0,0,28691,0,0,0,0,0,0,173720,0,800081,0,0,0,0,0,0,0,0,0,800081,0,279666,520415,800081,0,0,0,0
80,2007,1087,Morehouse College,GA,6008,1500,9895,2062,0,507,640,0,8772,4626,500,0,0,0,0,0,0,0,746050,0,746050,763984,0,0,0,2000000,0,256084,2256084,0,0,0,0
81,2007,1089,Savannah State University,GA,2342,4232,16331,4951,2802,0,0,4178,10494,0,0,0,0,0,351262,0,0,0,0,0,794837,0,0,0,0,0,1146099,0,1146099,0,0,0,0
82,2007,1090,Spelman College,GA,3084,600,16024,5036,1134,0,6434,6863,39941,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2007,1091,University of Georgia,GA,323843,1953470,489001,2044,120720,399915,981,114229,105049,40176,16366,216156,0,0,0,0,0,0,0,1685000,0,0,0,0,0,0,1685000,0,1685000,1490000,400000,400000,2290000
84,2007,1092,State University of West Georgia,GA,1042,0,0,4505,0,1200,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2007,1093,University of Hawaii at Manoa,HI,249635,156034,95228,18374,65215,223656,4050,277978,202709,13931,55444,0,194585,4950000,7762000,0,3855000,0,0,1962000,405000,250000,0,0,0,0,19184000,0,19184000,0,11000000,0,11000000
86,2007,1094,Boise State University,ID,7848,0,20985,404,18563,0,2798,3266,11428,4022,2352,0,0,0,307357,0,419315,0,0,0,0,0,0,0,0,0,0,726672,726672,0,0,0,0
87,2007,1095,Idaho State University,ID,16754,0,47400,0,22130,36421,3000,17028,40553,2628,6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2007,1096,University of Idaho,ID,86863,607145,91957,15217,140052,4635,14555,43271,63545,9256,23222,23517,0,583000,0,0,405852,0,0,0,742945,0,0,0,0,0,742945,988852,1731797,1690425,650000,1100000,3440425
89,2007,1097,Bradley University,IL,1905,0,22566,5480,12930,1720,0,0,12722,2959,297,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2007,1098,Midwestern University,IL,2786,0,66500,0,0,33500,0,0,0,0,0,0,66500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487627,1487627
91,2007,1099,Rosalind Franklin University of Medicine & Science,IL,10981,0,383971,0,0,15000,0,0,0,0,0,0,383971,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,250000,250000,0,0,0,0
92,2007,1100,DePaul University,IL,3957,0,8942,9622,0,0,0,2200,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,16380000,25380000
93,2007,1101,Illinois Institute of Technology,IL,22646,0,8548,2993,57560,0,1450,0,18078,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2007,1102,Illinois State University,IL,4874,105236,121645,0,0,3200,2913,0,1268,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2007,1103,Chicago State University,IL,2119,1500,3300,3675,0,0,0,4227,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2007,1104,Loyola University Chicago,IL,37669,6421,104161,21,0,26633,184,0,32584,13590,1929,30599,97889,0,802563,0,0,0,0,0,0,0,0,0,323160,0,0,802563,802563,0,0,0,0
97,2007,1105,Northern Illinois University,IL,16627,0,42028,9366,46460,0,13220,24418,57503,39169,47594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2007,1106,Northwestern University,IL,419985,0,204553,0,167070,197094,3530,1852,127597,10842,2210,0,286959,0,12505456,0,1200000,32811706,0,350000,2489385,1550137,0,0,45317162,0,8000000,42906684,50906684,1857227,0,66122773,67980000
99,2007,1107,Southern Illinois University Carbondale,IL,74520,129191,69502,102,39408,42024,89,6458,28926,10432,4418,4536,38229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2007,1108,Southern Illinois University Edwardsville,IL,23737,0,26845,0,0,4000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2007,1109,University of Chicago,IL,305301,0,393701,7370,0,433489,4650,10430,192720,36260,49140,9153,423000,0,20000000,15199900,0,6000000,0,0,37288300,0,0,0,6000000,0,0,78488200,78488200,22000000,7000000,0,29000000
102,2007,1110,University of Illinois at Urbana-Champaign,IL,476198,557000,826100,920800,930200,40500,23100,154000,526800,154000,187000,0,0,3000000,4500000,300000,550000,260000,0,750000,5500000,260000,0,0,0,0,5000000,10120000,15120000,0,20900000,75900000,96800000
103,2007,1111,University of Illinois at Chicago,IL,332176,690,322808,23039,107619,494905,9857,12843,82185,23445,12469,37045,423530,0,395656,0,2379371,9934901,0,0,0,0,0,1057905,4772653,4735813,0,9032020,13767833,0,0,0,0
104,2007,1112,Western Illinois University,IL,1154,1890,10103,1000,800,4100,1561,3800,14431,25500,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2007,1113,Ball State University,IN,8625,4944,20267,587,0,11866,0,6265,18796,2748,10630,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2007,1114,Indiana State University,IN,2271,0,31145,3839,0,0,6701,12987,8694,5069,571,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2007,1115,Rose-Hulman Institute of Technology,IN,4700,0,750,250,250,0,0,250,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2007,1116,University of Notre Dame,IN,78553,0,102338,3303,93858,0,13541,0,37674,9541,3581,0,0,0,1529000,0,365779,0,0,0,3238000,351000,0,0,0,1529000,0,3954779,5483779,1704863,0,24823137,26528000
109,2007,1119,Iowa State University,IA,221998,1065723,220788,6120,180940,4172,2740,5915,35620,3854,22298,0,0,778000,630077,0,300000,0,0,0,0,0,0,0,0,0,0,1708077,1708077,0,4804435,10109065,14913500
110,2007,1120,University of Northern Iowa,IA,1205,0,90163,137885,0,0,0,823,14835,1555,5006,1353,0,0,1040820,0,0,0,0,0,1329600,0,0,0,0,298320,2072100,0,2370420,0,0,0,0
111,2007,1121,University of Iowa,IA,346357,0,184345,1168,128391,321109,1197,6418,89948,19476,6243,2296,359449,0,2745050,0,0,4755067,0,0,0,360914,0,0,6945050,0,1889000,5972031,7861031,0,0,0,0
112,2007,1122,Pittsburg State University,KS,2810,1079,23297,0,2882,0,0,0,4922,5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200000,5200000
113,2007,1123,Kansas State University,KS,123746,253251,229854,19704,221871,90848,17556,13583,165626,21760,34946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2007,1124,Wichita State University,KS,31873,0,16652,0,145477,7065,0,7998,27458,5388,6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,2137477,12137477
115,2007,1126,Kentucky State University,KY,3340,36281,12599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2007,1127,Murray State University,KY,3364,40799,26082,7307,6073,0,13039,500,9869,1107,2584,0,0,0,320525,0,0,0,0,0,0,0,0,0,0,0,320525,0,320525,0,10400000,0,10400000
117,2007,1128,University of Louisville,KY,135873,0,110097,0,56023,216282,0,0,53618,19601,6986,0,275908,0,2410000,0,0,264000,0,0,0,0,0,0,2410000,0,0,2674000,2674000,22355000,62908000,23367000,108630000
118,2007,1129,Western Kentucky University,KY,8701,4867,13113,3528,18049,0,5021,9999,31021,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2007,1132,Louisiana Tech University,LA,15276,12620,14719,5417,96231,5072,4240,0,18580,176,3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,900000
120,2007,1133,Louisiana State University,LA,246093,3052,135851,4968,146943,75295,1857,91956,63360,5243,9032,12124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2007,1134,Louisiana State University Health Sciences Center,LA,79927,0,76349,0,0,114525,0,0,0,0,0,0,190874,0,1800000,0,0,5000000,0,0,0,0,0,0,1600000,0,6700000,100000,6800000,0,0,0,0
122,2007,1135,University of New Orleans,LA,17298,0,22515,1550,7960,0,2295,8508,44320,5685,11394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2007,1136,University of Louisiana at Monroe,LA,4376,0,5550,0,0,9113,0,0,0,0,0,0,0,0,0,0,0,3768000,0,0,0,0,0,0,0,0,3768000,0,3768000,0,0,0,0
124,2007,1137,Southern University and A&M College at Baton Rouge,LA,4350,18000,20000,22794,65000,2476,6100,0,26000,2082,15322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2007,1138,Tulane University,LA,114397,0,98004,0,22443,117075,2456,2362,25672,2208,826,140390,163788,0,0,0,0,0,0,0,0,0,0,3350000,0,1943000,402000,1005000,3350000,30281800,6265200,15663000,52210000
126,2007,1139,University of Louisiana at Lafayette,LA,47308,9600,464988,22978,16626,2026,5558,2000,7509,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2007,1140,Xavier University of Louisiana,LA,3982,0,8384,1436,1007,29904,500,0,9259,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2007,1141,Bates College,ME,1549,0,12497,0,0,0,280,4212,9353,336,1176,4256,0,0,0,0,0,0,0,0,904000,0,0,250000,0,0,0,1154000,1154000,0,0,0,0
129,2007,1144,University of Maine,ME,93153,229221,106569,8306,186228,0,352,24219,33735,22538,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,1300000
130,2007,1145,Bowie State University,MD,1951,0,1392,3069,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2007,1146,The Johns Hopkins University,MD,1499977,0,461794,98503,950980,182620,22138,19000,100000,21000,10500,604260,933499,0,7008750,0,2730000,0,0,0,0,0,0,13016250,20025000,2200000,0,20555000,22755000,0,460773,6121697,6582470
132,2007,1148,Morgan State University,MD,13523,2935,48582,3356,36780,4026,2977,439,35016,6651,42675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2007,1150,University of Maryland College Park,MD,354244,331146,128640,30128,215889,11246,14765,30423,163265,25786,36064,0,0,526238,6291146,0,0,0,0,0,4836502,0,0,0,0,0,825000,10828886,11653886,0,0,7803400,7803400
134,2007,1151,University of Maryland Baltimore,MD,405260,0,144360,0,0,472731,0,0,0,0,13800,0,522664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2007,1152,University of Maryland Baltimore County,MD,65718,0,40716,36924,35079,324,4281,7999,56506,17066,18150,25261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2007,1154,Amherst College,MA,3388,0,14000,1900,0,0,1600,4400,20000,1700,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2007,1155,Boston College,MA,35659,0,27866,0,0,1213,140,6323,49475,3500,8571,0,0,0,326507,0,0,0,0,0,7291636,0,0,0,0,0,0,7618143,7618143,0,0,0,0
138,2007,1156,Boston University,MA,255615,0,223583,7418,70208,208878,4894,18929,111672,13414,7261,0,291496,0,8750000,0,3535000,1150000,0,0,1650000,656000,0,0,5000000,0,0,15741000,15741000,141500000,0,56000000,197500000
139,2007,1157,Brandeis University,MA,57017,0,95743,3969,0,0,1045,0,33997,12692,6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,55980000,57980000
140,2007,1158,Clark University,MA,5304,0,15000,0,0,0,2000,0,3000,10000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2007,1159,Harvard University,MA,453156,19208,988965,27534,157009,65979,52197,80482,377417,61914,318107,126140,675406,829363,48801677,546833,17817136,2124718,1093666,5339158,22949923,1666777,2782148,5468328,36455519,0,0,109419727,109419727,0,0,8903520,8903520
142,2007,1160,University of Massachusetts Lowell,MA,27635,0,12445,6508,60264,38331,0,10550,55371,1000,23507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2007,1161,New England College of Optometry,MA,1711,0,3786,0,0,4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2007,1163,Mount Holyoke College,MA,2563,0,10096,653,0,0,1030,4780,11368,10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2007,1164,Northeastern University,MA,66495,0,50110,5757,59272,30277,0,0,37862,13086,5945,0,0,0,1750000,0,750000,1000000,0,0,1200000,500000,0,0,0,0,0,5200000,5200000,0,0,0,0
146,2007,1165,Smith College,MA,3884,0,16114,926,3318,0,1099,9604,27042,11151,2723,0,0,0,0,1100000,800000,0,0,0,860000,0,0,0,0,0,0,2760000,2760000,0,0,0,0
147,2007,1166,University of Massachusetts Dartmouth,MA,19171,0,5632,1275,26654,518,0,10049,11612,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2007,1167,Tufts University,MA,128965,0,51555,1455,53328,216536,3500,4180,43929,9377,10900,0,162912,0,1117733,0,0,9540622,0,0,1688649,0,0,0,7560622,0,0,12347004,12347004,0,0,0,0
149,2007,1168,University of Massachusetts Amherst,MA,136057,162048,102979,37893,179138,23273,4685,18366,95936,37608,17496,0,0,525531,6027895,1417887,746034,539350,1497120,1087534,4514885,1248000,1292836,0,0,0,4886995,14010077,18897072,1409445,0,11558365,12967810
150,2007,1169,University of Massachusetts Boston,MA,21056,0,44490,2815,2625,5850,0,9827,25669,8907,23254,0,0,0,0,0,0,760000,0,0,0,0,0,0,0,0,0,760000,760000,0,0,750000,750000
151,2007,1170,Wellesley College,MA,4032,0,3610,275,0,0,40,500,2830,80,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2007,1171,Williams College,MA,4074,0,31566,8200,0,0,9955,20258,60333,12444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2007,1172,Woods Hole Oceanographic Institution,MA,121888,0,60447,1344,55600,0,0,47617,93399,0,0,0,0,0,4100000,0,683000,0,0,283000,1653000,0,0,0,0,0,0,6719000,6719000,0,0,0,0
154,2007,1173,Worcester Polytechnic Institute,MA,14483,0,27000,400,65000,0,4800,0,31470,500,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19250000,19250000
155,2007,1174,Calvin College,MI,1540,0,5370,786,16694,204,428,2164,5940,2278,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2007,1176,Eastern Michigan University,MI,3580,576,9544,1250,6730,2785,1485,1104,8439,1265,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2007,1178,Grand Valley State University,MI,3375,0,3898,1500,918,2000,300,21595,1349,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3000000
158,2007,1179,Hope College,MI,2926,0,21040,1747,7000,7453,2705,3680,19900,7520,0,24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2007,1180,Michigan State University,MI,358097,1188620,468360,4330,135400,207790,13610,18290,194170,22500,36030,0,146740,1019000,373760,0,2245000,880580,0,0,3681000,0,0,0,994340,0,364380,7834960,8199340,0,435000,6230700,6665700
160,2007,1181,Michigan Technological University,MI,43081,40541,17608,5430,214447,0,1073,8429,26444,695,3601,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2007,1182,Oakland University,MI,9169,0,12623,2076,17760,1965,601,0,17903,722,7,8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2007,1183,Wayne State University,MI,220731,0,171389,8464,98253,264502,5171,717,110592,14454,18934,0,56333,0,13410000,0,0,0,0,0,300000,0,0,0,8635000,3087800,0,10622200,13710000,0,6167425,5046075,11213500
163,2007,1184,Western Michigan University,MI,18005,0,10253,2282,29233,0,3112,10344,31756,1913,3006,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2007,1185,Carleton College,MN,1785,1387,31865,1822,0,0,0,2369,13268,8450,0,0,0,0,0,806876,0,0,0,0,0,0,0,0,0,0,0,806876,806876,0,0,0,0
165,2007,1186,Macalester College,MN,2351,2630,19481,4960,0,0,2480,19350,32562,11712,6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2007,1188,St. Cloud State University,MN,2224,13016,10077,2010,1339,770,0,0,5589,3374,8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633146,0,4633146
167,2007,1189,Alcorn State University,MS,6593,81557,8357,0,0,0,0,0,11139,1300,0,0,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,13000000,0,0,13000000,13000000
168,2007,1191,Mississippi State University,MS,189917,1111202,97146,11118,523267,215980,11662,26126,89675,21347,75159,6684,0,0,0,0,2419000,0,0,0,0,0,0,0,0,0,0,2419000,2419000,0,6300000,404002,6704002
169,2007,1194,University of Southern Mississippi,MS,39163,0,19000,5500,5000,0,4800,36000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2007,1195,Kansas City University of Medicine and Biosciences,MO,1183,0,24889,0,0,9118,0,0,0,0,0,0,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2007,1197,Lincoln University,MO,5395,52437,1266,0,0,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
